Description,Employer,Location,Translation,Multiple,State
Expert SAP Basis Consultant (m/w) - Schweiz,itesys AG,CH 8500 Frauenfeld,Expert SAP Basis Consultant (m / f) - Switzerland,N,Thurgau
Lernende/r Strassentransportfachfrau/-mann EFZ,,CH 8500 Frauenfeld,Learners / r Road Transport / -mann EFZ,N,Thurgau
Lernende/r Strassentransportfachfrau/-mann EFZ,Hugelshofer Gruppe,CH 8500 Frauenfeld,Learners / r Road Transport / -mann EFZ,N,Thurgau
Director⁄in 80 - 100 %,Koch Kommunikation AG,CH 8501 Frauenfeld,Director/in 80-100%,N,Thurgau
Produkt-Manager Schiffsreisen (m/w),,CH 8570 Weinfelden,Product Manager sailing trips (m / f),N,Thurgau
PRAKTIKUM PRODUCTMANAGEMENT,,CH 8580 Sommeri,INTERNSHIP PRODUCT MANAGEMENT,N,Thurgau
E-Commerce Entwickler/-in (80 - 100 %),,CH 8590 Romanshorn,E-commerce developer / -in (80 - 100%),N,Thurgau
Führungs-Support und Prozessadministration,Gasversorgung Romanshorn AG,CH 8590 Romanshorn,Leadership Support and Process Administration,N,Thurgau
"Mitarbeiter Beratung, Projektentwicklung & Verkauf",Gasversorgung Romanshorn AG,CH 8590 Romanshorn,"Employee Assistance Program, Project Development & Sales",N,Thurgau
"Projektleiter-/in, Berater/in (80 - 100 %)",,CH 8590 Romanshorn,"Project managers / in, consultant / in (80 - 100%)",N,Thurgau
Berater/-in,,CH 9000 St. Gallen,Consultant / -in,N,Sankt Gallen
Career Start in Business Development (FI),Frontify AG,CH 9000 St. Gallen,Career Start in Business Development (FI),N,Sankt Gallen
Geschäftsführer/in Betriebsleiter/in Gastronomie / Restaurantleiter/in,,CH 9000 St. Gallen,Managing / operating / in catering / restaurant / in,N,Sankt Gallen
Marketing Ops,Frontify AG,CH 9000 St. Gallen,marketing Ops,N,Sankt Gallen
Sous-Chef 100% (m/w) Restaurant Lokal,,CH 9000 St. Gallen,Deputy Head 100% (w / w) Restaurant Lokal,N,Sankt Gallen
Sous-Chef 100% (m/w) Restaurant Marktplatz,,CH 9000 St. Gallen,Deputy Head 100% (w / w) Restaurant Marktplatz,N,Sankt Gallen
Direktionsassistentin mit HR Erfahrung (100%),,CH 9001 St. Gallen,Executive Assistant with HR experience (100%),N,Sankt Gallen
Berater oder Beraterin zum Thema Kochen,,CH 9008 St. Gallen,Consultant or advisor about cooking,N,Sankt Gallen
Beraterin mit Flair für Damenoberbekleidung,,CH 9008 St. Gallen,Consultant with a flair for women's outerwear,N,Sankt Gallen
Business Development Manager (m/w/d),CDQ AG,CH 9008 St. Gallen,Business Development Manager (m / w / d),N,Sankt Gallen
Senior Consultant Data Management (m/w/d),CDQ AG,CH 9008 St. Gallen,Senior Consultant Data Management (m / w / d),N,Sankt Gallen
Trainer oder Trainerin,,CH 9011 St. Gallen,Coach or trainer,N,Sankt Gallen
Digital Werbeberater/in 100%,ammarkt ag,CH 9015 St. Gallen,Digital advertising consultant / in 100%,N,Sankt Gallen
Praktikant Beratung 100% m/w,ammarkt ag,CH 9015 St. Gallen,Intern Consulting 100% w / w,N,Sankt Gallen
Product Owner (80 - 100%) - St. Gallen,Adcubum AG,CH 9015 St. Gallen,Product Owner (80 - 100%) - St. Gallen,N,Sankt Gallen
Product Owner 100% - Zagreb,Adcubum AG,CH 9015 St. Gallen,Product Owner 100% - Zagreb,N,Sankt Gallen
Consultant 80-100% (m/w),ALL CONSULTING AG,CH 9016 St. Gallen,Consultant 80-100% (w / w),N,Sankt Gallen
Junior Sales Consultant,Alpha Solutions AG,CH 9016 St. Gallen,Junior Sales Consultant,N,Sankt Gallen
Online Marketing Spezialistin/Spezialist,,CH 9016 St. Gallen,Online marketing specialist / specialist,N,Sankt Gallen
Technischer Einkäufer (w/m),,CH 9032 Engelburg,Technical buyers (w / m),N,Sankt Gallen
"Online Marketing Spezialist (m/w, 80-100%)",,CH 9053 Teufen AR,"Online Marketing Specialist (m / w, 80-100%)",N,Appenzell Ausserrhoden
Assistenz Marketing & Gästeberatung (100%),,CH 9100 Herisau,Assistant Marketing & Guest Relations (100%),N,Appenzell Ausserrhoden
Kurier für Essenslieferungen,,CH 9100 Herisau,Courier for food deliveries,N,Appenzell Ausserrhoden
Marketing-Colleague (w/m) 20-30%,,CH 9200 Gossau SG,Marketing Colleague (w / m) 20-30%,N,Sankt Gallen
Schulungsleiterin & Produktverantwortliche (w/m) 60%,,CH 9200 Gossau SG,Head & training product manager (w / m) 60%,N,Sankt Gallen
Mitarbeiterin / Mitarbeiter im Produktmanagement,Abacus Research AG,CH 9300 Wittenbach,Employee / employees in product management,N,Sankt Gallen
Assistent/in Einkauf (m/w),FPT Motorenforschung AG,CH 9320 Arbon,Assistant / in (m / w),N,Thurgau
Purchasing Manager (m/w),Variosystems AG,CH 9323 Steinach,Purchasing Manager (m / f),N,Sankt Gallen
Lehrstelle Restaurantfachmann/-frau EFZ,,CH 9410 Heiden,Apprenticeship Restaurant / -frau EFZ,N,Appenzell Ausserrhoden
E-Commerce Manager (m/w),Bauwerk Parkett AG,CH 9430 St. Margrethen SG,E-Commerce Manager (m / f),N,Sankt Gallen
Marketing Manager (m/w/d),Bauwerk Parkett AG,CH 9430 St. Margrethen SG,Marketing Manager (m / w / d),N,Sankt Gallen
Allrounder/in Gastronomie,,CH 9500 Wil,Allrounder / in Gastronomy,N,Sankt Gallen
Entwickler Business Software (Smart-Client),,CH 9500 Wil,Developers Business Software (Smart Client),N,Sankt Gallen
Entwickler Business Software Airline Branche (Smart-Client),,CH 9500 Wil,Business Software Developers airline industry (smart client),N,Sankt Gallen
Entwickler Business Software Finanzmodule (Smart-Client),,CH 9500 Wil,Business Software Developers financial modules (smart client),N,Sankt Gallen
Lehrstelle Strassentransportfachmann/-frau EFZ,,CH 9500 Wil,Apprenticeship Road Transport / -frau EFZ,N,Sankt Gallen
Oracle/PostgreSQL-Berater Plattform Services / Applikations-Datenbankadministrator (m/w/d),Robotron Schweiz GmbH,CH 9500 Wil,Oracle / PostgreSQL consultant platform services / application database administrator (m / w / d),N,Sankt Gallen
Product Manager (PM) - Memory Solutions (m/f/d),Swissbit AG,CH 9552 Bronschhofen,Product Manager (PM) - Memory Solutions (m / f / d),N,Sankt Gallen
Prozessingenieur (m/w/d),Swisstronics Contract Manufacturing AG,CH 9552 Bronschhofen,Process Engineer (m / f / d),N,Sankt Gallen
General Manager / Geschäftsführer (m/w) Closure Production Unit in Eschlikon,Corvaglia Mould AG,Eschlikon,General Manager / Managing Director (m / f) Closure Production Unit in Eschlikon,N,Zurich
Marketing Manager 100% (m/w),Steinemann AG,Flawil,Marketing Manager 100% (w / w),N,Sankt Gallen
Assistent Gruppenleitung 80-100% (m/w),Zur Rose Suisse AG,Frauenfeld,Assistant Executive Committee from 80 to 100% (w / w),N,Thurgau
Ausbildung - Spezialist Bewegungs- und Gesundheitsförderung (SAFS) (m/w/d) Vollzeit,,Frauenfeld,Training - specialist motion and Health Promotion (SAFS) (m / h / d) Full Time,N,Thurgau
PersonalberaterIn 80-100%,Tempro Personal,Frauenfeld,HR consultant 80-100%,N,Thurgau
TRAINER (M/W/D) Vollzeit,,Frauenfeld,COACH (M / W / D) Full Time,N,Thurgau
Personal sachbearbeiter/-in 60%-100%,"inova Personal AG, Frauenfeld",Gachnang,Personnel clerk / -in 60% -100%,N,Thurgau
CFO (m/w) Mitglied der Geschäftsleitung,Schlegel AG,Goldach,CFO (m / w) Member of the Executive,N,Appenzell Ausserrhoden
"Personal fachfrau / Personal fachmann, Teilzeit 50% - 60%",Schlegel AG,Goldach,"Staff professional woman / professional staff, part-time 50% - 60%",N,Appenzell Ausserrhoden
Geschäftsführer/in 100%,Gidor SA,Gossau,Manager / in 100%,N,Sankt Gallen
Technischer Einkäufer,PETRAG HR AG Zürich-Frauenfeld-St.Gallen,Grossraum Frauenfeld,Technical Purchaser,N,Thurgau
Executive Assistant to the CEO (100%),da professionals ag,Grossraum St. Gallen,Executive Assistant to the CEO (100%),N,Saint Gallen
Technischer Redaktor (w/m) 60 - 100%,Leica Geosystems AG,Heerbrugg,Technical Editor (w / w) 60-100%,N,Sankt Gallen
Online Content Specialist - Website (m/w),Metrohm AG,Herisau,Online Content Specialist - Website (m / f),N,Appenzell Ausserrhoden
"Praktikant Supply Chain Management, 6 Monate (m/w)",HUBER+SUHNER AG,Herisau,"Intern Supply Chain Management, 6 months (m / f)",N,Appenzell Ausserrhoden
Product Specialist für die Ionenchromatographie (m/w),Metrohm AG,Herisau,Product Specialist for ion chromatography (m / f),N,Appenzell Ausserrhoden
Teamleiter Lagerverwaltung (w/m),Metrohm AG,Herisau,Team leader warehouse management (w / m),N,Appenzell Ausserrhoden
Marketing- und Eventspezialist 80% (w/m),Ferag AG,Kanton Thurgau,Marketing and event specialist 80% (w / m),N,Thurgau
SQM Spezialist (w/m/d),General Dynamics European Land Systems-Mowag,Kreuzlingen,SQM specialist (w / m / d),N,Thurgau
TRAINER (M/W/D) Vollzeit,,Kreuzlingen,COACH (M / W / D) Full Time,N,Thurgau
"Marketing- und Verkaufs-Manager (m/w), Standort Mörschwil",swisswindows ag,Mörschwil,"Marketing and Sales Manager (m / w), location Mörschwil",N,Sankt Gallen
Lagerist (m/w) 80-100 %,Schmid Elektronik AG,Münchwilen,Lagerist (m / w) 80-100%,N,Aargau
Praktikant,Diversey Europe B.V. Utrecht,Münchwilen,trainee,N,Aargau
Bahnsteward/ess Romanshorn 60-80%,Elvetino AG,Romanshorn,Train Steward / ess Romanshorn 60-80%,N,Thurgau
"Bahnsteward/ess Romanshorn, Teilzeit 80%",Elvetino AG,Romanshorn,"Web Steward / ess novel Horn, part-time 80%",N,Thurgau
Betriebsleitung Jugendherberge (m/w),Schweizer Jugendherbergen,Romanshorn,Operation Youth (m / w),N,Thurgau
Geschäftsführer/in,,Rorschach (Ostschweiz),Manager,N,Saint Gallen
Leitung Restauration,Wilhelm AG,Schwägalp Säntis,line restoration,N,Sankt Gallen
Einkäufer Küchensortiment (w/m),Hans Eisenring AG,Sirnach/TG,Buyers kitchen range (w / m),N,Thurgau
Mitarbeiter Produktmanagement (w/m),Hans Eisenring AG,Sirnach/TG,Employee Product Management (w / m),N,Thurgau
Stellvertretender Leiter Innendienst (w/m),Hans Eisenring AG,Sirnach/TG,Deputy Director indoor service (w / m),N,Thurgau
(Senior) Salesforce Consultant . 80-100%.,Namics AG,St. Gallen,(Senior) Consultant Salesforce. 80-100%.,N,Sankt Gallen
AssistentIn Business Development,Ariston Thermo Group,St. Gallen,AssistentIn Business Development,N,Sankt Gallen
Assistenz der Geschäftsleitung . 80%.,Namics AG,St. Gallen,Executive Assistant. 80%.,N,Sankt Gallen
Associate Travel Assistant,Sportradar AG,St. Gallen,Associate Travel Assistant,N,Sankt Gallen
Consultant Business Development mit Fokus auf Geschäftsprozesse (m/w/d),,St. Gallen,Consultant Business Development with a focus on business processes (m / w / d),N,Sankt Gallen
Consultant Business Development mit Fokus auf Marketing & Sales (m/w/d),,St. Gallen,Consultant Business Development with a focus on Marketing & Sales (m / w / d),N,Sankt Gallen
Consultant E-Commerce & Plattformen . 80-100%.,Namics AG,St. Gallen,Consultant E-Commerce & platforms. 80-100%.,N,Sankt Gallen
FRONT OFFICE MITARBEITER (M/W) 100%,Hotel Walhalla,St. Gallen,FRONT OFFICE EMPLOYEES (M / W) 100%,N,Sankt Gallen
HR Analytics Specialist,Ariston Thermo Group,St. Gallen,HR Analytics Specialist,N,Sankt Gallen
Payroll Spezialist,MS Direct AG,St. Gallen,Payroll specialist,N,Sankt Gallen
Payroll Spezialist | St. Gallen,MS Direct AG,St. Gallen,Payroll Specialist | St. Gallen,N,Sankt Gallen
"Personal fachfrau / Personal fachmann 100%, Standort St. Gallen",Quickmail AG,St. Gallen,Staff professional woman / staff professional 100% Location St. Gallen,N,Sankt Gallen
"Qualitäts-Manager/in Kundendienst 80 bis 100 %, Standort St. Gallen oder Winterthur",Quickmail AG,St. Gallen,"St. Gallen Quality Manager / Customer Service in 80 to 100%, location or Winterthur",N,Sankt Gallen
ReiseberaterIn mit Stellvertretungsfunktion St. Gallen (80 - 100% - m/w),DER Touristik Suisse,St. Gallen,Travel Consultant with representation function St. Gallen (80 - 100% - m / f),N,Sankt Gallen
Sales Trainee für Sprachaufenthalte weltweit,EF Education AG,St. Gallen,Sales Trainee for School Type,N,Sankt Gallen
Technischer Einkäufer (w/m),Robert Walters Finance & Accounting,St. Gallen,Technical buyers (w / m),N,Sankt Gallen
Geschäftsführer/in 100%,Gidor SA,St. Gallen - Oberer Graben,Manager / in 100%,N,Sankt Gallen
Head of Account Management,The Stamford Group AG,"St. Gallen, Schweiz",Head of Account Management,N,Sankt Gallen
SACHBEARBEITUNG/DISPOSITION (W/M/D),JCL Logistics Switzerland AG,ST. MARGRETHEN,Processing / DISPOSITION (W / M / D),N,Sankt Gallen
Digital Werbeberater/in 100%,AMMARKT AG,St.Gallen,Digital advertising consultant / in 100%,N,Sankt Gallen
Product Owner (80 - 100%) - St. Gallen,Adcubum AG,St.Gallen,Product Owner (80 - 100%) - St. Gallen,N,Sankt Gallen
Product Owner (80 - 100%) - St. Gallen,Adcubum AG,St.Gallen,Product Owner (80 - 100%) - St. Gallen,N,Sankt Gallen
Projektleiterin/Beraterin (m/w) im Bereich Gesundheitswesen und/oder öffentlicher Verwaltung,CSP AG,St.Gallen,Project Manager / Consultant (m / w) in the healthcare sector and / or public administration,N,Sankt Gallen
Projektmanagement- und IT-Unterstützung (60-100%),CSP AG,St.Gallen,Project management and IT support (60-100%),N,Sankt Gallen
Werbeberater/in 100%,AMMARKT AG,St.Gallen,Advertising consultant / in 100%,N,Sankt Gallen
Teamleiter Beschaffung (m/w) - 100%,Belimed AG,Sulgen,Team Head of Procurement (m / f) - 100%,N,Thurgau
ReiseberaterIn Uzwil (80 - 100% - m/w),DER Touristik Suisse,Uzwil,Travel agent Uzwil (80 - 100% - m / w),N,Sankt Gallen
Operativer Einkäufer mit Potential zur Teamleitung,Careerplus AG,Weinfelden,Operational Buyer with potential for team management,N,Thurgau
Personal- & Geschäftsführer Assistent/in 100%,Veloplus AG,Wetzikon,Personnel & General Manager Assistant / in 100%,N,Zurich
Senior Consultant Finanz- und Rechnungswesen 100% (m/w/d) 100%,,Wetzikon,Senior Consultant finance and accounting 100% (w / w / d) 100%,N,Zurich
Gruppenleiter/in Kundenlogistik,Stihl Kettenwerk Schweiz,Wil,Group leader / in customer logistics,N,Sankt Gallen
Leiter/-in Finanzen und Personal,Consultive Treuhand AG,Winterthur,Leiter / -in Finance and Human Resources,N,Zurich
Marketing und Sales Manager (m/w) 60-80%,Premotec GmbH,Winterthur,Marketing and Sales Manager (m / w) 60-80%,N,Zurich
Assistent-/in der Betriebsleitung (Pensum 60%-80%),G. Bopp + Co. AG,Wolfhalden,Assistent- / in the operating line (workload 60% -80%),N,Appenzell Ausserrhoden
Lernende/-r Strassentransportfachfrau/-mann.,EWZ Elektrizitätswerk Stadt Zürich,Zürich Werkhof Herdern,Learners / -r Road Transport / -mann.,N,Thurgau
