Description,Employer,Location,Translation,Multiple,State
"Programme Officer, Peace Responsiveness",,CH 1202 Genève,"Program Officer, Peace Responsiveness",N,Geneva
Senior Executive Officer,,CH 1202 Genève,Senior Executive Officer,N,Geneva
Senior Peacebuilding Adviser,,CH 1202 Genève,Senior Peacebuilding Adviser,N,Geneva
Digital Brand Assistant,Blue Butterfly SA,CH 1203 Genève,Digital Brand Assistant,N,Geneva
Business Developer,,CH 1204 Genève,Business Developer,N,Geneva
COURSIER/COURSIERE A VELO,,CH 1205 Genève,COURIER / coursière BIKE,N,Geneva
Junior Social Media Specialist (Internship),,CH 1208 Genève,Junior Social Media Specialist (Internship),N,Geneva
Gestionnaire RH - Qualité de vie au travail à 50 %,,CH 1212 Grand-Lancy 1,HR Manager - Quality of life at work 50%,N,Geneva
Business Developer Records Management,,CH 1214 Vernier,Business Developer Records Management,N,Geneva
HR Operations Specialist,SonarSource SA,CH 1214 Vernier,HR Operations Specialist,N,Geneva
Product Manager - Code Quality,SonarSource SA,CH 1214 Vernier,Product Manager - Code Quality,N,Geneva
Product Manager - MS Azure DevOps Experience,SonarSource SA,CH 1214 Vernier,Product Manager - MS Azure DevOps Experience,N,Geneva
"Assistant Director, Airport, Passenger, Cargo and Security Certifications",,CH 1215 Genève,"Assistant Director, Airport, Passenger, Cargo and Security Certifications",N,Geneva
"Assistant Manager, Cybersecurity Analyst",,CH 1215 Genève,"Assistant Manager, Cyber ​​Security Analyst",N,Geneva
"Intern, Events",,CH 1215 Genève,"Internally, Events",N,Geneva
"QA/RA Supplier Engineer, Quality - CDD",Sécheron SA,CH 1217 Meyrin,"QA / RA Supplier Engineer, Quality - CDD",N,Geneva
Sales & Marketing Assistant - Intern,Sécheron SA,CH 1217 Meyrin,Sales & Marketing Assistant - Intern,N,Geneva
VIP Flight Attendant (Italy),,CH 1217 Meyrin,VIP Flight Attendant (Italy),N,Geneva
Responsable d'unité Maîtrise d'Ouvrage Thermique,,CH 1219 Le Lignon,unit responsible Business Analyst Thermal,N,Geneva
Responsable de l'unité Transports,,CH 1219 Le Lignon,Head of the Unit Transport,N,Geneva
Stage convention (Filière gestion d'entreprise),,CH 1219 Le Lignon,Internship agreement (Enterprise Management data),N,Geneva
"Travailler au parascolaire en qualité d'animateur, suppléant ou remplaçant",,CH 1227 Carouge,"Working in extracurricular as moderator, alternate or substitute",N,Geneva
Travailler au parascolaire en qualité de référent socio-éducatif,,CH 1227 Carouge,Working in extracurricular as referent socio-educational,N,Geneva
Digital Marketing Praktikant(in),,CH 1227 Carouge GE,Digital Marketing Intern (in),N,Geneva
un stagiaire en marketing digital (4-6 mois),,CH 1227 Les Acacias,a digital marketing intern (4-6 months),N,Geneva
Plusieurs Guides de Rafting et Trip Leader sur appel,,CH 1255 Veyrier,Several guides Rafting Trip Leader and on appeal,N,Geneva
Business Development Manager (Commission based only),,CH 2000 Neuchâtel,Business Development Manager (Commission based only),N,Neuchâtel
Chef/fe de projets / Consultant/e applicatif,,CH 2300 La Chaux-de-Fonds,Chef / fe projects / Consultant / e Application,N,Neuchâtel
Apprenti (e) Spécialiste en restauration CFC,,CH 2400 Le Locle,Apprentice (e) CFC restoration Specialist,N,Neuchâtel
DIRECTEUR-TRICE (100%),,CH 2800 Delémont,DIRECTOR TRICE (100%),N,Jura
Employés pour la publicité auprès des clients,,CH 2800 Delémont,Employees for advertising to customers,N,Jura
Ingénieur process traitement PVD,,CH 2856 Boécourt,Process Engineer PVD treatment,N,Jura
Mécanicien locomotive/chef de manoeuvre,Varo Energy Marketing AG,Cressier,locomotive mechanic / operating chief,N,Fribourg
Administrative Finance Assistant (urgent),,Geneva,Administrative Finance Assistant (urgent),N,Geneva
Business Manager,,Geneva,Business Manager,N,Geneva
Business Manager - Geneva,,Geneva,Business Manager - Geneva,N,Geneva
Business Manager - Geneva,,Geneva,Business Manager - Geneva,N,Geneva
Business Support - Senior Officer,,Geneva,Business Support - Senior Officer,N,Geneva
Consultant PeopleSoft - 4533,,Geneva,Consultant PeopleSoft - 4533,N,Geneva
Consultant Technicien Informatique,,Geneva,Consultant Technician,N,Geneva
Consultant Technicien Migration,,Geneva,Migration Consultant Technician,N,Geneva
Director Food & Beverage,,Geneva,Director Food & Beverage,N,Geneva
Director of Human Resources (French & English),,Geneva,Director of Human Resources (French & English),N,Geneva
EMEA Middle Office Commercial Analyst,Vitol SA,Geneva,EMEA Middle Office Commercial Analyst,N,Geneva
Event Strategic Planner,,Geneva,Event Strategic Planner,N,Geneva
HCM CLOUD EXPERT - 4003,,Geneva,HCM CLOUD EXPERT - 4003,N,Geneva
Head of Organisational Effectiveness,,Geneva,Head of Organizational Effectiveness,N,Geneva
Human Resources Coordinator - (in English),,Geneva,Human Resources Coordinator - (in English),N,Geneva
Logistics/Supply Chain D365 Consultant,Experis Schweiz Zürich,Geneva,Logistics / Supply Chain D365 Consultant,N,Geneva
"Manager, Revenue Management (Onboard Revenue)",,Geneva,Manager Revenue Management (Onboard Revenue),N,Geneva
Night Supervisor,,Geneva,Night Supervisor,N,Geneva
Product Manager,,Geneva,Product Manager,N,Geneva
Product Owner,,Geneva,Product Owner,N,Geneva
Product Owner - Financial Services,,Geneva,Product Owner - Financial Services,N,Geneva
Quality Assurance Engineer for Life Sciences w/m,,Geneva,Quality Assurance Engineer for Life Sciences w / m,N,Geneva
Revenue Manager,,Geneva,Revenue Manager,N,Geneva
Senior Digital Strategy Consultant / Project Manager,,Geneva,Senior Digital Strategy Consultant / Project Manager,N,Geneva
Senior Global Hotel Procurement Specialist,,Geneva,Senior Procurement Specialist Global Hotel,N,Geneva
"Senior Specialist, Human Resources for Health - GL E- 3 Year defined duration",,Geneva,"Senior Specialist, Human Resources for Health - GL E 3 Year defined duration",N,Geneva
Simcorp Business Consultant,,Geneva,Simcorp Business Consultant,N,Geneva
Transitaire au service Export / Crosstrade,,Geneva,Forwarder serving Export / Crosstrade,N,Geneva
Cleaning Service Supervisor (SMB-SIS-2020-40-LD),,Geneva 23,Cleaning Service Supervisor (SMB SIS 2020-40-LD),N,Cavite
Fellowship Learning and Development Specialist,,Geneva 23,Fellowship Learning and Development Specialist,N,Geneva
Senior Personal Assistant (EP-AGS-SE-2020-11-LD),,Geneva 23,Senior Personal Assistant (EP-AGS-SE-2020-11-LD),N,Geneva
Cluster Director of Sales & Marketing M/F,,Geneva Geneva,Cluster Director of Sales & Marketing M / F,N,Geneva
F&B Director M/F,,Geneva Geneve,F & B Director M / F,N,Geneva
F&B Service Intern M/F,,Geneva Geneve,F & B Service Intern M / F,N,Geneva
Coursier Geneve,bornpower gmbh,Geneve,courier Geneva,N,Geneva
APU Manager,,Genève,APU Manager,N,Geneva
Collaboratrice Commerciale Trilingue Fr-All-Eng,Kelly Services,Genève,Collaborator Commercial Trilingual Fr-All-Eng,N,Geneva
Consultant DevOPs,,Genève,Consultant DevOps,N,Geneva
Consultant MDM Data,,Genève,Consultant MDM Data,N,Geneva
Consultant RPA (H/F),Serial SA,Genève,Consultant RPA (H / F),N,Geneva
Consultant TALEND,,Genève,consultant TALEND,N,Geneva
Coursier - livraison de repas,EAT.ch GmbH,Genève,Courier - meal delivery,N,Geneva
Déménageur - Emballeur,OK JOB SA,Genève,Mover - Packer,N,Geneva
Product Manager - AI/ ML,,Genève,Product Manager - AI / ML,N,Geneva
Responsable de restaurant à 100% à Genève,ONA POKÉ,Genève,Head restaurant in Geneva 100%,N,Geneva
Responsable des Ressources Humaines (H/F),Move UP SA,Genève,Human Resources Manager (m / f),N,Geneva
Strategic marketing analyst - Bilingual French & German,LaFourchette,Genève,Strategic marketing analyst - Bilingual French & German,N,Geneva
Application&Quality Manager (durée déterminée,Touring Club Suisse (TCS),Genf,Application & Quality Manager (fixed term,N,Geneva
Purchaser,Jet Aviation AG,Genf,purchaser,N,Geneva
Gestionnaire RH - domaine administratif 50%,TPG - Transports publics genevois,Grand-Lancy,HR Manager - Administrative area 50%,N,Geneva
Gestionnaire RH - Qualité de vie au travail à 50 %,TPG - Transports publics genevois,Grand-Lancy,HR Manager - Quality of life at work 50%,N,Geneva
"Spécialiste Management de Produits, chargé-e du portefeuille produits et services B2B",TPG - Transports publics genevois,Grand-Lancy,"Specialist Product Management, responsible e-portfolio of products and services B2B",N,Geneva
Ordonnanceur Cadran,Helvetica Partners,Jura,Dial scheduler,N,Jura
Assistant de direction 60-70 % (H/F) bilingue français - allemand,OK JOB SA,La Chaux-de-Fonds,Assistant to 60-70% (M / F) bilingual French - German,N,Neuchâtel
Candidat contrôleur aérien,ARESA SA AEROPORT DES EPLATURES,LA CHAUX-DE-FONDS,Candidate air traffic controller,N,Neuchâtel
Coordinateur Marketing 80% (H/F),,La Chaux-de-Fonds,Marketing coordinator 80% (M / F),N,Neuchâtel
Directeur(trice) de projet,Aridan Executive Search Sàrl,La Chaux-de-Fonds,Director (trice) project,N,Neuchâtel
Product Manager (H/F),TAG Heuer,La Chaux-de-fonds,Product Manager (H / F),N,Neuchâtel
Senior Product Designer (H/F),TAG Heuer,La Chaux-de-fonds,Senior Product Designer (H / F),N,Neuchâtel
HR Business Partner GVA,Swissport International AG,Le Grand Saconnex,HR Business Partner GVA,N,Geneva
Business Partner RH (Suisse romande) 80-100%,,Le Lignon,HR Business Partner (Western Switzerland) 80-100%,N,Geneva
Apprenti Logisticien/ne CFC,Tissot,Le Locle,Trainee Logistician / EFZ,N,Neuchâtel
Consultant Azure,,Les Acacias,Consultant Azure,N,Geneva
Data gouvernance consultant,,Les Acacias,Data governance consultant,N,Geneva
Supplier Development Engineer,ETEL S.A.,Môtiers NE,Supplier Development Engineer,N,Neuchâtel
Généraliste RH,Careerplus AG,Neuchâtel,HR generalist,N,Neuchâtel
Gestionnaire salaires et administration du personnel,,Neuchâtel,Manager salary and personnel administration,N,Neuchâtel
Ingénieur support achats stratégiques (H/F),EVEREST RH SA,Neuchâtel,Support Engineer strategic purchases (M / F),N,Neuchâtel
Responsable événements et séminaires (H/F),Beau-Rivage Hotel,Neuchâtel,Responsible events and seminars (M / F),N,Neuchâtel
Senior Product Manager (electronics),,Neuchâtel,Senior Product Manager (electronics),N,Neuchâtel
Supplier development engineer (H/F),EVEREST RH SA,Neuchâtel,Supplier development engineer (H / F),N,Neuchâtel
HR Administrator,LEM Switzerland SA,Plan-les-Ouates,HR administrator,N,Geneva
Responsable qualité 100%,EgoKiefer AG,Satigny GE,Quality Manager 100%,N,Geneva
Business Developer,,Vernier,Business Developer,N,Geneva
GruppenreisenspezialistIn (100 %),railtour suisse sa,Vernier,Group travel specialist (100%),N,Geneva
GruppenreisenspezialistIn (100 %),railtour suisse sa,Vernier,Group travel specialist (100%),N,Geneva
Product Manager - Code Quality,SonarSource SA,Vernier,Product Manager - Code Quality,N,Geneva
"Project Manager, Conformity Assessment and Consumer Matters",ISO - Organisation Internationale de Normalisation,Vernier,"Project Manager, Conformity Assessment and Consumer Matters",N,Geneva
Operations Manager Systemgastronomie,ONA POKÉ,Zürich,Operations Manager Systemgastronomie,N,Zurich
Senior Consultant Insurance (Geneva),Synpulse Schweiz AG,Zürich,Senior Consultant Insurance (Geneva),N,Zurich
"Manager - Advisory Performance Improvement - Supply Chain & Operations - Manufacturing in Zurich, Ba",EY,"Zurich, CH-ZH","Manager - Advisory Performance Improvement - Supply Chain & Operations - Manufacturing in Zurich, Ba",N,Zurich
