Description,Employer,Location,Translation,Multiple,State
Betriebsleiter Hotel Alpenblick 100%,Sinnvoll Dienstleistungen GmbH,6353 Weggis,Superintendent Alpenblick 100%,N,Luzern
Stv. Betriebsleiter/in Hotel Alpenblick 100%,Sinnvoll Dienstleistungen GmbH,6353 Weggis,Deputy. Manager / in Alpenblick 100%,N,Luzern
Business Unit Assistant (80-100%),Sekisui Alveo AG,Adligenswil,Business Unit Assistant (80-100%),N,Luzern
"Sachbearbeiter Kreditoren / SAP RechnungsprüferIn, D/E (100%)",AF Personal AG,Affoltern am Albis,"Agent vendor / SAP Auditor, D / E (100%)",N,Zurich
HR-Assistenten (m/w) 100 %,Galliker Transport AG,Altishofen,HR Assistant (m / w) 100%,N,Luzern
Produktmanager (m/w/d) für Personaldienst und Einsatzplanung peps.NET - Altishofen (CH),NEXUS Schweiz AG,Altishofen,Product Manager (m / w / d) for service personnel and scheduling peps.NET - Altishofen (CH),N,Luzern
Sachbearbeiter Qualitätsmanagement (m/w) 100 %,Galliker Transport AG,Altishofen,Quality Management Agent (m / m) 100%,N,Luzern
Verstärkung für unser Produktmanagement (m/w/d) - 80-100% in Altishofen (LU),NEXUS Schweiz AG,Altishofen,Strengthen our Product Management (m / w / d) - 80-100% in Altishofen (LU),N,Luzern
Experienced Export-/Traffic Coordinator Specialist - Trading industry,"Universal-Job AG, Zug",Area of Zug,Experienced export / Traffic Coordinator Specialist - Trading industry,N,Zug
Global IT Service Owner - Fleet Management Applications,Swissport International AG,Baar,Global IT Service Owner - Fleet Management Applications,N,Zug
Global IT Service Owner - Resource Management Applications,Swissport International AG,Baar,Global IT Service Owner - Resource Management Applications,N,Zug
HR-SACHBEARBEITER/IN INKL. LOHNBUCHHALTUNG (D/F) 100%,Gidor SA,Baar,HR EXECUTIVE / IN INCL. PAYROLL (D / F) 100%,N,Zug
Human Resources Manager (vorzugsweise 100%),Forbo International SA,Baar,Human Resources Manager (preferably 100%),N,Zug
Human Resources Manager (vorzugsweise 100%),Forbo International SA,Baar,Human Resources Manager (preferably 100%),N,Zug
Projektmanager Shopper- und Consumer-Research 100% (m/w),Fuhrer & Hotz AG,Baar,Project manager Shopper and consumer Research 100% (w / w),N,Zug
Stellvertretende/-r Geschäftsführer/-in Baar Gotthard Restaurant,Coop Genossenschaft,Baar,Deputy / -r Manager / -in Baar Gotthard restaurant,N,Zug
Unternehmensberater (m/w/d) Lean Management / Fabrikplanung / Industrie,T&O Management Consulting (Schweiz) GmbH,Bäch bei Zürich,Management Consultant (m / w / d) Lean Management / factory planning / Industrial,N,Zurich
Betriebsleiter/in 100%,Activ Fitness AG,Buchs,Superintendent /% in 100,N,Sankt Gallen
Fachmann/Fachfrau Betrieb Wärmeanlagen,,CH 6002 Luzern,Specialist / expert operating thermal equipment,N,Luzern
Produktmanager/in,,CH 6002 Luzern,Product Manager / in,N,Luzern
Vorsitzende/r der Geschäftsleitung,,CH 6002 Luzern,Chief executive officer,N,Luzern
Business Central Consultant / Projektleiter (m/w) 80-100%,Leuchter IT Solutions AG,CH 6003 Luzern,Business Central Consultant / Project Manager (m / w) 80-100%,N,Luzern
Duty Manager / Ass. Director of Food & Beverage,,CH 6003 Luzern,Duty Manager / Ass. Director of Food & Beverage,N,Luzern
Duty Manager / Assistant Director of F&B (m/w),,CH 6003 Luzern,Duty Manager / Assistant Director of F & B (m / f),N,Luzern
HOTELFACHFRAU mit Verantwortung,,CH 6003 Luzern,HOTEL PROFESSIONAL WOMAN with responsibility,N,Luzern
Lehrstelle als Hotelfachfrau EFZ,,CH 6003 Luzern,Apprenticeship as a hotel specialist EFZ,N,Luzern
Lehrstelle als Hotelfachfrau EFZ,,CH 6003 Luzern,Apprenticeship as a hotel specialist EFZ,N,Luzern
Mitarbeiter Wareneinkauf & Controlling (m/w) 60%,,CH 6003 Luzern,Employees of Goods & Controlling (m / w) 60%,N,Luzern
Mitarbeiter Wareneinkauf & Controlling (m/w) 60%,,CH 6003 Luzern,Employees of Goods & Controlling (m / w) 60%,N,Luzern
Mystery Shopper,amPuls Marktforschung AG,CH 6003 Luzern,Mystery Shopper,N,Luzern
ReiseberaterIn,Jet Reisen AG,CH 6003 Luzern,travel consultant,N,Luzern
Senior Projektleiter Web-Applikationsentwicklung (100%),Arcmedia AG,CH 6003 Luzern,Senior Project Manager Web application development (100%),N,Luzern
Top motivierte Telefon befrager/in,amPuls Marktforschung AG,CH 6003 Luzern,Top motivated Telephone interviewers / in,N,Luzern
Betriebsleitung Emmenbrücke,Peperoncini AG,CH 6005 Luzern,Management Emmenbrücke,N,Luzern
Lernende/-r Restaurationsfachfrau/-mann 100%,,CH 6005 Luzern,Learners / -r restoration / -mann 100%,N,Luzern
Management Trainee als Operative Betriebsassistenz 100%,,CH 6005 Luzern,Management Trainee as Operational Assistance in Operation 100%,N,Luzern
"Mitglied der Geschäftsleitung, Bereichsleitung ""Catering&Event"" 100%",,CH 6005 Luzern,"Board Member, Head of ""Catering & Event"" 100%",N,Luzern
Casino Host 100% (m/w),Grand Casino Luzern AG,CH 6006 Luzern,Casino host 100% (w / w),N,Luzern
Lehrstelle Restaurantfachfrau/Mann EFZ 2020,,CH 6006 Luzern,Apprenticeship Restaurantfachfrau / man EFZ 2020,N,Luzern
Leitung Finanzen / Direktionsassistenz 60-100%,,CH 6006 Luzern,Line Finance / Direktionsassistenz 60-100%,N,Luzern
Leitung Restauration (m/w) 100%,,CH 6006 Luzern,Line restoration (m / w) 100%,N,Luzern
Marketing Coordinator Communication & Media (m/w) 100%,Grand Casino Luzern AG,CH 6006 Luzern,Marketing Coordinator Communication & Media (m / w) 100%,N,Luzern
Supervisor Reservation (m/w) 100%,,CH 6006 Luzern,Supervisor Reservation (m / w) 100%,N,Luzern
Freelancer Reisebüro,Heggli AG,CH 6010 Kriens,Freelance travel agent,N,Luzern
Product Owner (m/w),,CH 6010 Kriens,Product Owner (m / f),N,Luzern
Reiseberater/Reiseberaterin mit stv. Filialleitung in Emmenbrücke 80% - 100%,Heggli AG,CH 6010 Kriens,Travel Consultants / Travel Consultant with Deputy. Branch management in Emmenbrücke 80% - 100%,N,Luzern
"Reiseberaterin in Kriens, 30% - 40%",Heggli AG,CH 6010 Kriens,"Travel Consultant in Kriens, 30% - 40%",N,Luzern
Lehrstelle Strassentransportfachmann/-frau EFZ,,CH 6014 Luzern,Apprenticeship Road Transport / -frau EFZ,N,Luzern
Programmleiterin / Programmleiter E-Government-Infrastruktur,,CH 6015 Luzern,Program Manager / Program Director E-Government Infrastructure,N,Luzern
Tourguide Biketreff,,CH 6023 Rothenburg,Tour guide Bike Treff,N,Luzern
Freelancer Reisebüro,itm Travel AG,CH 6030 Ebikon,Freelance travel agent,N,Luzern
Freelancer Reisebüro,itm Travel AG,CH 6030 Ebikon,Freelance travel agent,N,Luzern
Restaurantleiter (m/w),,CH 6030 Ebikon,Restaurant (m / w),N,Luzern
Business Development Manager Smart&Secure Trolley (m/f),,CH 6032 Emmen,Business Development Manager Smart & Secure Trolley (m / f),N,Luzern
E-Commerce Champion (w/m),,CH 6032 Emmen,E-commerce Champion (w / m),N,Luzern
Process Specialist Logistics (m/w),,CH 6032 Emmen,Process Specialist Logistics (m / w),N,Luzern
HR Manager & Betriebliches Gesundheitsmanagement m/w,Perlen Papier AG,CH 6035 Perlen,HR Manager & Occupational Health Management m / w,N,Luzern
Leiterin HR Services & HRIS m/w,Perlen Papier AG,CH 6035 Perlen,Head of HR Services & HRIS m / f,N,Luzern
PRAKTIKANT/IN SALES & MARKETING (50%),,CH 6036 Dierikon,PRAKTIKANT / IN sales and marketing (50%),N,Luzern
SAP Analytics Development Consultant (w/m/d),Pure Consulting GmbH,CH 6039 Root D4,SAP Analytics Development Consultant (w / m / d),N,Luzern
Lehrling Restaurantfachfrau/-mann EFZ,,CH 6045 Meggen,Apprentice Restaurant / -mann EFZ,N,Luzern
Lehrstelle Restaurationsfachfrau / mann EFZ,,CH 6052 Hergiswil NW,Apprenticeship Restaurationsfachfrau woman / man EFZ,N,Nidwalden
Praktikant/in Survey Consultant,onlineumfragen.com GmbH,CH 6056 Kägiswil,Intern / Consultant in Survey,N,Obwalden
Marketing - Produktmanager / in (100%) in der Zentralschweiz,Enz Technik AG,CH 6074 Giswil,Marketing - Product Manager / in (100%) in central Switzerland,N,Obwalden
Berater/Projektleiter 80 - 100%,Agentur Frontal AG,CH 6130 Willisau,Consultant / Project 80-100%,N,Luzern
Betriebsassistentin | Betriebsassistent,,CH 6162 Entlebuch,Administrative assistant | Betriebsassistent,N,Luzern
Service Personal 80-100%,,CH 6166 Hasle,Service staff from 80 to 100%,N,Luzern
Veranstaltungskoordinator in Seminare und Events,,CH 6207 Nottwil,Event coordinator in seminars and events,N,Luzern
Business Consultant Standort Schweiz,novaCapta Software & Consulting Schweiz AG,CH 6210 Sursee,Business Consultant Location Switzerland,N,Luzern
NetSuite E-Commerce / Webshop Berater/in,Full Speed Systems AG,CH 6210 Sursee,NetSuite e-commerce / web shop consultant / in,N,Luzern
NetSuite SCM Berater/in,Full Speed Systems AG,CH 6210 Sursee,NetSuite SCM Consultant / in,N,Luzern
PowerApps Consultant Standort Schweiz,novaCapta Software & Consulting Schweiz AG,CH 6210 Sursee,Power Apps Consultant Location Switzerland,N,Luzern
Projektleiter/Consultant digital Workplace,Beetroot AG,CH 6210 Sursee,Project Manager / Consultant digital Workplace,N,Luzern
Projektleiter/Consultant für SharePoint/Office 365 (m/w),IOZ AG,CH 6210 Sursee,Project Manager / Consultant for SharePoint / Office 365 (m / f),N,Luzern
Betriebs assistent 100%,Agrovision Burgrain AG,CH 6248 Alberswil,Operation assistant 100%,N,Luzern
Möbelmonteur- träger auf Abruf im Stundenlohn,,CH 6260 Reiden,Möbelmonteur- carrier on demand by the hour,N,Luzern
"""Turbo"" für unser Marketing 50-100%",Beelk Services AG,CH 6300 Zug,"""Turbo"" for our marketing 50-100%",N,Zug
Assistant Responsable Banquet (H/F),Katara Hospitality Switzerland AG,CH 6300 Zug,Symposium assistant manager (M / F),N,Zug
Cloud Consultant,,CH 6300 Zug,Cloud Consultant,N,Zug
Consultant,,CH 6300 Zug,Consultant,N,Zug
Consultant / Senior Consultant - Business Consulting,,CH 6300 Zug,Consultant / Senior Consultant - Business Consulting,N,Zug
Data Engineering Consultant,,CH 6300 Zug,Data Engineering Consultant,N,Zug
Geschaeftsfuehrung,,CH 6300 Zug,managing directors,N,Zug
HR Specialist in IT,,CH 6300 Zug,HR Specialist in IT,N,Zug
INTERNSHIP COMMUNICATION & DIGITAL MARKETING,,CH 6300 Zug,INTERNSHIP COMMUNICATION & DIGITAL MARKETING,N,Zug
Junior / Senior EIM Consultant,,CH 6300 Zug,Junior / Senior Consultant EIM,N,Zug
"Junior Inbound Marketing Consultant (w/m), 100%",Storylead AG,CH 6300 Zug,"Junior Inbound Marketing Consultant (w / m), 100%",N,Zug
LABELMANAGER/IN (20 %),,CH 6300 Zug,LABEL MANAGER / IN (20%),N,Zug
Manager Digital Business & Plattformen,,CH 6300 Zug,Manager Digital Business & Platforms,N,Zug
Marketing Manager (60%),,CH 6300 Zug,Marketing Manager (60%),N,Zug
Presales BW Consultant,Datavard AG,CH 6300 Zug,Presales BW Consultant,N,Zug
"Qualifizierter/e Restaurantleiter/in (100%, m/w)",,CH 6300 Zug,"Qualified / e restaurant manager / in (100%, m / w)",N,Zug
SAP CAR BERATER IM RETAIL UMFELD (m/w),,CH 6300 Zug,SAP BERATER CAR IN RETAIL ENVIRONMENT (m / w),N,Zug
SAP POS DM CONSULTANT (m/w),,CH 6300 Zug,SAP POS DM CONSULTANT (m / w),N,Zug
Senior AI Strategy Consultant,,CH 6300 Zug,Senior AI Strategy Consultant,N,Zug
Senior API Consultant,,CH 6300 Zug,Senior Consultant API,N,Zug
Senior Cloud Strategie Consultant,,CH 6300 Zug,Senior Cloud Strategy Consultant,N,Zug
Senior Consultant - Input & Dossier Management,,CH 6300 Zug,Senior Consultant - Input & Dossier Management,N,Zug
SOCIAL MEDIA MANAGER,,CH 6300 Zug,SOCIAL MEDIA MANAGER,N,Zug
"Stv. Leiter Bootsvermietung (temporär, auf Stundenbasis)",,CH 6300 Zug,"Deputy. Head Boat rentals (temporarily, on an hourly basis)",N,Zug
Umzugs- und Zügelaushilfe,Weber-Vonesch Transport AG,CH 6300 Zug,Relocation and temporary help reins,N,Zug
Lehrstelle als Hotelfachmann/-frau,,CH 6301 Zug,Apprenticeship as a hotel / -frau,N,Zug
Lehrstelle als Restaurationsfachmann/-frau,,CH 6301 Zug,Apprenticeship as a restoration / -frau,N,Zug
Prozessexperte / Engagement Lead ServiceNow,Arctive AG,CH 6302 Zug,Process Expert / Engagement Lead ServiceNow,N,Zug
Abacus-ProduktspezialistIn im Bereich Lohn/HR,ARCON Informatik AG,CH 6312 Steinhausen,Abacus product specialist in payroll / HR,N,Zug
Digital Marketing Manager,,CH 6312 Steinhausen,Digital Marketing Manager,N,Zug
Executive Assistant [Urgent need job],,CH 6312 Steinhausen,Executive Assistant [Urgent need job],N,Zug
"Junior Manager Qualitätssicherung (m/w), 100%",,CH 6312 Steinhausen,"Junior Quality Assurance Manager (m / w), 100%",N,Zug
"Manager Qualitätssicherung (m/w), 100%",,CH 6312 Steinhausen,"Quality Assurance Manager (m / w), 100%",N,Zug
"Manager Qualitätssicherung stv. FvP (m/w), 100%",,CH 6312 Steinhausen,"Manager Quality Assurance Deputy. FVP (m / w), 100%",N,Zug
Product Manager Women's health,,CH 6312 Steinhausen,Product Manager Women's health,N,Zug
Senior Consultant Data Science,gateB AG,CH 6312 Steinhausen,Senior Consultant Data Science,N,Zug
TRAINER (M/W) VOLL- UND TEILZEIT,BodyWorx Fitness Company AG,CH 6312 Steinhausen,COACH (M / W) full and part time,N,Zug
"Werkstudent/in im Bereich Marketing & Sales, befristet auf Stundenbasis",,CH 6312 Steinhausen,"Working student / in in Marketing & Sales, limited by the hour",N,Zug
Consultant TMS 100% (w/m),,CH 6314 Unterägeri,Consultant TMS 100% (w / w),N,Zug
Consultant WMS 100% (w/m),,CH 6314 Unterägeri,Consultant WMS 100% (w / w),N,Zug
Speditionskaufmann 100% (w/m),,CH 6314 Unterägeri,Speditionskaufmann 100% (w / w),N,Zug
Praktikum Online Marketing (m/w),,CH 6330 Cham,Internship Online Marketing (m / w),N,Zug
Trainee Digital Consultant & Coach 60 - 100 %,iTrust AG,CH 6330 Cham,Trainee Digital Consultant & Coach 60-100%,N,Zug
"Consultant / Engineer for DNS, DHCP and IP-Adress-Management (DDI)",Sidarion AG,CH 6340 Baar,"Consultant / Engineer for DNS, DHCP and IP-Adress-Management (DDI)",N,Zug
einen Praktiktant Marketing,,CH 6340 Baar,a Praktiktant Marketing,N,Zug
EMEA Indirect Tax (VAT / Customs) Assistant Manager,,CH 6340 Baar,EMEA Indirect Tax (VAT / Customs) Assistant Manager,N,Zug
Freelance Reiseberaterin / Reiseberater,,CH 6340 Baar,Freelance Travel Consultant / Travel Consultant,N,Zug
Inside Sales & Order Processing (M/W) 80-100%,,CH 6340 Baar,Inside Sales & Order Processing (M / F) 80-100%,N,Zug
Mitarbeiter/in Postdienst,,CH 6340 Baar,Employees / in postal services,N,Zug
Personal Assistant 100% - ZincCopper,,CH 6340 Baar,Personal Assistant 100% - ZincCopper,N,Zug
Reiseberaterin / Reiseberater,,CH 6340 Baar,Travel Consultant / Travel Consultant,N,Zug
Vertriebs- / Einkaufsassistent(in),,CH 6340 Baar,Distribution / Shopping Assistant (in),N,Zug
Business Unit Leiter Embedded Systems Engineering - m/w (100 %),konplan systemhaus ag,CH 6343 Rotkreuz,Business Unit Head of Embedded Systems Engineering - m / f (100%),N,Zug
Junior Marketingmanager (100%),AgentSelly AG,CH 6343 Rotkreuz,Junior Marketing Manager (100%),N,Zug
Lehrstelle Strassentransportfachmann/-frau EFZ 2021 - 2025,,CH 6343 Rotkreuz,Apprenticeship Road Transport / -frau EFZ 2021 - 2025,N,Zug
Moderation / Volontariat,,CH 6343 Rotkreuz,Moderation / traineeship,N,Zug
Moderation / Volontariat (w/m),Neue Medien Zentralschweiz Werbe AG,CH 6343 Rotkreuz,Moderation / volunteer (w / m),N,Zug
Order Fulfillment SW,Kofax Schweiz AG,CH 6343 Rotkreuz,Order Fulfillment SW,N,Zug
Order Fulfillment SW,Kofax Schweiz AG,CH 6343 Rotkreuz,Order Fulfillment SW,N,Zug
Order Fulfillment SW,Kofax Schweiz AG,CH 6343 Rotkreuz,Order Fulfillment SW,N,Zug
Sales- und Produkt-Manager (w/m),EMITEC AG,CH 6343 Rotkreuz,Sales and Product Manager (m / f),N,Zug
Un / une Inside Sales Business Development - Modern Workplace (w/m/d),,CH 6343 Rotkreuz,A / a Inside Sales Business Development - Modern Workplace (w / m / d),N,Zug
Pächter oder Pächterin gesucht. Termin nach Vereinbarung,,CH 6344 Meierskappel,Tenant or leaseholder sought. By appointment,N,Luzern
Ausbildung zum/zur Restaurantfachmann / -frau EFZ,Bürgenstock Hotels AG,CH 6363 Obbürgen,Training for / to the restaurant / -frau EFZ,N,Nidwalden
Cluster Director of Sales & Marketing (m/w/i),Bürgenstock Hotels AG,CH 6363 Obbürgen,Cluster Director of Sales & Marketing (m / f / i),N,Nidwalden
Gastgeber Sharq 100% w/m,Bürgenstock Hotels AG,CH 6363 Obbürgen,Host Sharq 100% w / m,N,Nidwalden
Einkäufer/Buyer (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Buyer / Buyer (m / w),N,Nidwalden
Fachspezialist Personalentwicklung (m/w) 80-100%,Pilatus Flugzeugwerke AG,CH 6370 Stans,Specialist staff (m / w) 80-100%,N,Nidwalden
Leiter Export Compliance & International Shipping (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Head of Export Compliance & International Shipping (m / f),N,Nidwalden
Manager Procurement,Pilatus Flugzeugwerke AG,CH 6370 Stans,Manager Procurement,N,Nidwalden
Manager Procurement Avionics,Pilatus Flugzeugwerke AG,CH 6370 Stans,Manager Procurement Avionics,N,Nidwalden
Materials & Processes Engineer,Pilatus Flugzeugwerke AG,CH 6370 Stans,Materials & Processes Engineer,N,Nidwalden
Prozessingenieur (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Process Engineer (m / w),N,Nidwalden
Qualitätsprüfer elektrische Systeme (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Quality Control electrical systems (m / f),N,Nidwalden
Qualitätsprüfer mechanische Systeme (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Quality Control Mechanical Systems (m / f),N,Nidwalden
Supervisor Elektrische Vormontage (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Supervisor Electrical pre-assembly (m / f),N,Nidwalden
Supervisor Lackiererei (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Supervisor paint (m / w),N,Nidwalden
Supervisor Mechanische Vormontage (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Supervisor Mechanical preassembly (m / w),N,Nidwalden
Supply Chain Qualitätsingenieur (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Supply Chain Quality Engineering (m / f),N,Nidwalden
Technischer Instruktor für Mechanik B1 (m/w),Pilatus Flugzeugwerke AG,CH 6370 Stans,Technical instructor for mechanics B1 (m / w),N,Nidwalden
Certification Engineer / Mitarbeiter Luftfahrtzulassung,Aerolite AG,CH 6373 Ennetbürgen,Certification Engineer / Staff aviation approval,N,Nidwalden
Food-& Beverage-Manager 100% (m/w) 100%,,CH 6390 Engelberg,Food and beverage manager 100% (m / w) 100%,N,Obwalden
Lehrstellen in der Hotellerie (m/w),,CH 6390 Engelberg,Apprenticeship in the hospitality industry (m / f),N,Obwalden
Lehrstellen in der Hotellerie (m/w),,CH 6390 Engelberg,Apprenticeship in the hospitality industry (m / f),N,Obwalden
Leitung Verkauf & Marketing Mitglied der Geschäftsleitung,RIGI BAHNEN AG,CH 6410 Goldau,Head of Sales & Marketing Member of the Executive,N,Schwyz
Chef Rettungsdienst Sommer & Winter 80-100%,Sattel-Hochstuckli AG,CH 6417 Sattel,Chief rescue service Summer & Winter 80-100%,N,Schwyz
einen SAP SD/SCM Entwickler in,,CH 6430 Schwyz,a SAP SD / SCM developers,N,Schwyz
Kaderpraktikant/in als Direktionsassistent/in (März - August 2020),,CH 6433 Stoos SZ,Executive Intern / in as an assistant / in (March-August 2020),N,Schwyz
Stv. Restaurantleitung 80-100%,,CH 6436 Muotathal,Deputy. Restaurantleitung 80-100%,N,Schwyz
HR Fachfrau/-mann,Swiss Holiday Park AG,CH 6443 Morschach,HR / -mann,N,Schwyz
"Speditionskaufmann für internationale Industrie- und Projekt-Transporte (Strasse, Wasser, Luft) (80-100%)",,CH 8807 Freienbach,"Forwarding agent for international industrial and project transport (road, water, air) (80-100%)",N,Schwyz
Leiter/in Marketing,,CH 8808 Pfäffikon SZ,Head of marketing,N,Schwyz
Development Manager (m/w),,CH 8832 Wilen b. Wollerau,Development Manager (m / f),N,Schwyz
Reiseberater/in (100%),Coop-ITS-Travel AG,CH 8832 Wilen b. Wollerau,Travel agent / in (100%),N,Schwyz
Cabin Attendant & Senior Cabin Attendant,Helvetic Airways AG,CH 8832 Wilen SZ,Cabin Attendant & Senior Cabin Attendant,N,Schwyz
Lehrstelle als Restaurationsfachfrau/mann,,CH 8841 Gross,Apprenticeship as a restoration expert / man,N,Schwyz
PraktikantIn (Social Media / Support),,CH 8852 Altendorf,Intern (Social Media / Support),N,Schwyz
Selbständige Vertriebler/Verkäufer,,CH 8852 Altendorf,Independent salespeople / seller,N,Schwyz
Social Media ManagerIn,,CH 8852 Altendorf,Social Media ManagerIn,N,Schwyz
Product Owner of Business Intelligence,Varo Energy Marketing AG,Cham,Product Owner of Business Intelligence,N,Zug
Senior Digital Campaigner,AZ Direct AG,Cham,Senior Digital Campaigner,N,Zug
"Trainee «Digital Consulting & Coaching», mind. 60 - 100%, mit Möglichkeit für (Teilzeit-)Anstellung",iTrust AG,Cham,"Trainee ""Digital Consulting & Coaching"", min. 60 - 100%, with the possibility of (part-time) job",N,Zug
Applikation Consultant EWM (m/w) 100%,,Cham ZG,Application Consultant EWM (m / w) 100%,N,Zug
Business Engineer (m/w) 100%,,Cham ZG,Business Engineer (m / w) 100%,N,Zug
Consultant Data Culture und Data Management (m/w) 100%,,Cham ZG,Consultant Data Culture and Data Management (m / w) 100%,N,Zug
CRM Business Supporter (m/w) 100%,,Cham ZG,CRM Business Supporter (m / w) 100%,N,Zug
Junior Product Manager Volkswagen (m/w) 70%,,Cham ZG,Junior Product Manager Volkswagen (m / w) 70%,N,Zug
Product Manager ŠKODA (w/m) 100%,,Cham ZG,Product Manager ŠKODA (w / m) 100%,N,Zug
Product Manager Wheels & Tyres (m/w) 100%,,Cham ZG,Product Manager Wheels & Tires (m / w) 100%,N,Zug
Product Supporter Backoffice (m/w) 100%,,Cham ZG,Product Supporter Back Office (m / w) 100%,N,Zug
Sales Planning Specialist ŠKODA (m/w) 100%,,Cham ZG,Sales Planning Specialist ŠKODA (m / w) 100%,N,Zug
Strategischer Einkäufer Handelsware (m/w) 100%,,Cham ZG,Strategic Purchaser merchandise (m / w) 100%,N,Zug
Trainee HR (m/w) 100%,,Cham ZG,HR trainee (m / w) 100%,N,Zug
Trainee Marketing (m/w) 100%,,Cham ZG,Marketing Trainee (m / w) 100%,N,Zug
Betriebsleitung 100% - Ebikon LU,,Ebikon LU,Operating line 100% - Ebikon LU,N,Luzern
Lernende/r Strassentransportfachmann/-frau EFZ 2020,Emmi Schweiz AG,Emmen,Learners / r Road Transport / -frau EFZ 2020,N,Luzern
Logistiker/in EFZ,RUAG,Emmen,Logisticians / EFZ,N,Luzern
Quality Engineer Messtechnik,RUAG,Emmen,Quality Engineer Metrology,N,Luzern
Quality Engineer Messtechnik,RUAG,Emmen,Quality Engineer Metrology,N,Luzern
ReiseberaterIn Emmenbrücke (60 - 100% - m/w),DER Touristik Suisse,Emmen,Travel agent Emmenbrücke (60 - 100% - m / w),N,Luzern
Junior Manager Produktinnovation (m/w),CKW.,Emmen (Rathausen),Junior Manager Product Innovation (m / f),N,Luzern
Sachbearbeiter HR-Projekte (m/w),CKW.,Emmen (Rathausen),Clerk HR projects (m / f),N,Luzern
