Description,Employer,Location,Translation,Multiple,State
technische Einkäufer/-in,neXt work ag,Aargau,technical buyers / -in,N,Aargau
technische Einkäufer/-in,neXt work ag,Aargau,technical buyers / -in,N,Aargau
Betriebsassistent mit Bankettverantwortung w/m 100%,Remimag Gastronomie AG,Birrwil,Operation assistant w banquet responsibility / m 100%,N,Aargau
Lernender Restaurantfachmann EFZ w/m,Remimag Gastronomie AG,Birrwil,Student restaurant specialist EFZ w / m,N,Aargau
Praktikant Betriebsassistenz w/m 100%,Remimag Gastronomie AG,Birrwil,Intern operation assistant w / m 100%,N,Aargau
Aussenhandel / Exportfachmann/-frau - Spedition,BRUGG KABEL AG,Brugg,Foreign trade / export / -frau - Spedition,N,Aargau
Sachbearbeiterin Verkauf Innendienst mit Sprachtalent und Exporterfahrung w/m,"Universal-Job AG, Solothurn",Brügg,Clerk Sales Office with voice talent and export experience w / m,N,Aargau
Bereichsleiter Elektroinstallationen und Mitglied der Geschäftsleitung (m/w/d),Eniwa AG,Buchs AG,Head of electrical installations and member of the Executive (m / w / d),N,Aargau
Bereichsleiter Elektroinstallationen und Mitglied der Geschäftsleitung (m/w/d),Eniwa AG,Buchs AG,Head of electrical installations and member of the Executive (m / w / d),N,Aargau
Marketing Coordinator (m/w),Mibelle AG,Buchs AG,Marketing Coordinator (m / f),N,Aargau
Lehrstelle als Restaurantfachmann / Restaurantfachfrau EFZ,Parkresort Rheinfelden Holding AG,CH 4310 Rheinfelden,Apprenticeship as a restaurant manager / Restaurantfachfrau EFZ,N,Aargau
SEO Marketing Spezialist,,CH 4310 Rheinfelden,SEO Marketing Specialist,N,Aargau
Speditionskaufmann/-frau (m/w/d),Frigo-Trans Schweiz GmbH,CH 4314 Zeiningen,Speditionskaufmann / woman (m / w / d),N,Aargau
Auszubildende Restaurationsfachfrau EFZ/EBA ( August 2020),,CH 4663 Aarburg,Trainees restoration specialist EFZ / EBA (August 2020),N,Aargau
Leiter Business Solutions (SAP Beratung) Mitglied der Geschäftsleitung (w/m),GIA Informatik AG,CH 4665 Oftringen,Head of Business Solutions (SAP Consultancy) Member of the Executive (w / m),N,Aargau
Lehrstelle Strassentransportfachmann/-frau EFZ (2020-2023),Giezendanner Transport AG,CH 4852 Rothrist,Apprenticeship road transport / -frau EFZ (2020-2023),N,Aargau
MitarbeiterIn Auftragsabwicklung,Schöni Transport AG,CH 4852 Rothrist,Order Processing Platform,N,Aargau
Transportdisponenten/-in,Schöni Transport AG,CH 4852 Rothrist,Transportation dispatchers / -in,N,Aargau
Lernende Strassentransportfachfrau-mann EFZ Oel-Pool,Lagerhäuser Aarau AG,CH 5000 Aarau,Learners road transport expert-man EFZ Oel-Pool,N,Aargau
Senior Digital Consultant (80-100%),Previon Plus AG,CH 5000 Aarau,Senior Digital Consultant (80-100%),N,Aargau
Fachspezialistin/Fachspezialisten Marketing Web 60%,Aargauer Kunsthaus,CH 5001 Aarau,Trade specialist / specialists Marketing Web 60%,N,Aargau
Praktikum / Aushilfe Marketing - Kommunikation (Headquarter),Swisslog AG,CH 5033 Buchs AG,Internship / temporary jobs Marketing - Communications (Headquarter),N,Aargau
Disponent Dreier Ouest,Dreier AG,CH 5034 Suhr,Booker triple Ouest,N,Aargau
Disponent Nationale Transporte,Dreier AG,CH 5034 Suhr,Booker Nationwide transport services,N,Aargau
Projektleiter/Consultant Qualitätsmanagement-Software (80%),,CH 5034 Suhr,Project Manager / Consultant Quality Management Software (80%),N,Aargau
Fitness Instruktor/in und Marketing Spezialist/in mit Stellvertretung Betriebsleitung 100%,,CH 5102 Rupperswil,Fitness Instructor / in and marketer / in with delegate management 100%,N,Aargau
"Selbständigerwerbende Anbieter von Sport-, Fitness- oder Gesundheitsdienstleistungen im Mietverhältnis",,CH 5102 Rupperswil,"Self-employed provider of sports, fitness or health services in the tenancy",N,Aargau
Stv. Leiter/in Empfang und Spa (100%),,CH 5116 Schinznach Bad,Subst. / In reception and Spa (100%),N,Aargau
Stv. Leiter/in Küche (100%),,CH 5116 Schinznach Bad,Deputy. / In kitchen (100%),N,Aargau
Geschäftsführer COO (m/w),Swiss Direct Marketing AG,CH 5200 Brugg AG,Managing COO (m / w),N,Aargau
PraktikantIn Online Marketing (m/w) 100%,Sintratec AG,CH 5200 Brugg AG,Intern Online Marketing (m / w) 100%,N,Aargau
Leiter/in Strategie & Geschäftsentwicklung,Gebr. Knecht AG,CH 5210 Windisch,Director / Strategy Business & in,N,Aargau
Senior Support Consultant,Coresystems AG,CH 5210 Windisch,Senior Support Consultant,N,Aargau
MitarbeiterIn Gäste-Beratung und Service-Team 50-70 %,,CH 5225 Bözberg,Platform guests consultancy and service team 50-70%,N,Aargau
Assistent Marketing 100% (w/m),OFRAG Vertriebsgesellschaft,CH 5242 Lupfig,Assistant Marketing 100% (w / w),N,Aargau
Fahrzeuginspektor/in (Ausbildung on the job möglich),CARTEC Carrosserie-Technik AG,CH 5242 Lupfig,Vehicle Inspector / in (training on the job possible),N,Aargau
Restaurantfachfrau/-mann 100%,,CH 5245 Habsburg,Restaurant / -mann 100%,N,Aargau
Division Manager (m/f) Electrical Engineer,INP Schweiz AG,CH 5300 Turgi,Division Manager (m / f) Electrical Engineer,N,Aargau
Junior Division Manager (m/f) Electrical Engineer,INP Schweiz AG,CH 5300 Turgi,Junior Division Manager (m / f) Electrical Engineer,N,Aargau
Supervisor (m/f) GIS,INP Schweiz AG,CH 5300 Turgi,Supervisor (m / f) GIS,N,Aargau
Betriebsökonom FH mit Fokus auf Unternehmenssteuerung und Controlling (m/w),Kernkraftwerk Leibstadt AG,CH 5325 Leibstadt,Bachelor of Business Administration with a focus on corporate management and Controlling (m / w),N,Aargau
Marketing Assistent (w/m),,CH 5325 Leibstadt,Marketing Assistant (m / f),N,Aargau
Account Management Support (6 Monate befristet),Avectris AG,CH 5400 Baden,(Temporary 6 months) Account Management Support,N,Aargau
Bereichsleiter Compliance & Legal w/m (100%),Grand Casino Baden AG,CH 5400 Baden,Head Compliance & Legal w / m (100%),N,Aargau
"Digital-Projektmanager (w/m, 100%)",,CH 5400 Baden,"Digital project manager (w / m, 100%)",N,Aargau
Lead Buyer,LB Logistikbetriebe AG,CH 5400 Baden,lead Buyer,N,Aargau
Partner Manager,Avectris AG,CH 5400 Baden,partner Manager,N,Aargau
Quality Management,Infocentric Research AG,CH 5400 Baden,Quality management,N,Aargau
Reiseberater/in mit Herzblut für den Norden (100%),,CH 5400 Baden,Travel consultant / in with passion for the North (100%),N,Aargau
Dynamics 365 Business Central/NAV Berater-in/Projektleiter-in,,CH 5405 Dättwil AG,Dynamics 365 Business Central / NAV Consultant-in / Project-in,N,Aargau
Dynamics 365 FO Berater/in Finanzen (80% - 100%),,CH 5405 Dättwil AG,Dynamics 365 FO adviser / in finance (80% - 100%),N,Aargau
Product Manager (w/m),Twerenbold Reisen AG,CH 5406 Baden-Rütihof,Product Manager (m / f),N,Aargau
Export Administrator spare parts (w/m),Liebherr-Export AG,CH 5415 Nussbaumen AG,Export Administrator spare parts (w / m),N,Aargau
Trainer gesucht,,CH 5430 Wettingen,coach wanted,N,Aargau
Business Development Manager,Starcom AG,CH 5432 Neuenhof,Business Development Manager,N,Aargau
Marktbearbeitungsspezialist / Junior Account Manager,Starcom AG,CH 5432 Neuenhof,Marketing specialist / Junior Account Manager,N,Aargau
MitarbeiterIn Marketing Services 60 - 80% (m/w/d),AGRO AG,CH 5502 Hunzenschwil,Platform Marketing Services 60-80% (w / w / d),N,Aargau
einen Restaurationsfachangestellten m/w,,CH 5600 Lenzburg,a restoration clerk m / w,N,Aargau
Veranstaltungsfachmann Schwerpunkt Audio,Winkler Livecom AG,CH 5610 Wohlen AG,Event specialist focus Audio,N,Aargau
Veranstaltungsfachmann Schwerpunkt Licht,Winkler Livecom AG,CH 5610 Wohlen AG,Event specialist focus light,N,Aargau
Veranstaltungsfachmann Schwerpunkt Video,Winkler Livecom AG,CH 5610 Wohlen AG,Event specialist focus Video,N,Aargau
Leiter Elektroinstallationen (m/w) und Mitglied der GL,Gemeindewerke Villmergen,CH 5612 Villmergen,Head of Electrical Installations (m / w) and a member of GL,N,Aargau
Senior Berater,,CH 5702 Niederlenz,Senior Advisor,N,Aargau
Product Manager/in Accessories & Merchandising,Suzuki Automobile Schweiz AG,CH 5745 Safenwil,Product Manager / in Accessories & Merchandising,N,Aargau
Disponent,,CH 8957 Spreitenbach,Booker,N,Aargau
Elektroinstallateur als Berater für den Support (m/w/d),Messerli Informatik AG,CH 8957 Spreitenbach,Electrician as a consultant for support (m / w / d),N,Aargau
Möbelmonteur,Jubex Transporte AG,CH 8957 Spreitenbach,furniture fitters,N,Aargau
Service Operations Director (w/m/d),Schneider Electric (Schweiz) AG,"CH-Bern-Ittigen, CH-Waadt-Waadt-Renens, CH-Aargau-Aargau-Wettingen",Service Operations Director (w / m / d),N,Aargau
Assistent Projekt Management w/m,Axpo Power AG,Döttingen,Assistant Project Management w / m,N,Aargau
Senior Project Manager (100%) Bertschi China Bertschi,BERTSCHI AG,Dürrenäsch,Senior Project Manager (100%) Bertschi China Bertschi,N,Aargau
Sprachtalent und Fachperson Finanzen- und Personalwesen 50 - 100% (m/w),"Universal-Job AG, Aarau",Grossraum Aarau,Voice talent and expert finance 'and HR 50-100% (w / w),N,Aargau
kaufmännische/-r Sachbearbeiter/-in für die Auftragsabwicklung und Lagerlogistik (50-60%) - Sie habe,PKS Personal- & Kaderselektion AG,Kaiseraugst,commercial / r Sachbearbeiter / -in for order processing and warehouse logistics (50-60%) - You have,N,Aargau
"Einkaufsassistent/in 100%, ab sofort oder nach Vereinbarung",Job Solution AG,Kanton Aargau,"Purchasing Assistant / in 100%, immediately or by appointment",N,Aargau
Payroll Spezialist / Payroll Spezialistin 40-60%,Careerplus AG,Kanton Aargau,Payroll Specialist / Payroll Specialist 40-60%,N,Aargau
Payroll Spezialist / Payroll Spezialistin 40-60%,Careerplus AG,Kanton Aargau,Payroll Specialist / Payroll Specialist 40-60%,N,Aargau
Payroll Spezialist / Payroll Spezialistin 40-60%,Careerplus AG,Kanton Aargau,Payroll Specialist / Payroll Specialist 40-60%,N,Aargau
Zoll deklarant für Koblenz/ Waldshut | Spedition,punkt personal AG,Koblenz AG,Customs deklarant for Koblenz / Waldshut | carrier,N,Aargau
Assistent Kraftwerksleiter (m/w),Kernkraftwerk Leibstadt AG,Leibstadt,Assistant plant manager (m / f),N,Aargau
Assistent Kraftwerksleiter (m/w),Kernkraftwerk Leibstadt AG,Leibstadt,Assistant plant manager (m / f),N,Aargau
Assistent Kraftwerksleiter (m/w),Kernkraftwerk Leibstadt AG,Leibstadt,Assistant plant manager (m / f),N,Aargau
Purchaser Copacking 100% m/w,Hero AG,Lenzburg,Purchaser Copacking 100% w / w,N,Aargau
Purchaser Copacking 100% m/w,Hero AG,Lenzburg,Purchaser Copacking 100% w / w,N,Aargau
Polymechaniker als technischer Kaufmann!,Mitsubishi Chemical Advanced Materials Composites AG,Lenzburg AG,Polymechaniker in technical business!,N,Aargau
Mediamatiker (m/w),Frama Suisse AG,Lupfig,Mediamatiker (m / w),N,Aargau
Marketing Manager in Kommunikation B2B,,Mägenwil,Marketing Manager in communication B2B,N,Aargau
Marketing Manager in Kommunikation BRACK.CH,,Mägenwil,Marketing Manager in communication BRACK.CH,N,Aargau
Marketing Manager*in Kommunikation BRACK.CH,Competec,Mägenwil,Marketing Manager * in communications BRACK.CH,N,Aargau
Payroll Specialist (80-100%),hauswartprofis AG,Mägenwil,Payroll Specialist (80-100%),N,Aargau
Pricing Manager in E-Commerce,,Mägenwil,Pricing Manager in E-Commerce,N,Aargau
Product Manager in E-Mobilität,,Mägenwil,Product Manager in E-mobility,N,Aargau
"Product Manager in Server, Storage & Netzwerk",,Mägenwil,"Product Manager in Server, Storage & Network",N,Aargau
Product Manager*in E-Mobilität,Competec,Mägenwil,* Product Manager in E-mobility,N,Aargau
"Product Manager*in Server, Storage & Netzwerk",Competec,Mägenwil,"* Product Manager in Server, Storage & Network",N,Aargau
Qualitätsbeauftragte/r Reinigungsbranche,hauswartprofis AG,Mägenwil,Quality Manager / r cleaning industry,N,Aargau
Sachbearbeiter Verkauf / Marketing (D/F/I) 60-100%,Wilhelm Sihn AG,Mägenwil,Officer Marketing (D / F / I) Sales / 60-100%,N,Aargau
Disponent Strassentransport (m/w) 100 %,Galliker Transport AG,möhlin,Booker road transport (m / w) 100%,N,Aargau
Bereichsleiter/-in Logistik 100 %,STOBAG AG,Muri AG,Director / -in Logistik 100%,N,Aargau
"Verantwortlicher Supply Chain & Procurement, Service (m/w)",GE Renewable Energy,Oberentfelden,"Responsible Supply Chain & Procurement, Service (m / w)",N,Aargau
Exportsachbearbeiter/in mit guten Französischkenntnissen,"Universal-Job AG, Aarau",Raum Aarau,Export Clerk / in with good knowledge of French,N,Aargau
HR Generalist mit Drive (w/m),Human Professional Personalberatung AG,Raum Aarau,HR generalist Drive (w / m),N,Aargau
HR-Experte / HR-Expertin,Careerplus AG,Raum Aarau,HR Expert / HR expert,N,Aargau
HR Business Support 50-80%,Manpower SA,Region Zofingen,HR Business Support 50-80%,N,Aargau
Sachbearbeiter/in Export & Verkaufssupport,Mittelland-Personal AG,Region Zofingen,Clerk / in Export & Sales Support,N,Aargau
Gastgeber/in und Betriebsleiter/in 100%,MAVEA AG,Rothrist,Host / in and manager / in 100%,N,Aargau
Chauffeur/-euse Strasse C/E,railCare,Schafisheim,Driver / -euse Strasse C / E,N,Aargau
Planer / Disponent (m/w) 100%,Ferrum AG,Schafisheim,Planner / dispatcher (m / w) 100%,N,Aargau
Stv. Leiter/in Empfang Thermalbäder und Spa,Bad Schinznach AG,Schinznach-Bad,Deputy. Director / receive thermal baths and spa,N,Aargau
Technical Trainer (m/w) 100%,,Schinznach-Bad AG,Technical Trainer (m / w) 100%,N,Aargau
Chauffeur/Chauffeuse Arealmanagement,MIGROS Verteilzentrum Suhr AG,Suhr,Driver / Fireside Arealmanagement,N,Aargau
Logistikmitarbeiter/in Leitstand und Klärplatz,MIGROS Verteilzentrum Suhr AG,Suhr,Logistics staff / in the control room and Klärplatz,N,Aargau
Projektleiter/-in eCommerce 100%,,Suhr,Project Manager / -in eCommerce 100%,N,Aargau
Transport Disponent/in 100%,,Suhr,Transportation dispatcher / in 100%,N,Aargau
HR-Fachfrau / HR-Fachmann,PSI,Villigen,HR specialist / HR Specialist,N,Aargau
Personalassistentin / Personalassistenten,PSI,Villigen,Personal Assistant / Personal Assistant,N,Aargau
Executive Assistant (m/w) 80 – 100 %,ALPHA Beratungs AG,Wettingen,Executive Assistant (m / w) 80-100%,N,Aargau
MARKETING MANAGER,Swiss IT Security AG,Wettingen,MARKETING MANAGER,N,Aargau
MARKETING MANAGER @Swiss IT Security AG,Swiss IT Security AG,Wettingen,MARKETING MANAGER @Swiss IT Security AG,N,Aargau
MitarbeiterIn Medienstelle/MediensprecherIn (40 - 60%),Nagra Nationale Genossenschaft,Wettingen,Platform media center / media speaker (40 - 60%),N,Aargau
Leiter/in Strategie & Geschäftsentwicklung,Gebr. Knecht AG,Windisch,Director / Strategy Business & in,N,Aargau
Lernende Strassentransportfachmann/-frau EFZ,,Windisch,Learners Road Transport / -frau EFZ,N,Aargau
Reiseberater/in 100% | Windisch,EUROBUS AG,Windisch,Travel consultant / in 100% | Windisch,N,Aargau
Umzugsaushilfen,Welti-Furrer AG,Windisch,Moving temporary,N,Aargau
MARKETING FACHFRAU-/ MANN (30-50%),ARBOR Fluidtec AG,Wohlen,MARKETING FACHFRAU- / MAN (30-50%),N,Aargau
Mitarbeiterin Kundendienst/Export (m/w),HUNTER Personal,Wohlen,Associate Customer Service / Export (m / f),N,Aargau
"Aussendienstmitarbeiter/-in gern auch Quereinsteiger (m,w,d) gesucht 100% (Vertrieb)",United Media AG,Wohlen AG,"Sales Representative / -in like also newcomers (m, f, d) wanted 100% (Sales)",N,Aargau
Logistician / Lager arbeiter 100% (2-Schicht oder Nachtschicht),Workmanagement AG,Wohlen AG,Logistician / warehouse worker 100% (2-layer or night shift),N,Aargau
Vife Grafikdesigner aufgepasst!,Camille Bauer Metrawatt AG,Wohlen AG,Vife graphic designer watch out!,N,Aargau
Leiter / -in operative Beschaffung,Huba Control AG,Würenlos,Leiter / -in operational procurement,N,Aargau
Lernende/r Systemgastronomiefachfrau/-mann EFZ (Beginn 2020),,Würenlos,Learning / r Systemgastronomie / -mann EFZ (start 2020),N,Aargau
Sachbearbeiter Inkasso und Personaladministration (m/w) 100 %,StWZ Energie AG,Zofingen,Agent collection and administration of personnel (m / w) 100%,N,Aargau
SektorleiterIn Unterhaltsreinigung 100% ZÜRICH-WINTERTHUR,qualiServ AG,Zofingen,Sector Head Maintenance cleaning 100% ZURICH-WINTERTHUR,N,Aargau
Customer fulfillment order & support Internship (m/f/d) 100%,IKEA AG,Zürich (Spreitenbach),Customer order fulfillment support & Internship (m / f / d) 100%,N,Aargau
Grow with IKEA - Das Einstiegsprogramm für zukünftige Führungspersonen bei IKEA (Spreitenbach),IKEA AG,Zürich (Spreitenbach),Grow with IKEA - The entry-level program for future leaders at IKEA (Spreitenbach),N,Aargau
IT Systems Engineer / Leiter der Geschäftsstelle (m/w),,Grossraum Baden,IT Systems Engineer / Head of office (m / f),N,Aargau
Wir suchen! Freundlicher Sachbearbeiter Auftragsabwicklung (w/m),"Universal-Job AG, Baden",Grossraum Baden,We are looking for! Friendly agent order processing (w / m),N,Aargau
Junior Export Specialist,Global Kader Personal,Grossraum Baden/AG,Junior Export Specialist,N,Aargau
Betriebsleiter (m/w) 100%,,Region Zürich,Manager (m / w) 100%,N,Zürich
Selbständiges Verkaufstalent Region Zürich,,Region Zürich,Independent sales talent Region Zurich,N,Zürich
Business Development Manager/in,Fastlog AG,Derendingen,Business Development Manager / in,N,Solothurn
HSE & Quality Manager/in,Fastlog AG,Derendingen,HSE & Quality Manager / in,N,Solothurn
Sachbearbeiter/In Import/Export – Control Tower 100 %,Fastlog AG,Derendingen,Clerk / In Import / Export - Tower 100%,N,Solothurn
Supply Chain Manager (w/m),forteq Nidau AG,Derendingen,Supply Chain Manager (w / m),N,Solothurn
Disponent/in Spedition Landverkehre Imp./ Exp.,punkt personal AG,Basel,Booker / in forwarding overland transport Imp./ Exp.,N,Basel
Speditions kauffrau/-mann Seefracht Export,punkt personal AG,Basel,Freight forwarding clerk / househusband Seafreight Export,N,Basel
Speditions kaufmann/ -frau Luftfracht Export,punkt personal AG,Basel,Freight forwarding business man / woman Airfreight Export,N,Basel
stellvertretende Leiterin / stellvertretenden Leiter (80 bis 100 %),Eskamed AG,Basel,Deputy Director / deputy head (80 to 100%),N,Basel
Teamleiter Purchasing & Procurement (strategischer und operativer Einkauf ICT),a & u Kaderberatung AG,Basel,Team Leader Purchasing & Procurement (strategic and operative purchasing ICT),N,Basel
Teamleiter Purchasing & Procurement (strategischer und operativer Einkauf ICT),a & u Kaderberatung AG,Basel,Team Leader Purchasing & Procurement (strategic and operative purchasing ICT),N,Basel
Product Owner (m/w),Endress+Hauser Process Solutions AG,Reinach,Product Owner (m / f),N,Basel
Prozessmanager (m/w),Batterman Consulting Basel AG,Füllinsdorf,Process Manager (m / f),N,Basel
Centerleitung,Kestenholz Automobil AG,Oberwil,Center line,N,Basel
Quality und Complaint Manager (m/w),Endress+Hauser Flowtec AG,Reinach,Quality and Complaint Manager (m / f),N,Basel
Ausbildung - Spezialist Bewegungs- und Gesundheitsförderung (SAFS) (m/w/d) Vollzeit,,Bern-Muri,Training - specialist motion and Health Promotion (SAFS) (m / h / d) Full Time,N,Bern
TRAINER (M/W/D) Vollzeit,,Bern-Muri,COACH (M / W / D) Full Time,N,Bern
Sachbearbeiter (m/w) 80%,Service Allergie Suisse SA,Bern,Agent (m / m) 80%,N,Bern
"Senior Consultant, 60-100%",PROSE AG,Bern,"Senior Consultant, 60-100%",N,Bern
"Sachbearbeiter/in Buchhaltung und Personal, 80% - 100%",Stiftung intact,Burgdorf,"Clerk / in accounting and human resources, 80% - 100%",N,Bern
Kauf Mitarbeiter/in 80-100%,Storama AG,Burgistein,Purchasing employees / in 80-100%,N,Bern
HR Assistentin 40% (m/w),Impirio AG,Grossraum Biel,HR assistant 40% (w / w),N,Bern
Logistik- oder Einkaufs-Spezialist/In mit internat. Erfahrung 80 - 100% befristet,STOBAG AG,Muri,Logistics or purchasing specialist / In with international experience. 80 - 100% limited,N,Bern
Bereichsleitung Kommunikation & Services 80-100% als Mitglied der Geschäftsleitung,Berner Bauern Verband,Ostermundigen,Head of Communications & Services 80-100% as a member of the Executive Board,N,Bern
Leiter Finanzen und Personal 80-100%,Mittelland-Personal AG,Region Langenthal,Head of Finance and Human Resources 80-100%,N,Bern
Leiter Finanzen und Personal 80-100%,Mittelland-Personal AG,Region Langenthal,Head of Finance and Human Resources 80-100%,N,Bern
Leiter Finanzen und Personal 80-100%,Mittelland-Personal AG,Region Langenthal,Head of Finance and Human Resources 80-100%,N,Bern
"Leiter Qualitätsmanagement / Head QA (80%-100%, m,w)",P-CONNECT - Executive Search,Region Mittelland,"Head of Quality Management / QA Head (80% -100%, m, w)",N,Bern
QS-Manager (m/w) 100 %,"oprandi & partner ag, zürich",Region Mittelland,QA Manager (m / w) 100%,N,Bern
QS-Manager (m/w) 100 %,"oprandi & partner ag, zürich",Region Mittelland,QA Manager (m / w) 100%,N,Bern
Personalassistentin,"Global Personal Partner AG, Geschäftsstellen",Thun,personal assistant,N,Bern
HR Operations Team Lead Employee Lifecycle (80 – 100%),ABB Switzerland Ltd.,Baden,HR Operations Team Lead Employee Lifecycle (80 - 100%),N,Aargau
HR Services Specialist (80 – 100 %) (m/w/d),ABB Schweiz AG,Baden,HR Services Specialist (80 - 100%) (w / m / d),N,Aargau
Power Analyst,Axpo Solutions AG,Baden,Power analyst,N,Aargau
Product Development Lead,Axpo Solutions AG,Baden,Product Development Lead,N,Aargau
Risk and Fraud Specialist/in (m/w) 100%,Grand Casino Baden AG,Baden,Risk and Fraud Specialist / in (m / w) 100%,N,Aargau
Travel Expert Kontiki Reisen (100%-m/w),DER Touristik Suisse,Baden,Travel Expert Kontiki Travel (100% -m / f),N,Aargau
Value Chain Excellence Specialist (80 – 100%),ABB Switzerland Ltd.,Baden,Value Chain Specialist Excellence (80 - 100%),N,Aargau
Executive Junior Project Manager (m/w/d) to the CEO,Von Roll Schweiz AG,Breitenbach,Executive Junior Project Manager (m / w / d) to the CEO,N,Solothurn
AssistentIn Sales & Marketing 100%,Exentis Group AG,Stetten,AssistentIn Sales & Marketing 100%,N,Solothurn
Group HR Data Analyst,Ultimativo Consulting GmbH,Region Olten,Group HR Data Analyst,N,Graubünden
Logistiker/in EFZ,Regio Personal AG,Region Suhr,Logisticians / EFZ,N,Aargau
Receptionist / Assistent (m/w),Golf Sempach,Hildisrieden,Receptionist / Assistant (m / f),N,Luzern
Bereichsleiter (m/w),Personal Sigma Sursee AG,Kanton Luzern,Head (m / f),N,Luzern
"Beratung und Projektleitung (100%), Kommunikation und Werbung",FELDERVOGEL,Luzern,"Consulting and project management (100%), communication and advertising",N,Luzern
"Teamassistenz (50-60%), Werbung und Kommunikation",FELDERVOGEL,Luzern,"Team Assistant (50-60%), advertising and communication",N,Luzern
Sachbearbeiter Export 100 % (m/w/d),VICI AG International,Schenkon,Export Agent 100% (w / w / d),N,Luzern
