Description,Employer,Location,Translation,Multiple,State
Stv. Geschäftsführer/in (w/m),Holenstein Gastro,8942 Oberrieden,Subst. Manager / in (w / w),N,Zurich
Ausschreibung Geschäftsstelle Swiss College of Surgeons m/w 100%,Schweizerische Gesellschaft für Chirurgie,Aarau AG,Tender office Swiss College of Surgeons m / w 100%,N,Aargau
"Junior Marketing Manager auf Agenturseite (w/m, 100 %)",CP9 advanced marketing solutions AG,Adliswil,"Junior Marketing Manager on the agency side (w / m, 100%)",N,Zurich
"office manager/in (w/m, 60 - 100 %), per sofort",CP9 advanced marketing solutions AG,Adliswil,"office manager / in (w / m, 60 - 100%), with immediate effect",N,Zurich
LEITER/IN ENTSORGUNG,Clover Coaching AG,Affoltern am Albis,DIRECTOR / IN DISPOSAL,N,Zurich
"Sachbearbeiter Kreditoren / SAP RechnungsprüferIn, D/E (100%)",AF Personal AG,Affoltern am Albis,"Agent vendor / SAP Auditor, D / E (100%)",N,Zurich
Unternehmensberater (m/w/d) Lean Management / Fabrikplanung / Industrie,T&O Management Consulting (Schweiz) GmbH,Bäch bei Zürich,Management Consultant (m / w / d) Lean Management / factory planning / Industrial,N,Zurich
Aussenhandelsfachmann / -frau 100% (w/m/d),Hemro International AG,Bachenbülach,Foreign Trade / -frau 100% (w / m / d),N,Zurich
Leiter*in tibits Akademie 100%,tibits ag,Backoffice Zürich,Head * in tibits Academy 100%,N,Zurich
Chief Managed Services Officer (m/w/d),ISPIN AG,Bassersdorf,Chief Managed Services Officer (m / w / d),N,Zurich
Sachbearbeiter Finanz- und Rechnungswesen 50 - 60%,dynawell ag,Bassersdorf,Officer Finance and Accounting 50 - 60%,N,Zurich
Transport-Begleiter ATB m/w (100%),Emil Egger AG,Bassersdorf ZH,Transport companion ATB m / w (100%),N,Zurich
Transportleiter Industrieumzüge m/w (100%),Emil Egger AG,Bassersdorf ZH,Transport conductor industrial facilities m / w (100%),N,Zurich
Personalfachfrau/-mann 100% mit Schwerpunkt Arbeitsrecht und Administration,Job Solution AG,Bezirk Bülach,Personal / -mann 100% with focus on labor and Administration,N,Zurich
"Marketing Specialist w/m (80 - 100%), Zürich",BUSINESS IT AG,Brüttisellen,"Marketing Specialist w / m (80 - 100%), Zurich",N,Zurich
Sachbearbeiter Auftragsabwicklung m/w (DE/FR/EN) 80-100%,mobit - mobilise your IT,Brüttisellen,Order processing clerk m / f (DE / FR / DE) 80-100%,N,Zurich
Betriebsleiter/in 100%,Activ Fitness AG,Buchs,Superintendent /% in 100,N,Sankt Gallen
Brand Consultant,Branders Group AG,CH 8001 Zürich,Brand Consultant,N,Zurich
Consultant,Publicis Communications Schweiz AG,CH 8001 Zürich,Consultant,N,Zurich
Consulting Director,Publicis Communications Schweiz AG,CH 8001 Zürich,Consulting Director,N,Zurich
Gästeberater-/ in temporär (70 - 100%),Zürich Tourismus,CH 8001 Zürich,Gästeberater- / in temporary (70 - 100%),N,Zurich
Geschäftsführer (w/m) 100%,,CH 8001 Zürich,Managing (w / m) 100%,N,Zurich
Junior Art Director,Publicis Communications Schweiz AG,CH 8001 Zürich,Junior Art Director,N,Zurich
Junior Restaurant Leitung 100%,Hiltl AG,CH 8001 Zürich,Junior Restaurant Manager 100%,N,Zurich
Lehrstelle als Restaurantfachfrau / -mann EFZ,,CH 8001 Zürich,Apprenticeship as a restaurant / -mann EFZ,N,Zurich
Lehrstelle als Restaurantfachfrau / -mann EFZ,,CH 8001 Zürich,Apprenticeship as a restaurant / -mann EFZ,N,Zurich
Online Projektleiter & Consultant (100%),,CH 8001 Zürich,Online Project Manager & Consultant (100%),N,Zurich
"PRAKTIKUM EVENT OPERATIONS SUPERVISOR (M/W), 100%",,CH 8001 Zürich,PRACTICAL EVENT OPERATIONS SUPERVISOR (M / W) 100%,N,Zurich
Projektleiter / Consultant,indema AG,CH 8001 Zürich,Project Manager / Consultant,N,Zurich
Restaurantfachmann/-frau EFZ,Hiltl AG,CH 8001 Zürich,Restaurant / -frau EFZ,N,Zurich
SCHNUPPERLEHRE HOTELFACHFRAU/-MANN EFZ,,CH 8001 Zürich,DISCOVERY TEACHING HOTEL / -mann EFZ,N,Zurich
SCHNUPPERLEHRE RESTAURATIONSFACHFRAU/-MANN EFZ,,CH 8001 Zürich,DISCOVERY TEACHING RESTORATION / -mann EFZ,N,Zurich
Senior Brand Designer,Branders Group AG,CH 8001 Zürich,Senior Brand Designer,N,Zurich
Senior Conceptual Designer TeamUBS,Publicis Communications Schweiz AG,CH 8001 Zürich,Senior Conceptual Designer TeamUBS,N,Zurich
Senior Consultant (digital),Publicis Communications Schweiz AG,CH 8001 Zürich,Senior Consultant (digital),N,Zurich
Senior Consultant (Social Media),Publicis Communications Schweiz AG,CH 8001 Zürich,Senior Consultant (Social Media),N,Zurich
Senior Frontend Consultant (m/f) 100%,,CH 8001 Zürich,Senior frontend Consultant (m / f) 100%,N,Zurich
Stv. Geschäftsführung Hiltl Badi 80 - 100%,Hiltl AG,CH 8001 Zürich,. Deputy Managing Hiltl Badi 80-100%,N,Zurich
"SUPERVISOR BARCHETTA PIAZZA (M/W), 100%",,CH 8001 Zürich,SUPERVISOR VIA BARCHETTA (M / W) 100%,N,Zurich
Windows 10 Client Engineer/Consultant,,CH 8001 Zürich,Windows 10 Client Engineer / Consultant,N,Zurich
Betriebspraktikum,econcept AG,CH 8002 Zürich,Operating experience,N,Zurich
Cruise Consultant,Cruisetour AG,CH 8002 Zürich,Cruise Consultant,N,Zurich
Praktikant Sales & Marketing / Administration (m/w),Pure Foods AG,CH 8002 Zürich,Trainee Sales & Marketing / Administration (m / w),N,Zurich
Praktikum Cruise Consultant Trainee,Cruisetour AG,CH 8002 Zürich,Internship Cruise Consultant Trainee,N,Zurich
SEO Strategist / Experte (80-100%),SEMSEA Suchmaschinenmarketing AG,CH 8002 Zürich,SEO Strategist / Expert (80-100%),N,Zurich
Stv. Restaurantleitung (100%),urban food culture GmbH,CH 8002 Zürich,Subst. Restaurant conduit (100%),N,Zurich
Business Development Representative (DACH),Avrios International AG,CH 8003 Zürich,Business Development Representative (DACH),N,Zurich
Business Development Representative (DACH),Avrios International AG,CH 8003 Zürich,Business Development Representative (DACH),N,Zurich
Business Development Representative (Italy),Avrios International AG,CH 8003 Zürich,Business Development Representative (Italy),N,Zurich
Director Operations Digital Solutions,snowflake productions gmbh,CH 8003 Zürich,Director Operations Digital Solutions,N,Zurich
Director/VP of Product,Avrios International AG,CH 8003 Zürich,Director / VP of Product,N,Zurich
Product Designer (UX & UI design) for SaaS platform,Avrios International AG,CH 8003 Zürich,Product Designer (UX & UI design) for SaaS platform,N,Zurich
Product Manager for SaaS Platform,Avrios International AG,CH 8003 Zürich,Product Manager for SaaS Platform,N,Zurich
Sr. Product Manager,Avrios International AG,CH 8003 Zürich,Sr. Product Manager,N,Zurich
Head of Media and Communications UK&Ireland 100%,Schweiz Tourismus,CH 8004 Zürich,Head of Media and Communications UK & Ireland 100%,N,Zurich
KV Praktikum Marketing und Kulturwerbung 90 - 100%,PROPAGANDA Zürich AG,CH 8004 Zürich,KV Internship marketing and advertising culture 90-100%,N,Zurich
Praktikant in Administation / Digital-Marketing 100%,newhome.ch AG,CH 8004 Zürich,Intern in Administation / Digital Marketing 100%,N,Zurich
Product Designer,,CH 8004 Zürich,Product Designer,N,Zurich
Product Manager Monetization (f/m),Doodle AG,CH 8004 Zürich,Product Manager monetization (f / m),N,Zurich
Projekt- und Produktmanager (w/m),TWINT AG,CH 8004 Zürich,Project and product Manager (w / m),N,Zurich
Qualitätsmanager 80-100% (w/m),CISTEC AG,CH 8004 Zürich,Quality manager 80-100% (w / m),N,Zurich
Reiseleitung Jugendsprachkurse,Media Touristik AG,CH 8004 Zürich,Guide youth language courses,N,Zurich
Senior Consultant 100% (m/w),Media Focus Schweiz GmbH,CH 8004 Zürich,Senior Consultant 100% (w / w),N,Zurich
Senior Media Consultant TV,Dentsu Aegis Network Switzerland AG,CH 8004 Zürich,Senior Media Consultant TV,N,Zurich
Senior Requirements Engineer & Product Owner Financial Technology 80 - 100%,,CH 8004 Zürich,Senior Requirements Engineer & Product Owner Financial Technology 80-100%,N,Zurich
Assistenz der Geschäftsleitung 50-80%,Supercomputing Systems AG,CH 8005 Zürich,Executive Assistant 50-80%,N,Zurich
Berater / Projektmanager Websites&Apps (Option auf Web-Teamleitung) (80-100% / Zürich),,CH 8005 Zürich,Consultant / Project Manager Websites & Apps (option on web team leader) (80-100% / Zurich),N,Zurich
Business Development Intern,,CH 8005 Zürich,Business Development Intern,N,Zurich
Business Development Manager,,CH 8005 Zürich,Business Development Manager,N,Zurich
Composite Process Engineer,9T Labs AG,CH 8005 Zürich,Composite Process Engineer,N,Zurich
Consultant,Swiss Brand Experts AG,CH 8005 Zürich,Consultant,N,Zurich
Digital Marketing Berater,Streuplan AG,CH 8005 Zürich,Digital Marketing Consultant,N,Zurich
Digital Marketing Consultant in Zürich,,CH 8005 Zürich,Digital Marketing Consultant in Zurich,N,Zurich
Gastgeber,,CH 8005 Zürich,host,N,Zurich
Gastronomie-Allrounder w/m Teilzeit,MAAG Music & Arts AG,CH 8005 Zürich,Gastronomy Allrounder w / m part-time,N,Zurich
Leitung Geschäftsentwicklung & Kundenbetreuung,Menu and More AG,CH 8005 Zürich,Line business & customer care,N,Zurich
"Leitung Marketing, Kommunikation & Events",Menu and More AG,CH 8005 Zürich,"Head of Marketing, Communications & Events",N,Zurich
Mitarbeiter/in Verkauf und Marketing,Plexim GmbH,CH 8005 Zürich,Employees / Sales and marketing,N,Zurich
Personalassistent/in,Corris AG,CH 8005 Zürich,Personal Assistant / in,N,Zurich
Praktikum Online-Marketing und Social Media Marketing (100% / Zürich),,CH 8005 Zürich,Internship online marketing and social media marketing (100% / Zurich),N,Zurich
Product Engineer,Scandit AG,CH 8005 Zürich,Product Engineer,N,Zurich
"Projekt- & Eventmanager im Bereich ""Education"" (60%) m/w",,CH 8005 Zürich,"Project & Event Manager in the ""education"" (60%) m / w",N,Zurich
Projektleiter/in Online Marketing SEO/SEA,,CH 8005 Zürich,Project Manager / in Online Marketing SEO / SEA,N,Zurich
ReiseleiterIn Malediven (100% - m/w),,CH 8005 Zürich,Rep Maldives (100% - m / w),N,Zurich
"Senior Berater, Konzepter (m/w)",Eyekon AG,CH 8005 Zürich,"Senior Consultant, concept developer (m / f)",N,Zurich
Senior Business Solutions Strategist,,CH 8005 Zürich,Senior Business Solutions Strategist,N,Zurich
Senior Consultant (m/w/d) Energie-/Gebäudetechnik,,CH 8005 Zürich,Senior Consultant (m / w / d) Energy / building,N,Zurich
Senior Consultant (m/w/d) Immobilienmanagement,,CH 8005 Zürich,Senior Consultant (m / w / d) Property Management,N,Zurich
Senior Consultant (m/w/d) Nachhaltiges Bauen,,CH 8005 Zürich,Senior Consultant (m / w / d) Sustainable Building,N,Zurich
Senior Managing Consultant,,CH 8005 Zürich,Senior Managing Consultant,N,Zurich
Transport Modeling Specialist,Teralytics AG,CH 8005 Zürich,Transport Modeling Specialist,N,Zurich
Web-Projektleiter in TYPO3 (80-100%),RTP GmbH,CH 8005 Zürich,Internet project manager in TYPO3 (80-100%),N,Zurich
Assistent/in der Geschäftsleitung des Dekanats 80 -100 %,Universität Zürich,CH 8006 Zürich,Assistant / in the management of the deanery 80 -100%,N,Zurich
Erfahrener Projektleiter e-Commerce bei SPIKELANDS (m/w) 40-80%,,CH 8006 Zürich,Experienced project e-commerce at SPIKE LANDS (m / m) 40-80%,N,Zurich
Geschäftsführer/in 100 %,Universität Zürich,CH 8006 Zürich,Manager / in 100%,N,Zurich
Junior Expansionsmanager (m/w) zu 40-50%,,CH 8006 Zürich,Junior expansion Manager (m / w) to 40-50%,N,Zurich
Personalleiterin / Personalleiter 100 %,Universität Zürich,CH 8006 Zürich,HR Manager / HR 100%,N,Zurich
"Praktikant/in der Beratung 100% in Zürich 6 Monate, ab sofort",evoq communications AG,CH 8006 Zürich,Intern / in consulting 100% in Zurich six months from now,N,Zurich
Praktikum Brand Design (6 Monate),,CH 8006 Zürich,Internship Brand Design (6 months),N,Zurich
"Product Owner (m/w, 60-100%)",,CH 8006 Zürich,"Product Owner (m / w, 60-100%)",N,Zurich
Senior Trusted Advisor 50+ (m/w),,CH 8006 Zürich,Senior Trusted Advisor 50+ (m / f),N,Zurich
Studentische/r Mitarbeiter/in als Assistenz der stv. Geschäftsführerin (50%),ETH Zürich Foundation,CH 8006 Zürich,Student / Employment / Collaborator as an assistant to the deputy. Managing (50%),N,Zurich
BERATER / PROJEKTLEITER (W/M),dd com AG,CH 8008 Zürich,Consultant / Project (W / M),N,Zurich
Bereichsleitung Hammam 100%,Hammam Basar AG,CH 8008 Zürich,Head of Hammam 100%,N,Zurich
Chorsänger innen,Opernhaus Zürich AG,CH 8008 Zürich,Chorister inside,N,Zurich
"CONSULTANT, ZÜRICH",Crossborders AG,CH 8008 Zürich,"CONSULTANT, ZURICH",N,Zurich
Digitalisierungs- und GeVer-Berater - Teilzeit ab 20%,,CH 8008 Zürich,Digitizing and Gever consultant - part time from 20%,N,Zurich
Global Marketing Manager 100% (m/f),Pitcher AG,CH 8008 Zürich,Global Marketing Manager 100% (m / f),N,Zurich
Global Partner Manager 100% (m/f),Pitcher AG,CH 8008 Zürich,Global Partner Manager 100% (m / f),N,Zurich
Groupware Consultant - ab 60%,,CH 8008 Zürich,Groupware Consultant - 60%,N,Zurich
HOTELANGESTELLTE/R (w/m) für REZEPTION und BACKOFFICE/BÜRO,,CH 8008 Zürich,Hotel Staff / R (w / m) for the reception and back office / OFFICE,N,Zurich
Junior Berater/in Digital (80-100%),Plan.Net Suisse AG,CH 8008 Zürich,Junior Consultant / Digital in (80-100%),N,Zurich
Junior Digital Art Director,The House Agency AG,CH 8008 Zürich,Junior Digital Art Director,N,Zurich
Junior Marketing Manager,,CH 8008 Zürich,Junior Marketing Manager,N,Zurich
Restaurationsfachfrau/-mann Belcanto,Opernhaus Zürich AG,CH 8008 Zürich,Restoration / -mann bel canto,N,Zurich
Restaurationsfachmann/-frau (m/w),,CH 8008 Zürich,Restoration / -frau (m / w),N,Zurich
Stv. Betriebsleiter/Gastgeber (m/w),,CH 8008 Zürich,Deputy. Manager / host (m / f),N,Zurich
Certification Engineer Zurich,ETH Zürich,CH 8032 Zürich,Certification Engineer Zurich,N,Zurich
Consultant in der Finanzindustrie,,CH 8032 Zürich,Consultant in the financial industry,N,Zurich
"HR Partner/in 80%-100%, Zürich, unbefristet",ETH Zürich,CH 8032 Zürich,"HR Partner / in 80% -100%, Zurich, unlimited",N,Zurich
"PhD position in Strategic Management and Innovation 100%, Zurich, temporary",ETH Zürich,CH 8032 Zürich,"PhD position in Strategic Management and Innovation 100%, Zurich, temporary",N,Zurich
REGIONALLEITER/IN HOCHSCHULGRUPPEN (40-100%),,CH 8032 Zürich,REGIONAL / in university groups (40-100%),N,Zurich
Senior Brand Consultant 100%,Jung von Matt/Limmat AG,CH 8032 Zürich,Senior Brand Consultant 100%,N,Zurich
Senior Consultant Digitale Transformation (m/w),Ergon Informatik AG,CH 8032 Zürich,Senior Consultant Digital Transformation (m / f),N,Zurich
STRATEGIST (80-100%),Jung von Matt/Limmat AG,CH 8032 Zürich,STRATEGIST (80-100%),N,Zurich
Trainee Strategie (für 6 Monate) 100%,Jung von Matt/Limmat AG,CH 8032 Zürich,Trainee strategy (for 6 months) 100%,N,Zurich
Veranstaltungsfachmann/frau (80%),SCHAUSPIELHAUS ZÜRICH AG,CH 8032 Zürich,Event specialist / female (80%),N,Zurich
Praktikum Sales und Marketing (100 %),,CH 8037 Zürich,Internship Sales and marketing (100%),N,Zurich
Product Owner,,CH 8037 Zürich,Product Owner,N,Zurich
Trainee Online Marketing / Digital für 12 Monate 50-100% (w/m),,CH 8037 Zürich,Trainee Online Marketing / Digital for 12 months from 50 to 100% (w / w),N,Zurich
Disponent,,CH 8038 Zürich,Booker,N,Zurich
Junior Social Media Consultant (m/w/d),dreifive (Switzerland) AG,CH 8038 Zürich,Junior Social Media Consultant (m / w / d),N,Zurich
Trainee Social Media (für 6 Monate) 100% (m/w/d),dreifive (Switzerland) AG,CH 8038 Zürich,Trainee social media (for 6 months) 100% (w / w / d),N,Zurich
Director Competitions,Fédération Internationale de Football Association (FIFA),CH 8044 Zürich,Director Competitions,N,Zurich
eFootball Competitions and Events Manager,Fédération Internationale de Football Association (FIFA),CH 8044 Zürich,eFootball Competitions and Events Manager,N,Zurich
Event IT Product Manager,Fédération Internationale de Football Association (FIFA),CH 8044 Zürich,Event IT Product Manager,N,Zurich
PA to Director Commercial Revenues,Fédération Internationale de Football Association (FIFA),CH 8044 Zürich,PA to Director Commercial Revenues,N,Zurich
Partnerships Manager,Fédération Internationale de Football Association (FIFA),CH 8044 Zürich,Partnerships Manager,N,Zurich
(Junior) Produkt Manager 80 - 100%,Smart Devis AG,CH 8045 Zürich,(Junior) Product Manager 80-100%,N,Zurich
Angehender Fahrdienstleiter (m/w) 100%,Sihltal Zürich Uetliberg Bahn SZU AG,CH 8045 Zürich,Angehender dispatcher (m / w) 100%,N,Zurich
Berater/in,,CH 8045 Zürich,Consultant / in,N,Zurich
Betriebsassistent m/w,,CH 8045 Zürich,Operations assistant m / f,N,Zurich
Brand Designer/in 100%,,CH 8045 Zürich,Brand designer / 100%,N,Zurich
Data Science Consultant,,CH 8045 Zürich,Data Science Consultant,N,Zurich
Digital Marketing Manager (80-100%),,CH 8045 Zürich,Digital Marketing Manager (80-100%),N,Zurich
Fahrdienstleiter (m/w) 80-100%,Sihltal Zürich Uetliberg Bahn SZU AG,CH 8045 Zürich,Dispatcher (m / w) 80-100%,N,Zurich
"Head of Product Management Digital Platform (w/m), 100%",,CH 8045 Zürich,"Head of Product Management Digital Platform (w / m), 100%",N,Zurich
Junior ITSM Consultant,LUTION GmbH,CH 8045 Zürich,Junior ITSM Consultant,N,Zurich
Junior Restaurant Manager 100% (m/w),Shinsen AG,CH 8045 Zürich,Junior Restaurant Manager 100% (w / w),N,Zurich
Junior Training and E-Learning Manager,Open Systems AG,CH 8045 Zürich,Junior Training and E-Learning Manager,N,Zurich
Praktikant/-in Strategie (100%),Wirz Communications AG,CH 8045 Zürich,Intern / -in strategy (100%),N,Zurich
Praktikant/in Beratung & Projektmanagement (100%),,CH 8045 Zürich,Intern / in Consulting & Project Management (100%),N,Zurich
Product Developer & Sales Assistant 100% (m/w),Shinsen AG,CH 8045 Zürich,Product Developer & Sales Assistant 100% (w / w),N,Zurich
