Description,Employer,Location,Translation,Multiple,State
PROJEKTLEITER UND CONSULTANT (80-100%) m/w,IMS Integrierte Managementsyst,"Root, Luzern, Deutschschweiz, Zürich",Project manager and consultant (80-100%) m / w,Y,Zurich
Senior IAM Consultant (m/w),Wilhelm AG,Schweiz,Senior IAM Consultant (m / w),Y,Multiple
IT Solution Architect & Technical Consultant w/m,ITRIS Enterprise AG,"Spreitenbach, Tagelswangen/Effretikon",IT Solution Architect & Technical Consultant w / m,Y,Zurich
Software Engineer (m/w),KMS AG,Thurgau / Matzingen / Luzern / Kriens,Software Engineer (m / f),Y,Multiple
(SENIOR) CONSULTANT DIGITAL TRANSFORMATION (m/w),mühlemann IT-personal ag,"Uster, Kunden in der ganzen D-CH",(Senior) Consultant DIGITAL TRANSFORMATION (m / w),Y,Multiple
Consultant Infrastruktur,Adcubum AG,"Wallisellen, Hamburg, Düsseldorf oder Stuttgart",Consultant infrastructure,Y,Zurich
Vertriebsmitarbeiter Hardware + Software (m/w/d/f),Azolver Switzerland AG,Westschweiz,Software sales representative hardware + (m / f / e / f),Y,Multiple
WIR SUCHEN DICH - Professional Embedded C/C++ Entwickler/in,Noser Engineering AG,Winterthur/Rheintal (Landquart),WE WANT YOU - Professional Embedded C / C ++ Developer / in,Y,Multiple
Inhouse Dynamics 365 Implementierungspartner (w/m) - Job ID 65451,Humentum AG,Zentralschweiz,"Inhouse Dynamics implementation partner, 365 (w / m) - Job ID 65451",Y,Multiple
System Engineer mit KMU Flair (m/w) für die Ender Informatics,Art of Work Personalberatung AG,Zentralschweiz und Zürich,System Engineer with SMEs Flair (m / w) for the final Informatics,Y,Multiple
Senior Embedded Software Engineer C++,ERNI Schweiz AG,Zürich / Bern,Senior Embedded Software Engineer C ++,Y,Zurich
Praktikant Business Sales Analyst & Support (60-100%) w/m/d,Scout24 Schweiz AG,Zürich / Flamatt,Intern Business Analyst Sales & Support (60-100%) w / m / d,Y,Zurich
Praktikant Business Sales Analyst & Support (60-100%) w/m/d,Scout24 Schweiz AG,Zürich / Flamatt,Intern Business Analyst Sales & Support (60-100%) w / m / d,Y,Zurich
Software Architekt (m/w/d),Scout24 Schweiz AG,Zürich / Flamatt,Software architect (m / w / d),Y,Zurich
Vertriebsmitarbeiter Hardware + Software (m/w/d/f),Azolver Switzerland AG,Zürich / Ostschweiz,Software sales representative hardware + (m / f / e / f),Y,Zurich
Identity and Access Management Consultant,Reist Telecom GmbH,Zürich / Puidoux,Identity and Access Management Consultant,Y,Zurich
Junior Software Ingenieur mit Web-Fokus (m/w),Consult & Pepper AG,Zürich / Schaffhausen,Junior Software Engineer with web focus (m / f),Y,Zurich
Requirements Engineer inhouse (m/w),Consult & Pepper AG,Zürich / Schaffhausen,Requirements Engineer inhouse (m / w),Y,Zurich
Senior Fullstack Engineer (Fokus Frontend-Entwicklung),Harvey Nash AG,Zürich oder Basel,Senior Full Stack Engineer (focus front-end development),Y,Zurich
Consultant Digital Business,Thoma & Partner Management Consulting AG,Zürich oder Bern,Consultant Digital Business,Y,Zurich
DevOps Software Developer (m/w) in Zürich oder Bern,yellowshark AG,Zürich oder Bern,DevOps Software Developer (m / w) in Zurich or Bern,Y,Zurich
Fullstack Engineer / Architect,Harvey Nash AG,"Zürich, Basel oder St.Gallen",Full Stack Engineer / Architect,Y,Zurich
Senior Consultant - Advisory - SAP Agile Business Finance,EY,"Zürich, Basel, Genf, Lausanne",Senior Consultant - Advisory - SAP Agile Business Finance,Y,Zurich
"Consultant - Cybersecurity - EMEIA Financial Services Advisory - Zürich, Bern oder Genf",EY,"Zürich, Bern oder Genf","Consultant - Cyber ​​Security - EMEIA Financial Services Advisory - Zurich, Bern and Geneva",Y,Zurich
Java Architect,ELCA Informatik AG,"Zurich, Bern or Basel",Java Architect,Y,Zurich
Java full stack Developer / Senior Java full stack Developer,ELCA Informatik AG,"Zurich, Bern or Basel",Java full stack Developer / Senior Java Developer full stack,Y,Zurich
Web Developer (Angular),ELCA Informatik AG,"Zurich, Bern or Basel",Web Developer (Angular),Y,Zurich
Senior Business Analyst,ELCA Informatik AG,"Zürich, Bern or Basel",Senior Business Analyst,Y,Zurich
"Consultant - IT-Risk Assurance / EMEIA Financial Services in Zürich, Bern und Basel",EY,"Zürich, Bern und Basel","Consultant - IT Risk Assurance / EMEIA Financial Services in Zurich, Bern and Basel",Y,Zurich
Cloud Architect,ipt Innovation Process Technology AG,"Zürich, Bern, Luzern, Basel",Cloud Architect,Y,Zurich
Data Engineering Consultant,ipt Innovation Process Technology AG,"Zürich, Bern, Luzern, Basel",Data Engineering Consultant,Y,Zurich
Senior DevOps Consultant,ipt Innovation Process Technology AG,"Zürich, Bern, Luzern, Basel",Senior DevOps Consultant,Y,Zurich
ERP-Consultant im Bereich Projekt und Auftragsbearbeitung (w/m) 80-100%,BDO AG,"Zürich, St. Gallen, Aarau, Luzern oder Solothurn",ERP consultant in the project and order processing (w / m) 80-100%,Y,Zurich
Software Engineer Java,ERNI Schweiz AG,Zürich/Bern,Java Software Engineer,Y,Zurich
Backend Developer Financescout24 (.NET/C#) f/m/d,Scout24 Schweiz AG,Zürich/Flamatt,Backend Developer FinanceScout24 (.NET / C #) f / m / d,Y,Zurich
Quality Assurance Engineer - FinanceScout24 w/m/d,Scout24 Schweiz AG,Zürich/Flamatt,Quality Assurance Engineer - FinanceScout24 w / m / d,Y,Zurich
Ops Specialist,SonarSource SA,1215 Geneva 15,Ops Specialist,N,Geneva
Product Manager - Microsoft Azure DevOps Experience,SonarSource SA,1215 Geneva 15,Product Manager - Microsoft Azure DevOps Experience,N,Geneva
SonarCloud - Java Developer,SonarSource SA,1215 Geneva 15,Sonar Cloud - Java Developer,N,Geneva
Software Engineers C/C++,libC Technologies SA,3003 Berne,Software Engineers C / C ++,N,Bern
(Senior) SAP FI/CO Consultant 80-100% (m/w) SAP,BROMsolutions AG Biel,8000 Zürich,(Senior) SAP FI / CO Consultant 80-100% (w / w) SAP,N,Zurich
SAP Basis Systemspezialist (m/w) SAP,BROMsolutions AG Biel,9000 St.Gallen,SAP Basis System (m / w) SAP,N,Sankt Gallen
Data Management Projektleiter,yellowshark AG,Aarau,Data Management Project,N,Aargau
Data Management Projektleiter,yellowshark AG,Aarau,Data Management Project,N,Aargau
"Full Stack Software-Entwickler (m/w, 80-100%)",GeoWerkstatt GmbH,Aarau,"Full Stack Software Developer (m / w, 80-100%)",N,Aargau
Web Developer (Full Stack) interne IT 80-100% (w/m),DP Consulting AG,Aarau,Web Developer (Full Stack) internal IT 80-100% (w / w),N,Aargau
Solution Engineer & Supporter ERP-Software SelectLine (m/w),CS-Computing GmbH,Aarau Rohr,Solution Engineer & Supporter ERP software SelectLine (m / f),N,Aargau
Solution Engineer & Supporter ERP-Software SelectLine (m/w),CS-Computing GmbH,Aarau Rohr,Solution Engineer & Supporter ERP software SelectLine (m / f),N,Aargau
Solution Engineer & Supporter ERP-Software SelectLine (m/w),CS-Computing GmbH,Aarau Rohr,Solution Engineer & Supporter ERP software SelectLine (m / f),N,Aargau
IT Network Engineer (m/w) 80-100% [Ref:1309],Freestar-Informatik AG,Aargau,IT Network Engineer (m / w) 80-100% [Ref: 1309],N,Aargau
Senior Full-Stack Developer 100%,Docu Media Schweiz GmbH,Adliswil,Senior Full Stack Developer 100%,N,Zurich
Web-EntwicklerIn PHP 80 - 100%,Guave Studios GmbH,Adliswil,Web EntwicklerIn PHP 80-100%,N,Zurich
Projektleiter & Applikations-Spezialist (m/w),yellowshark AG,Affoltern am Albis,Project & Application (m / w),N,Zurich
Vertriebsmitarbeiter für ERP-Software m/w/d,Industrial Application Software GmbH,Altendorf,Sales representative for ERP software m / f / d,N,Schwyz
ERP-Consultant with background in economy m/w/d,Industrial Application Software GmbH,Altendorf,ERP-Consultant with background in economy m/w/d,N,Schwyz
Middleware Engineer (w/m),Raiffeisen Gruppe,Arbeitsort St. Gallen,Middleware Engineer (w / m),N,Saint Gallen
ERP-SUPPORTER (M/W),OPAG Informatik AG,Arlesheim,ERP SUPPORTER (M / F),N,Basel
Projektleiter/in (Jun.) Business Projects (80-100%) und Applikationsmanager,Kelly Services,Av. Edouard-Dubois 20,Project Manager / in (June) Business Projects (80-100%) and Application Manager,N,Neuchâtel
Global IT System Integration Manager (m/f) 100%,Medela AG,Baar,Global IT System Integration (m / f) 100%,N,Zug
"Angular Web Developer, 6 Month Contract, Baden",The Stamford Group AG,Baden,"Angular Web Developer, 6 Month Contract, Baden",N,Aargau
Expert Network Engineer,Avectris AG,Baden,Expert Network Engineer,N,Aargau
Partner Manager,Avectris AG,Baden,partner Manager,N,Aargau
SAP CRM Lead,Avectris AG,Baden,SAP CRM Lead,N,Aargau
SAP IDEX/EDM Lead,Avectris AG,Baden,SAP IDEX / EDM Lead,N,Aargau
SAP Utilities Lead (IS-U),Avectris AG,Baden,SAP Utilities Lead (IS-U),N,Aargau
Senior Consultant SAP for Utilities FI-CA,Avectris AG,Baden,Senior Consultant SAP for Utilities FICA,N,Aargau
App Engineer (Application Developer / Business Analyst Trading and Asset Management),Bank J. Safra Sarasin AG,Basel,App Engineer (Application Developer / Business Analyst Trading and Asset Management),N,Basel
CRM Manager,MCH Group AG,Basel,CRM Manager,N,Basel
Data Analyst/-Scientist,MCH Group AG,Basel,Data Analyst / -Scientist,N,Basel
Digital Product Owner,MCH Group AG,Basel,Digital Product Owner,N,Basel
ICT Architect (100 %),Bank CIC (Schweiz) AG,Basel,ICT Architect (100%),N,Basel
ICT Security- / Netzwerkspezialist (100 %),Bank CIC (Schweiz) AG,Basel,ICT security / network specialist (100%),N,Basel
Java Engineer w/m (Back- und Frontend),a & u Kaderberatung AG,Basel,Java Engineer w / m (back- and front-end),N,Basel
Java Supporter / Entwickler,Aequor Consulting GmbH,Basel,Java Supporter / Developer,N,Basel
Junior Data Modeler MES (m/f),Datalynx AG,Basel,Junior Data Modeler MES (m / f),N,Basel
Junior Mediamatiker oder Webpublisher 20-50% m/w (Joomla & WordPress),Masterhomepage GmbH,Basel,Junior Mediamatiker or Webpublisher 20-50% w / w (Joomla & Wordpress),N,Basel
PHP Backend Developer (m/w),BackOffice AG,Basel,PHP backend Developer (m / f),N,Basel
Projektleiter/in IT Infrastruktur 100%,WIR Bank Genossenschaft,Basel,Project Manager / IT infrastructure 100%,N,Basel
SAP SCM Inhouse Consultant (m/f/x),Oettinger Davidoff AG,Basel,SAP SCM house consultant (m / f / x),N,Basel
Senior IT-Tester (w/m),Unicada AG,Basel,Senior IT Tester (m / f),N,Basel
ServiceNow Architect / Transition Manager,TechMahindra,Basel,ServiceNow Architect / Transition Manager,N,Basel
Software Engineer Java (m/w),Prevo-System AG,Basel,Software Engineer Java (m / w),N,Basel
Software Entwickler/Engineer (m/w) 100% - professional/senior,evado gmbh,Basel,Software Developer / Engineer (m / w) 100% - professional / senior,N,Basel
Validation Lead (m/f),Datalynx AG,Basel,Validation Lead (m / f),N,Basel
MDM SUPPORTER,execure ag,Basel BS,MDM SUPPORTER,N,Basel
PROGRAMMER,execure ag,Basel BS,PROGRAMMER,N,Basel
UX Designer / Applikation Engineer mit Projektleitungserfahrung (m/w) 80-100 % [Ref: 1321],Freestar-Informatik AG,Baselland,UX designer / engineer with project management application experience (m / w) 80-100% [Ref 1321],N,Basel
Solution Architect (w/m),Die Schweizerische Post,Bellinzona,Solution Architect (f / m),N,Ticino
Network/System-Engineer 100% (w/m),MST Systemtechnik AG,Belp,Network / System Engineer 100% (w / w),N,Bern
Account Manager / Sales Cyber Security 100%,United Security Providers AG,Bern,Account Manager / Sales Cyber ​​Security 100%,N,Bern
Applikation Engineer,Harvey Nash AG,Bern,application Engineer,N,Bern
Applikationsentwickler Fullstack oder Backend 80-100% (m/w/d),Hays (Schweiz) AG,Bern,Application developers full stack or backend 80-100% (w / w / d),N,Bern
ApplikationsentwicklerIn 80-100%,Wistar Informatik AG,Bern,ApplikationsentwicklerIn 80-100%,N,Bern
"Berufsbildner Webentwicklung, UX Design m/w (80% - 100%)",ICT Berufsbildungscenter AG,Bern,"Vocational trainer web development, UX Design m / w (80% - 100%)",N,Bern
Business Process Specialist Stammdaten SAP MDG (m/w),Die Schweizerische Post,Bern,Business Process Specialist Master Data SAP MDG (m / f),N,Bern
Camunda BPM Consultant,UMB AG,Bern,Camunda BPM Consultant,N,Bern
Consultant (m/w/d) Enterprise Architecture Management,MID GmbH,Bern,Consultant (m / w / d) Enterprise Architecture Management,N,Bern
Controller und Projektleiter,"Urs Ledermann & Partner AG, Bern",Bern,Controller project and,N,Bern
Customer Relationship Manager (80%),Feusi Bildungszentrum,Bern,Customer Relationship Manager (80%),N,Bern
Data Analyst,Comfone AG,Bern,Data analyst,N,Bern
"Data-Analyst / Wissenschaftliche Assistenz, 80-100 %",Swisstransplant,Bern,"Data Analyst / Research assistance, 80-100%",N,Bern
Development Test Engineer 80 - 100% (m/w),Comlab AG,Bern,Development Test Engineer 80-100% (w / w),N,Bern
Embedded Software Engineer (m/w),adesso Schweiz AG,Bern,Embedded Software Engineer (m / f),N,Bern
Enterprise Security Architect (m/w),Die Schweizerische Post,Bern,Enterprise Security Architect (m / w),N,Bern
ERP Lead Developer / DevOps 80-100% (w/m),p3b AG,Bern,ERP Lead Developer / DevOps 80-100% (w / m),N,Bern
ERP Lead Developer / DevOps 80-100% (w/m),p3b AG,Bern,ERP Lead Developer / DevOps 80-100% (w / m),N,Bern
ERP-/CRM-/DYNAMICS-CONSULTANT (m/w),mühlemann IT-personal ag,Bern,ERP / CRM / DYNAMICS CONSULTANT (m / w),N,Bern
ETL developer with focus on Oracle PL/SQL,ITech Consult AG,Bern,ETL developer with focus on Oracle PL / SQL,N,Bern
"Fachspezialist/in Web, IT, GIS und Content 80%",Stiftung SchweizMobil,Bern,"Specialist / in Web, IT, GIS and content 80%",N,Bern
Frontend Software Engineer,AdNovum Informatik AG,Bern,Frontend Software Engineer,N,Bern
Fullstack EntwicklerIn 80 - 100% (m/w),Wistar Informatik AG,Bern,Full stack EntwicklerIn 80-100% (w / w),N,Bern
ICT Process Manager (w/m),Die Schweizerische Post,Bern,ICT Process Manager (m / f),N,Bern
INHOUSE ICT SECURITY CONSULTANT (m/w),mühlemann IT-personal ag,Bern,INHOUSE ICT security consultant (m / f),N,Bern
IPX Signalling Engineer 100%,Comfone AG,Bern,IPX Signaling Engineer 100%,N,Bern
IT Business Analyst - Bern (m/w),yellowshark AG,Bern,IT Business Analyst - Bern (m / f),N,Bern
IT Projekt Manager Datenaustausch (m/w) 100%,yellowshark AG,Bern,IT Project Manager Data Exchange (m / w) 100%,N,Bern
IT System und Network Engineers,swisselect ag,Bern,IT System and Network Engineers,N,Bern
Java Developer,Sopra Steria AG,Bern,Java Developer,N,Bern
Junior - Fachspezialist Automatisierung / Intralogistik (M/W),Die Schweizerische Post,Bern,Junior - Specialist Automation / intralogistics (M / F),N,Bern
Junior/Mittelstufe/Senior Radio Network Engineer,cirrus44 GmbH,Bern,Junior / Intermediate / Senior Radio Network Engineer,N,Bern
Junior/Mittelstufe/Senior Radio Network Engineer,cirrus44 GmbH,Bern,Junior / Intermediate / Senior Radio Network Engineer,N,Bern
Junior/Mittelstufe/Senior Radio Network Engineer,cirrus44 GmbH,Bern,Junior / Intermediate / Senior Radio Network Engineer,N,Bern
Lead Expert Java,ERNI Schweiz AG,Bern,Lead Expert Java,N,Bern
Mitarbeiter Fieldservice (m/w) 100%,Alteco Informatik AG,Bern,Staff Field Service (m / w) 100%,N,Bern
Network Security Operator (Junior) 60 bis 100%,United Security Providers AG,Bern,Security Network Operator (Junior) 60 to 100%,N,Bern
Network Support - LAN/WAN,RM IT Professional Resources AG,Bern,Network Support - LAN / WAN,N,Bern
Platform Engineer Container Technologies - Bereich Digital & Innovation (m/w),adesso Schweiz AG,Bern,Platform Engineer Container Technologies - the Digital & Innovation (m / f),N,Bern
Product-Manager IT und Teamleiter (fachlich),"Urs Ledermann & Partner AG, Bern",Bern,Product Manager IT and team leader (technical),N,Bern
Professional Software Engineer in Java/Web-Applikationen,Noser Engineering AG,Bern,Professional Software Engineer in Java / Web applications,N,Bern
Programmierer oder Junior-Analyst quantitative Aktienbewertungsmodelle (m/w) 80 - 100 %,Valiant Bank AG,Bern,Junior programmer or analyst quantitative stock valuation models (m / w) 80-100%,N,Bern
Projektleiter/in Public 80-100%,AKROS AG,Bern,Project Manager / Public in 80-100%,N,Bern
React Developer,Comfone AG,Bern,React Developer,N,Bern
Release- und Testmanager (w/m) 80-100%,p3b ag,Bern,Release and Test Manager (w / w) 80-100%,N,Bern
Requirements Engineer (m/w/d) 80-100%,Identitas AG,Bern,Requirements Engineer (m / w / d) 80-100%,N,Bern
SAP Solution Manager Spezialist,ITech Consult AG,Bern,SAP Solution Manager Specialist,N,Bern
Scrum Master (m/w),Die Schweizerische Post,Bern,Scrum Master (m / w),N,Bern
Semantic Web Consultant,Trivadis AG,Bern,Semantic Web Consultant,N,Bern
Senior Fullstack SW Developer (m/w) - Projekteinsatz,yellowshark,Bern,Senior Full Stack SW Developer (m / f) - project work,N,Bern
Senior Risikomanager IT m/w/d (80-100%),Eidgenössische Finanzmarktaufsicht FINMA,Bern,Senior Risk Manager IT m / w / d (80-100%),N,Bern
Senior Risikomanager IT m/w/d (80-100%),Eidgenössische Finanzmarktaufsicht FINMA,Bern,Senior Risk Manager IT m / w / d (80-100%),N,Bern
Senior Software Engineer (m/f) @ IBM CIC,IBM Client Innovation Center Switzerland,Bern,Engineer (m / f) @ IBM CIC Senior Software,N,Bern
Senior Software Engineer Java,ERNI Schweiz AG,Bern,Senior Software Engineer Java,N,Bern
Senior Software Engineer JVM,Unic AG,Bern,Senior Software Engineer JVM,N,Bern
SENIOR SYSTEM ENGINEER AZURE (m/w),mühlemann IT-personal ag,Bern,SENIOR SYSTEM ENGINEER AZURE (m / w),N,Bern
Senior Technical Consultant (m/w) 100%,yellowshark AG,Bern,Senior Technical Consultant (m / w) 100%,N,Bern
Service Manager GEVER-System,Kanton Bern,Bern,Service Manager GEVER System,N,Bern
Software Engineer - Applications,RUAG,Bern,Software Engineer - Applications,N,Bern
Software Engineer 80 bis 100%,United Security Providers AG,Bern,Software Engineer 80 to 100%,N,Bern
Software Engineer JAVA/JEE 80-100%,AKROS AG,Bern,Software Engineer JAVA / JEE 80-100%,N,Bern
Software Entwickler JVM / Web Systeme,Unic AG,Bern,Software developers JVM / Web Systems,N,Bern
Software Entwickler JVM / Web Systeme,Unic AG,Bern,Software developers JVM / Web Systems,N,Bern
SQL / Sybase Datenbank-Spezialist/in,Universität Bern,Bern,SQL / Sybase database specialist / in,N,Bern
SQL / Sybase Datenbank-Spezialist/in 80-100%,ProfiLogic AG,Bern,SQL / Sybase database specialist / in 80-100%,N,Bern
Test Automation Engineer,The Stamford Group AG,Bern,Test Automation Engineer,N,Bern
Verantwortungsvollen MS SQL-Datenbank Spezialisten (m/w) in Bern,Mathys & Scheitlin AG,Bern,Responsible MS SQL database specialists (m / w) in Bern,N,Bern
Testautomation Engineer (m/f),Robert Walters Finance & Accounting,Bern area,Test Automation Engineer (m / f),N,Bern
Test Automation Engineer 80-100%,AKROS AG,Bern oder Biel,Test Automation Engineer 80-100%,N,Bern
DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,Berne,.NET DEVELOPER BACKEND,N,Bern
DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,Berne,.NET DEVELOPER BACKEND,N,Bern
DÉVELOPPEUR BACKEND .NET,Randstad (Schweiz) AG,Berne,.NET DEVELOPER BACKEND,N,Bern
Payroll/HR-Spezialist für ERP-Beratung (w/m) 80-100%,p4b ag,Berner Seeland,Payroll / HR Specialist for ERP consulting (w / m) 80-100%,N,Bern
Java Software Engineer Debit Online,SIX Payment Services AG,Biel,Java Software Engineer Debit Online,N,Bern
Scrum Master,SIX Payment Services AG,Biel,Scrum Master,N,Bern
IT Digital Services Project Leader 100% (F/M),Swatch AG,Biel/Bienne,IT Digital Services Project Leader 100% (F / M),N,Bern
System- und Netzwerkspezialist (m/w),yellowshark AG,Biel/Bienne,System and network specialist (m / f),N,Bern
System-Ingenieur (m/w) 100% - Ingénieur système (h/f) 100%,Energie Service Biel/Bienne,Bienne,System-Ingenieur (w / w) 100% - System Engineer (m / f) 100%,N,Bern
Settlement Specialist,Avaloq Evolution AG,Bioggo,Settlement Specialist,N,Ticino
ICT-Supporter/Systemadministrator,ProtecData AG,Boswil,ICT Supporter / System Administrator,N,Aargau
Informatiker (w/m/d) zur Projektumsetzung & Mitarbeit im IT-Support-Team (international),TRUMPF Schweiz AG,Bottighofen,Computer (w / m / d) for the project implementation and cooperation in the IT support team (international),N,Thurgau
Grafiker 50 – 60% (m/w),Art of Work Personalberatung AG,Brugg,Grafiker 50 - 60% (m / m),N,Aargau
Controls Commissioning Engineer (m/w/d),Swisslog,Buchs AG,Controls Commissioning Engineer (m / w / d),N,Aargau
Java EE Software Engineer,Swisslog,Buchs AG,Java EE Software Engineer,N,Aargau
Lead Developer - Fullstack C# m/w - SICK System Engineering AG Buochs,SICK System Engineering AG,Buochs,Lead Developer - full stack C # m / w - SICK System Engineering AG Buochs,N,Nidwalden
PHP Web-Entwickler*in,Intersim AG,Burgdorf,PHP web developer in *,N,Bern
PHP Web-Entwickler*in TYPO3,Intersim AG,Burgdorf,PHP web developer * in TYPO3,N,Bern
"Web & Mobile Frontend Entwickler*in (JavaScript, HTML5, SCSS)",Intersim AG,Burgdorf,"Web & Mobile Frontend Developer * in (JavaScript, HTML5, SCSS)",N,Bern
Développeur d'applications junior,,Carouge,Junior Application Developer,N,Geneva
DMP Junior Specialist,Isobar,Carouge,DMP Junior Specialist,N,Geneva
Embedded Apllication Software Engineer,ID Quantique SA,Carouge,Embedded Software Engineer Apllication,N,Geneva
Intégrateur Archibus,QIM info,Carouge,Archibus integrator,N,Geneva
Salesforce Marketing Cloud Consultant,Isobar,Carouge,Salesforce Marketing Cloud Consultant,N,Geneva
Applicationmanager Customer Identity and Access (m/w),AMAG Group,Cham,Application Manager Customer Identity and Access (m / f),N,Zug
Applikation Consultant EWM (m/w),AMAG Group,Cham,Application Consultant EWM (m / w),N,Zug
Data Specialist Parts Sales (m/w),AMAG Group,Cham,Data Specialist Parts Sales (m / f),N,Zug
"ICT System Specialist, 100%, Chur",Würth ITensis,Chur,"ICT System Specialist, 100%, Chur",N,Graubünden
"SAP ERP / EWM ABAP Entwickler, 100%, Chur",Würth ITensis,Chur,"SAP ERP / EWM ABAP developers 100%, Chur",N,Graubünden
Développeur confirmé C# (WPF),Opale Solutions SA,Cologny,Developer confirmed C # (WPF),N,Geneva
Ingénieur en développement Microsoft .NET,Swiss Timing,Corgemont,Microsoft .NET Development Engineer,N,Bern
