Description,Employer,Location,Translation,Multiple,State
Informatik-Lernender EFZ Fachrichtung Systemtechnik (w/m),Centris AG,CH 4500 Solothurn,Computer science-Student EFZ specialty system technology (w / m),N,Solothurn
IT-Praktikanten (m/w/d) 100 %,dplan GmbH,CH 4500 Solothurn,Praktikanten IT (m / w / d) 100%,N,Solothurn
Junior IDM/IAM Engineer,Centris AG,CH 4500 Solothurn,Junior IDM/IAM Engineer,N,Solothurn
Lehrstelle als Informatiker/in EFZ Applikationsentwicklung 2020,WEBGEARING AG,CH 4500 Solothurn,Apprenticeship as / in EFZ Application Development in 2020,N,Solothurn
Linux System Engineer,Centris AG,CH 4500 Solothurn,Linux System Engineer,N,Solothurn
OpenShift Platform Engineer 80-100%,Centris AG,CH 4500 Solothurn,OpenShift Platform Engineer 80-100%,N,Solothurn
"Senior .NET Developer 100%, m/w",SASIS AG,CH 4500 Solothurn,"Senior .NET Developer 100%, m/w",N,Solothurn
Senior Application Manager für Digital Services,Centris AG,CH 4500 Solothurn,Senior Application Manager for Digital Services,N,Solothurn
Software Engineer .Net 60-100% (Per sofort oder nach Vereinbarung),XIMIQ AG,CH 4500 Solothurn,Software Engineer .Net 60-100% (immediately or by appointment),N,Solothurn
Web Developer Ninja mit PHP Power-Skillz,WEBGEARING AG,CH 4500 Solothurn,Web Developer Ninja mit PHP Power-Skillz,N,Solothurn
Senior Software Engineer,Intersys AG,CH 4528 Zuchwil,Senior Software Engineer,N,Solothurn
Junior System Engineer Infrastructure 60 - 100% (m/w),alphaTrust.ch ag,CH 4542 Luterbach,Junior System Engineer Infrastructure 60 - 100% (m/w),N,Solothurn
Java Software Entwickler,corix AG,CH 4562 Biberist,Java Software Developer,N,Solothurn
Web- und Applikationsentwickler / in,Paul Büetiger AG,CH 4562 Biberist,Web and application developers / in,N,Solothurn
System Engineer | Infrastructure Services,,CH 4563 Gerlafingen,System Engineer | Infrastructure Services,N,Solothurn
System Engineer | Network,,CH 4563 Gerlafingen,System Engineer | Network,N,Solothurn
Technologie Spezialist | SAP Basis,,CH 4563 Gerlafingen,Technology Specialists | SAP basis,N,Solothurn
Full-Stack Java/JavaScript Developer 80 - 100% (m/w),InfTec GmbH,CH 4573 Lohn-Ammannsegg,Full-Stack Java/JavaScript Developer 80 - 100% (m/w),N,Solothurn
"Frontend-Entwickler in, 100%",Eventfrog AG,CH 4600 Olten,Frontend developers in 100%,N,Solothurn
Google Cloud Data Engineer (m/f),Wabion AG,CH 4600 Olten,Google Cloud Data Engineer (m/f),N,Solothurn
Microservices-Software-Architekt,MySign AG,CH 4600 Olten,Micro Services Software Architect,N,Solothurn
"Professional Javascript-/Node-Entwickler in, 100%",Eventfrog AG,CH 4600 Olten,Professional javascript / Node developers in 100%,N,Solothurn
Software Engineer (m/f) für innovative Projekte mit modernen Web-Technologien,Wabion AG,CH 4600 Olten,Software Engineer (m / f) for innovative projects using modern web technologies,N,Solothurn
Web Software Engineer,MySign AG,CH 4600 Olten,Web Software Engineer,N,Solothurn
SAP Berater FI/CO (w/m),GIA Informatik AG,CH 4665 Oftringen,SAP Consultant FI / CO (w / m),N,Aargau
Praktikant/in Webentwicklung,business + design AG,CH 4712 Laupersdorf,Intern / in Web Development,N,Solothurn
IT-Security Engineer(in),,CH 4800 Zofingen,IT-Security Engineer(in),N,Aargau
IT-Security Spezialisten,,CH 4800 Zofingen,IT security specialist,N,Aargau
Cyber Security Engineer (w/m),terreActive AG,CH 5000 Aarau,Cyber Security Engineer (w/m),N,Aargau
Data Analyst mit IT Background (w/m),terreActive AG,CH 5000 Aarau,Data Analyst mit IT Background (w/m),N,Aargau
Developer Program Manager,,CH 5000 Aarau,Developer Program Manager,N,Aargau
Einstieg in die Cyber Security Welt,terreActive AG,CH 5000 Aarau,Entry into the World Cyber ​​Security,N,Aargau
Full Stack Software-Entwicklerin (80-100%),GEOWERKSTATT GmbH,CH 5000 Aarau,Full Stack Software Developer (80-100%),N,Aargau
Praktikant/in Web-Publisher (Mediamatiker/in) 80 -100%,Best-Finance GmbH,CH 5000 Aarau,Intern / in Web publishers (Mediamatiker / in) 80 -100%,N,Aargau
Security Consultant (w/m),terreActive AG,CH 5000 Aarau,Security Consultant (w/m),N,Aargau
Senior Application Engineer (w/m/x) 80 - 100%,Ingtes AG,CH 5000 Aarau,Senior Application Engineer (w/m/x) 80 - 100%,N,Aargau
Senior Frontend Engineer,,CH 5000 Aarau,Senior Frontend Engineer,N,Aargau
Software Entwickler (60-100%),Bitshifter GmbH,CH 5000 Aarau,Software Developer (60-100%),N,Aargau
Software-EntwicklerIn C#/.NET (80-100%),GEOWERKSTATT GmbH,CH 5000 Aarau,Software EntwicklerIn C # /. NET (80-100%),N,Aargau
Softwareentwickler,,CH 5000 Aarau,software developer,N,Aargau
Softwareentwickler/in InformatikerIn Systemtechnik,,CH 5000 Aarau,Software developers / Computer Scientist in Systems Engineering,N,Aargau
Web-Applikationsentwickler in Junior (w/m/x) 80 - 100%,Ingtes AG,CH 5000 Aarau,Web-Applikationsentwickler in Junior (w/m/x) 80 - 100%,N,Aargau
Web entwickler/in (80-100%),Previon Plus AG,CH 5000 Aarau,Web developer / in (80-100%),N,Aargau
Webentwickler/in mit Fokus Maintenance (80-100%),Previon Plus AG,CH 5000 Aarau,Web Developer / in focusing Maintenance (80-100%),N,Aargau
(Senior) Controls Software Engineer (m/w/d),Swisslog AG,CH 5033 Buchs AG,(Senior) Controls Software Engineer (m/w/d),N,Aargau
Informatiker als Entwickler (m/w/d) - Schwerpunkt JAVA/JEE,Swisslog AG,CH 5033 Buchs AG,Computer as a developer (m / f / d) - Focus JAVA / JEE,N,Aargau
Java EE Software Engineer,Swisslog AG,CH 5033 Buchs AG,Java software Engineer,N,Aargau
Junior Java Software Engineer,Swisslog AG,CH 5033 Buchs AG,Junior Java Software Engineer,N,Aargau
Junior Solutions Manager Pharmacy Automation,Swisslog AG,CH 5033 Buchs AG,Junior Solutions Manager Pharmacy Automation,N,Aargau
Mediamatiker/E-Commerce (m/w) 50%,,CH 5033 Buchs AG,Mediamatiker / E-Commerce (m / w) 50%,N,Aargau
SAP EWM Consultant (m/w),Swisslog AG,CH 5033 Buchs AG,SAP EWM Consultant (m / w),N,Aargau
Software Engineer,Swisslog AG,CH 5033 Buchs AG,Software Engineer,N,Aargau
Software Engineer (System Support Software),Swisslog AG,CH 5033 Buchs AG,Software Engineer (System Support Software),N,Aargau
Webdesigner (m/w),,CH 5033 Buchs AG,Web designer (m / w),N,Aargau
Communication Software Engineer,,CH 5200 Brugg AG,Communication Software Engineer,N,Aargau
Medical Software Engineer m/w (60-100%),Medivation AG,CH 5200 Brugg AG,Medical Software Engineer m/w (60-100%),N,Aargau
Senior Web Developer m/w (60-100%),Medivation AG,CH 5200 Brugg AG,Senior Web Developer m/w (60-100%),N,Aargau
Solution Consultant FSM,Coresystems AG,CH 5210 Windisch,Solution Consultant FSM,N,Aargau
UX/UI Designer,Coresystems AG,CH 5210 Windisch,UX / UI Designer,N,Aargau
Software Entwickler (m/w) C# .NET,RTM Systems AG,CH 5242 Lupfig,Software Developer (m / w) C # .NET,N,Aargau
Spezialist für IT Lösungen,AFS all-financial-solutions gmbh,CH 5242 Lupfig,Specialist for IT solutions,N,Aargau
Application Consultant SAP for Utilities,Avectris AG,CH 5400 Baden,Application Consultant SAP for Utilities,N,Aargau
Digital Designer 100 % (m/w),,CH 5400 Baden,Digital Designer 100 % (m/w),N,Aargau
Firewall Engineer,Avectris AG,CH 5400 Baden,Firewall Engineer,N,Aargau
"IT-Generalist/in, Standort Baden",,CH 5400 Baden,"IT Generalist / in, location Baden",N,Aargau
Karriereeinstieg ins IT Consulting,Avectris AG,CH 5400 Baden,Career entry into the IT Consulting,N,Aargau
Lehrstelle als Mediamatiker/in EFZ,,CH 5400 Baden,Apprenticeship as computer technicians / EFZ,N,Aargau
Praktikant E-Learning und digitale Medien (w/m),HK learning AG,CH 5400 Baden,Intern e-learning and digital media (w / m),N,Aargau
SAP CRM Lead,Avectris AG,CH 5400 Baden,SAP CRM Lead,N,Aargau
SAP System Engineer / Technology Consultant SAP Basis,Avectris AG,CH 5400 Baden,SAP System Engineer / Technology Consultant SAP Basis,N,Aargau
SAP System Engineer Basis,Avectris AG,CH 5400 Baden,SAP System Engineer Basis,N,Aargau
Security Engineer,Avectris AG,CH 5400 Baden,Security Engineer,N,Aargau
Senior Consultant SAP CRM,Avectris AG,CH 5400 Baden,Senior SAP CRM Consultant,N,Aargau
Senior Consultant SAP for Utilities FI-CA,Avectris AG,CH 5400 Baden,Senior Consultant SAP FI-CA Utilities,N,Aargau
Senior Infrastructure Architect,Avectris AG,CH 5400 Baden,Senior Infrastructure Architect,N,Aargau
Senior SAP Developer IS-U,Avectris AG,CH 5400 Baden,Senior SAP Developer IS-U,N,Aargau
Senior Solution Architect,Avectris AG,CH 5400 Baden,Senior Solution Architect,N,Aargau
Software Engineer m/w (80% bis 100%),Grand Casino Baden AG,CH 5400 Baden,Software Engineer m / w (80% to 100%),N,Aargau
Solution Architekt,andrion ag,CH 5400 Baden,Solution architect,N,Aargau
Solution Berater,andrion ag,CH 5400 Baden,Solution consultant,N,Aargau
Solution Engineer,andrion ag,CH 5400 Baden,Solution Engineer,N,Aargau
Storage Senior System Engineer,Avectris AG,CH 5400 Baden,Storage Senior System Engineer,N,Aargau
Oracle e-Clinical Solutions Consultant,,CH 5404 Baden-Dättwil,Oracle e-Clinical Solutions Consultant,N,Aargau
Elektronik-Entwicklungsingenieur (FH/ETH),,CH 5405 Baden,Electronics Development Engineer (FH / ETH),N,Aargau
Hardware-Entwicklerin/Hardware-Entwickler,Syslogic Datentechnik AG,CH 5405 Baden-Dättwil,Hardware developer / hardware developers,N,Aargau
Informatiker/in - Systemadministrator,,CH 5405 Dättwil AG,Computer / in - System Administrator,N,Aargau
Junior Full-Stack Software Developer (w/m) 80 - 100%,iNovitas AG,CH 5405 Dättwil AG,Junior Full-Stack Software Developer (w/m) 80 - 100%,N,Aargau
Software Engineer (Back-End) (m/w) 80-100%,app-room GmbH,CH 5405 Dättwil AG,Software Engineer (Back-End) (m/w) 80-100%,N,Aargau
Data Analyst,,CH 5430 Wettingen,Data Analyst,N,Aargau
Java EBX Entwickler,,CH 5430 Wettingen,Java developers EBX,N,Aargau
Java Entwickler,Global Pension Solutions GmbH,CH 5430 Wettingen,Java Developers,N,Aargau
JUNIOR SECURITY ENGINEER @execure ag,Swiss IT Security AG,CH 5430 Wettingen,JUNIOR SECURITY ENGINEER @execure ag,N,Aargau
JUNIOR SECURITY ENGINEER @execure ag,execure ag,CH 5430 Wettingen,JUNIOR SECURITY ENGINEER @execure ag,N,Aargau
MDM Solution Expert,,CH 5430 Wettingen,MDM Solution Expert,N,Aargau
PROGRAMMER @execure ag,Swiss IT Security AG,CH 5430 Wettingen,PROGRAMMER @execure ag,N,Aargau
PROGRAMMER @execure ag,execure ag,CH 5430 Wettingen,PROGRAMMER @execure ag,N,Aargau
Entwicklungsingenieur (m/w),Taracell AG,CH 5444 Künten,Engineer (m / f),N,Aargau
Applikationssupport ERP und Dokumentenmanagement (m/w) 60%-100%,Allix GmbH,CH 5504 Othmarsingen,ERP application support and document management (m / w) 60% -100%,N,Aargau
Informatiker Fachrichtung Applikationsentwicklung (m/w) 100%,Allix GmbH,CH 5504 Othmarsingen,Computer specialty application development (m / w) 100%,N,Aargau
Informatiker Fachrichtung Systemtechnik (m/w) 100%,Allix GmbH,CH 5504 Othmarsingen,Computer system Specialization (m / w) 100%,N,Aargau
Designer Visuelle-Kommunikation m/w - mit Schwerpunkt Orientierungsdesign,,CH 5600 Lenzburg,Designer Visual Communication m / w - with a focus on guidance system,N,Aargau
Network Engineer 80 - 100% (m/w),HINT AG,CH 5600 Lenzburg,Network Engineer 80 - 100% (m/w),N,Aargau
Netzwerk-Techniker im Aussendienst Deutsch-Schweiz,LogTIS GmbH,CH 5606 Dintikon,Network technicians working in the field German-Switzerland,N,Aargau
MitarbeiterInnen im Kühllager (+4 C) ca. 30 % Pensum,FFF Fresh & Frozen Food AG,CH 5610 Wohlen AG,Staff in cold storage (+4 C) 30% quota,N,Aargau
Software Ingenieur,,CH 5702 Niederlenz,software engineer,N,Aargau
"IT Application Manager / WirtschaftsinformatikerIn (m/w/d, 100%)",Mammut Sports Group AG,CH 5703 Seon,"IT Application Manager / Business and Computer Science (m / w / d, 100%)",N,Aargau
"Senior Material Developer (m/w/d, 100%)",Mammut Sports Group AG,CH 5703 Seon,"Senior Material Developer (m/w/d, 100%)",N,Aargau
IT-System- & Netzwerktechniker 80-100% (w/m),,CH 5726 Unterkulm,IT system & network engineer 80-100% (w / w),N,Aargau
Software Engineer 80-100% (w/m),,CH 5726 Unterkulm,Software Engineer 80-100% (w/m),N,Aargau
Entwicklungsingenieur SPS-Programmierung,bürge-fischer ag,CH 5745 Safenwil,Development Engineer PLC programming,N,Aargau
"Lehrstelle als Informatiker EFZ, Applikationsentwicklung (m/w/d)",Messerli Informatik AG,CH 8957 Spreitenbach,"Apprenticeship as a computer EFZ, application development (f / m / d)",N,Aargau
"Lehrstelle als Informatiker EFZ, Richtung Systemtechnik (m/w/d)",Messerli Informatik AG,CH 8957 Spreitenbach,"Apprenticeship as a computer EFZ, System Technology (m / w / d)",N,Aargau
Softwareingenieur C# (w/m/d),Messerli Informatik AG,CH 8957 Spreitenbach,Softwareingenieur C# (w/m/d),N,Aargau
"(Senior) Citrix System Engineer, 80-100%",Netree AG,Däniken,"(Senior) Citrix System Engineer, 80-100%",N,Solothurn
SAP Basis Technologie Spezialist (m/w) 80 - 100%,Somnitec AG,Gerlafingen,SAP Basis Technology Specialist (m / w) 80 - 100%,N,Solothurn
Business Analyst/-in SAP CO,ETA,Grenchen,Business Analyst/-in SAP CO,N,Solothurn
ICT-Applikationsmanager/-in Sorting Systems,Die Schweizerische Post,Härkingen,ICT-Applikationsmanager/-in Sorting Systems,N,Solothurn
Service Manager/-in,Die Schweizerische Post,Härkingen,Service Manager/-in,N,Solothurn
Service Manager/-in,Die Schweizerische Post,Härkingen,Service Manager/-in,N,Solothurn
Junior Sales / Berater Cloud ERP Business Software,myfactory Software Schweiz AG,Hunzenschwil,Junior Sales / Consultant Cloud ERP Business Software,N,Aargau
Validation Lead (m/f),Datalynx AG,Kaiseraugst,Validation Lead (m/f),N,Aargau
Software Entwickler .NET – IT-Unternehmen,Gfeller Consulting & Partner AG,Kanton Solothurn,Software Developer .NET - IT companies,N,Solothurn
Integration Services Developer 80 - 100%,finnova AG Bankware,Lenzburg,Integration Services Developer 80 - 100%,N,Aargau
Software Engineer 80 - 100%,finnova AG Bankware,Lenzburg,Software Engineer 80 - 100%,N,Aargau
Software Entwickler (m/w) 80% - 100%,VIS Consulting AG,Lenzburg,Software Developer (m / w) 80% - 100%,N,Aargau
Technical Operation Manager,finnova AG Bankware,Lenzburg,Technical Operation Manager,N,Aargau
Integration Services Developer 80 - 100%,finnova AG,Lenzburg AG,Integration Services Developer 80 - 100%,N,Aargau
Software Engineer 80 - 100%,finnova AG,Lenzburg AG,Software Engineer 80 - 100%,N,Aargau
Mediamatiker (m/w),Frama Suisse AG,Lupfig,Mediamatiker (w / w),N,Aargau
OT-CSIRT Senior Incident Responder m/w 80% - 100%,Axpo WZ-Systems AG,Lupfig,OT-CSIRT Senior Incident Responder m/w 80% - 100%,N,Aargau
IT Projektleiter ERP (m/w),yellowshark AG,Luzern,IT Projektingenieur ERP (m / w),N,Luzern
IT SERVICES & SOLUTIONS ARCHITECT (F/M) ZU BECHTLE.,Bechtle Schweiz AG,Mägenwil,IT SERVICES & SOLUTIONS ARCHITECT (F/M) ZU BECHTLE.,N,Aargau
IT-Supporter in (ICT-Techniker in) 80 - 100%,,Mägenwil,IT support in (ICT technicians in) 80 to 100%,N,Aargau
Junior Business Intelligence (BI) Developer in,,Mägenwil,Junior Business Intelligence (BI) Developer in,N,Aargau
Software/Application Engineer (m/w) Digitales Bauen (VDC/BIM-Methode) Wissenschaftliche/r Mitarbeit,Fachhochschule Nordwestschweiz FHNW,Muttenz,Software / Application Engineer (m / f) Digital Construction (VDC / BIM method) Scientific / r employees,N,Basel
Linux System Engineer 80-100% (m/w),Medifilm AG,Oensingen,Linux System Engineer 80-100% (m/w),N,Solothurn
SAP Berater FI/CO (w/m),GIA Informatik AG,Oftringen,SAP Consultant FI / CO (w / m),N,Aargau
SAP-Berater / SAP Consultant Logistik (PP) (m/w),GIA Informatik AG,Oftringen,SAP Consultant / SAP Consultant Logistics (PP) (m / w),N,Aargau
SAP-Berater / SAP Consultant Logistik (PP/PS) (w/m),GIA Informatik AG,Oftringen,SAP Consultant / SAP Consultant Logistics (PP / PS) (w / m),N,Aargau
"Application Manager Full Time, 80%",camptocamp SA,Olten,"Application Manager Full Time, 80%",N,Solothurn
"Front End Developer Full Time, 80%",camptocamp SA,Olten,"Front End Developer Full Time, 80%",N,Solothurn
IT Generalist & Business Analyst (Contract-to-Hire),IQ PLUS AG,Olten,IT Generalist & Business Analyst (Contract-to-Hire),N,Solothurn
Senior Consultant Business Analyst ERP,Camptocamp SA,Olten,Senior Consultant Business Analyst ERP,N,Solothurn
JUNIOR NETWORK ENGINEER,Bechtle Schweiz AG,Pratteln,JUNIOR NETWORK ENGINEER,N,Basel
Senior Software Engineer für Web- und Mobileapplikationen (m/w) 100%,JLS DIGITAL AG,Raum Olten,Senior Software Engineer for Web and mobile applications (m / w) 100%,N,Solothurn
Embedded Software Entwickler C/C++ (m/w),swisselect ag,Raum Solothurn,Embedded Software Developer C / C ++ (m / f),N,Solothurn
ICT Supporter (m/w) 100%,mbb moser ag,Recherswil,ICT Supporter (m/w) 100%,N,Solothurn
Exklusiv - SAP Inhouse Berater Logistics (w/m/d),BROMsolutions AG Binningen BL,Region Aarau,Exclusive - SAP Inhouse Consultant Logistics (m / f / d),N,Aargau
Senior System Engineer (Inhouse),Nordwand Group AG,Region Aarau,Senior System Engineer (Inhouse),N,Aargau
Angular Frontend Developer/-in 80-100%,,Region Basel,Angular Frontend Developer/-in 80-100%,N,Basel
Hardware EntwicklerIn VHDL/FPGA 80-100%,Novotec Engineering AG,Region Zürich,Hardware EntwicklerIn VHDL / FPGA 80-100%,N,Zurich
Java Software Engineer 80-100%,Novotec Engineering AG,Region Zürich,Java Software Engineer 80-100%,N,Zurich
"Applikationsingenieur (m/w/d) Maschinenbau & Engineering, Reinach BL",,Reinach,"Application Engineer (m / w / d) Machine & Engineering, Reinach BL",N,Basel
Mediengestalter Digital & Print (m/w),Feldschlösschen Getränke AG,Rheinfelden,Digital Media Designer & Print (m / f),N,Aargau
Professional/Senior Software-Entwickler/in 70-100%,FIVE Informatik AG,Schönbühl,Professional / Senior Software Developer / in 70-100%,N,Bern
Applikationsentwickler BI/DWH,ESPRIT  Netzwerk AG,Solothurn,Applikationsentwickler BI / DWH,N,Solothurn
Business Analyst E-Claim Plus,Centris AG,Solothurn,Business Analyst E-Claim Plus,N,Solothurn
Informatik-Lernende/r EFZ Fachrichtung Applikationsentwicklung,Centris AG,Solothurn,Computer science learners / r EFZ specializing in application development,N,Solothurn
Interaction Designer (UI/UX) (40-80%),Sitewerk Digital Solutions GmbH,Solothurn,Interaction Designer (UI/UX) (40-80%),N,Solothurn
IT-Solution Architekt (m/w),ESPRIT  Netzwerk AG,Solothurn,IT Solution Architect (m / w),N,Solothurn
IT-Solution Architekt (m/w),ESPRIT  Netzwerk AG,Solothurn,IT Solution Architect (m / w),N,Solothurn
Requirements Engineer Frontend,Centris AG,Solothurn,Requirements Engineer Frontend,N,Solothurn
Security Officer,ESPRIT  Netzwerk AG,Solothurn,Security Officer,N,Solothurn
Senior Application Manager für Digital Services,Centris AG,Solothurn,Senior Application Manager for Digital Services,N,Solothurn
System technician at Microsoft w/m,"Universal-Job AG, Solothurn",Solothurn,System technician at Microsoft w/m,N,Solothurn
Testmanager (w/m),swisselect ag,Solothurn,Testmanager (w/m),N,Solothurn
Cyber Security Engineer w/m,ITRIS Enterprise AG,Spreitenbach,Cyber Security Engineer w/m,N,Schwyz
Presales Datacenter (m/w),DataStore AG,Spreitenbach,Presales Datacenter (m/w),N,Schwyz
Presales Security (w/m),DataStore AG,Spreitenbach,Presales Security (w/m),N,Schwyz
