Description,Employer,Location,Translation,Multiple,State
CONSULTANT (M/W/D) - SAP ANALYTICS CONSULTANT (M/W/D) - Rapperswil,CubeServ AG,CH 8640 Rapperswil SG,CONSULTANT (M / W / D) - SAP Analytics CONSULTANT (M / W / D) - Rapperswil,N,Sankt Gallen
CONSULTANT (M/W/D) - SAP Business Objects,CubeServ AG,CH 8640 Rapperswil SG,CONSULTANT (M / W / D) - SAP Business Objects,N,Sankt Gallen
CONSULTANT (M/W/D) - SAP Enterprise Planning,CubeServ AG,CH 8640 Rapperswil SG,CONSULTANT (M / W / D) - SAP Enterprise Planning,N,Sankt Gallen
CONSULTANT (M/W/D) - SAP HANA / Web / Cloud,CubeServ AG,CH 8640 Rapperswil SG,CONSULTANT (M / W / D) - SAP HANA / Web / Cloud,N,Sankt Gallen
DEVELOPER (M/W/D) SAP UI5,CubeServ AG,CH 8640 Rapperswil SG,DEVELOPER (M / W / D) SAP UI5,N,Sankt Gallen
SENIOR ARCHITECT / DEVELOPER (M/W/D) - SAP UI5,CubeServ AG,CH 8640 Rapperswil SG,SENIOR ARCHITECT / DEVELOPER (M / W / D) - SAP UI5,N,Sankt Gallen
"SENIOR ARCHITECT / DEVELOPER (M/W/D) - SAP UI5, HANA, ABAP",CubeServ AG,CH 8640 Rapperswil SG,"SENIOR ARCHITECT / DEVELOPER (M / W / D) - SAP UI5, HANA, ABAP",N,Sankt Gallen
SENIOR CONSULTANT (M/W/D) - SAP Basis,CubeServ AG,CH 8640 Rapperswil SG,Senior Consultant (M / W / D) - SAP Basis,N,Sankt Gallen
SENIOR CONSULTANT (M/W/D) - SAP BUSINESS OBJECTS,CubeServ AG,CH 8640 Rapperswil SG,Senior Consultant (M / W / D) - SAP BUSINESS OBJECTS,N,Sankt Gallen
SENIOR CONSULTANT (M/W/D) - SAP HR ANALYTICS & BI,CubeServ AG,CH 8640 Rapperswil SG,Senior Consultant (M / W / D) - SAP HR & ANALYTICS BI,N,Sankt Gallen
SENIOR CONSULTANT (M/W/D) - SAP PLANNING APPLICATIONS,CubeServ AG,CH 8640 Rapperswil SG,Senior Consultant (M / W / D) - SAP PLANNING APPLICATIONS,N,Sankt Gallen
SENIOR DEVELOPER (M/W/D) - SAP HANA / Web / Cloud,CubeServ AG,CH 8640 Rapperswil SG,SENIOR DEVELOPER (M / W / D) - SAP HANA / Web / Cloud,N,Sankt Gallen
3D System Architect for Automotive,ams International AG,CH 8645 Jona,3D Systems Architect for Automotive,N,Zurich
"Engineer, C++ Software",ams International AG,CH 8645 Jona,"Engineer, C ++ Software",N,Zurich
"Engineer, Software - Driver",ams International AG,CH 8645 Jona,"Engineer, Software - Driver",N,Zurich
Senior Analog Design Engineer,ams International AG,CH 8645 Jona,Senior Analog Design Engineer,N,Zurich
"Senior Staff Engineer, C++ Software",ams International AG,CH 8645 Jona,"Senior Staff Engineer, C ++ Software",N,Zurich
Senior SW Developer (testing),ams International AG,CH 8645 Jona,Senior SW Developer (testing),N,Zurich
Staff Analog Design Engineer,ams International AG,CH 8645 Jona,Staff Analog Design Engineer,N,Zurich
"Staff Engineer, C++ Software",ams International AG,CH 8645 Jona,"Staff Engineer, C ++ Software",N,Zurich
Junior Informatiker m/w (100%),Glaronia Informatik AG,CH 8750 Glarus,Junior Computer m / w (100%),N,Glarus
"Network engineer (Part-time position, 20%)",,CH 8775 Luchsingen,"Network engineer (Part-time position, 20%)",N,Glarus
UX/UI Web Designer/Entwickler,aXcelerate-Solutions AG,CH 8866 Ziegelbrücke,UX / UI Web Designer / Developer,N,Sankt Gallen
Software-Entwicklungsingenieur,,CH 8890 Flums,Software Development Engineer,N,Sankt Gallen
Front End Developer (f/m/d),Haufe-umantis AG,CH 9000 St. Gallen,Front End Developer (f / m / d),N,Sankt Gallen
Frontend Engineer,Frontify AG,CH 9000 St. Gallen,frontend Engineer,N,Sankt Gallen
Full Stack Developer,Frontify AG,CH 9000 St. Gallen,Full Stack Developer,N,Sankt Gallen
Gesucht IT Talente,SEP IT AG,CH 9000 St. Gallen,Wanted IT talent,N,Sankt Gallen
Interface Designer,Frontify AG,CH 9000 St. Gallen,interface Designer,N,Sankt Gallen
Security System Engineer (100%),Ceruno AG,CH 9000 St. Gallen,Security System Engineer (100%),N,Sankt Gallen
Software Developer (PHP),Frontify AG,CH 9000 St. Gallen,Software Developer (PHP),N,Sankt Gallen
UX Designer,Frontify AG,CH 9000 St. Gallen,UX Designer,N,Sankt Gallen
Applikationsentwickler/-in ASP.NET(C#/VB.NET),,CH 9004 St. Gallen,Application developers / -in ASP.NET (C # / VB.NET),N,Sankt Gallen
Entwickler/Webpublisher/in,Klang und Kleid GmbH,CH 9004 St. Gallen,Developer / web publisher / in,N,Sankt Gallen
"Mitarbeiter im Bereich Elektro CAD, SPS Programmierung und .NET C#",Insoft Systems AG,CH 9006 St. Gallen,"Employees in the electrical CAD, PLC programming and .NET C #",N,Sankt Gallen
PhD Position Machine Learning for Data Management,CDQ AG,CH 9008 St. Gallen,PhD position Machine Learning for Data Management,N,Sankt Gallen
Software Engineer 100%,Grossenbacher Systeme AG,CH 9008 St. Gallen,Software Engineer 100%,N,Sankt Gallen
Supporter/in Multimedia (max. 5%),Gewerbliches Berufs- und Weiterbildungszentrum St.Gallen,CH 9012 St. Gallen,Supporter / in Multimedia (max. 5%),N,Sankt Gallen
C++ Entwickler für Big Data & Web Backend Lösungen,,CH 9014 St. Gallen,C ++ developer for Big Data & Web back-end solutions,N,Sankt Gallen
Entwicklungsingenieur Elektronik / Mikroelektroniker für Drohnenentwicklung,,CH 9014 St. Gallen,Design Engineer Electronics / microelectronics engineers for drone development,N,Sankt Gallen
Frontend-Entwickler/in (80 - 100 %),,CH 9014 St. Gallen,Front End Developer / in (80 - 100%),N,Sankt Gallen
IT Spezialist,,CH 9014 St. Gallen,IT-specialist,N,Sankt Gallen
Lehrstelle als Informatiker/in EFZ,,CH 9014 St. Gallen,Apprenticeship as / in EFZ,N,Sankt Gallen
Praktikant/in Mediamatiker (80 - 100 %),,CH 9014 St. Gallen,Intern / in Mediamatiker (80 - 100%),N,Sankt Gallen
Praktikum in der meteorologischen Softwareentwicklung,,CH 9014 St. Gallen,Internship at the meteorological software development,N,Sankt Gallen
Web Entwickler für Wetter Visualisierungen,,CH 9014 St. Gallen,Web developer for weather visualizations,N,Sankt Gallen
Application Engineer Publishing-Systeme (m/w),Topix AG,CH 9015 St. Gallen,Application Engineer publishing systems (m / f),N,Sankt Gallen
Java Senior Software Engineer 100% - Wallisellen,Adcubum AG,CH 9015 St. Gallen,Java Senior Software Engineer 100% - Wallisellen,N,Sankt Gallen
Java Senior Software Engineer 80-100% - St. Gallen,Adcubum AG,CH 9015 St. Gallen,Java Senior Software Engineer 80-100% - St. Gallen,N,Sankt Gallen
Lehrstelle als Informatiker/in,,CH 9015 St. Gallen,Apprenticeship as / in,N,Sankt Gallen
Senior Software Engineer 100% - Zagreb,Adcubum AG,CH 9015 St. Gallen,Senior Software Engineer 100% - Zagreb,N,Sankt Gallen
Software / Data-Engineer Schnittstellen- und Reports (100% / m/w),Complementa AG,CH 9015 St. Gallen,Software / Data Engineer interface and reports (100% / m / w),N,Sankt Gallen
Consultant Abacus AbaBau 100% (w/m),ALL CONSULTING AG,CH 9016 St. Gallen,Consultant Abacus AbaBau 100% (w / w),N,Sankt Gallen
Consultant Abacus Finanzen 100% (m/w),ALL CONSULTING AG,CH 9016 St. Gallen,Consultant Abacus Finance 100% (w / w),N,Sankt Gallen
ERP-Project Manager,Alpha Solutions AG,CH 9016 St. Gallen,ERP Project Manager,N,Sankt Gallen
Junior Software Developer,Alpha Solutions AG,CH 9016 St. Gallen,Junior Software Developer,N,Sankt Gallen
Senior Consultant Abacus AbaProject / Abea 100% (w/m),ALL CONSULTING AG,CH 9016 St. Gallen,Senior Consultant Abacus AbaProject / Abea 100% (w / w),N,Sankt Gallen
Senior Software Engineer,Alpha Solutions AG,CH 9016 St. Gallen,Senior Software Engineer,N,Sankt Gallen
Software Engineer m/w,Intellion AG,CH 9016 St. Gallen,Software Engineer m / f,N,Sankt Gallen
"SoftwareentwicklerIn FH Elektromobilität (80-100%, m/w)",Durot Electric GmbH,CH 9016 St. Gallen,"Software Developer FH electric mobility (80-100%, m / w)",N,Sankt Gallen
Full Stack Web Developer (80-100%),Webstobe GmbH,CH 9050 Appenzell,Full Stack Web Developer (80-100%),N,Appenzell Innerrhoden
Senior Software Engineer (m/w),,CH 9050 Appenzell,Senior Software Engineer (m / f),N,Appenzell Innerrhoden
Werkstudent Softwareentwicklung (m/w) (Pensum nach Absprache),,CH 9053 Teufen,Werkstudent Software Development (m / w) (workload on agreement),N,Appenzell Ausserrhoden
"Software Engineer (Ruby on Rails/JS) (m/w, 100%)",,CH 9053 Teufen AR,"Software Engineer (Ruby on Rails / JS) (m / w, 100%)",N,Appenzell Ausserrhoden
Frontend Developer / Web Developer 80-100% (m/w),,CH 9100 Herisau,Frontend Developer / Web Developer 80-100% (w / w),N,Appenzell Ausserrhoden
Java / Web Developer 80-100% (m/w),,CH 9100 Herisau,Java / Web Developer 80-100% (w / w),N,Appenzell Ausserrhoden
PHP-Programmierer,,CH 9100 Herisau,PHP Programmer,N,Appenzell Ausserrhoden
Senior Java / Web Developer 80-100% (m/w),,CH 9100 Herisau,Senior Java / Web Developer 80-100% (w / w),N,Appenzell Ausserrhoden
Software Developer Java / Integration 80-100% (m/w),,CH 9100 Herisau,Software Developer Java / integration 80-100% (w / w),N,Appenzell Ausserrhoden
Touristische Produkt- & Dienstleistungs-Entwicklung (80-100%),,CH 9100 Herisau,Tourist Product and service development (80-100%),N,Appenzell Ausserrhoden
ICT-Fachmann/Fachfrau EFZ,AR Informatik AG,CH 9102 Herisau,ICT specialist / specialist EFZ,N,Appenzell Ausserrhoden
Informatiker / Netzwerktechniker (m/w),,CH 9200 Gossau,Computer / network engineers (m / f),N,Sankt Gallen
Webcrack - Webentwickler/in - Webdesigner/in 60-100%,,CH 9220 Bischofszell,Webcrack - Web Developer / in - Web designer / in 60-100%,N,Thurgau
Entwicklungsingenieur,Büchi Labortechnik AG,CH 9230 Flawil,development engineer,N,Sankt Gallen
Internship Data Science,Büchi Labortechnik AG,CH 9230 Flawil,Internship data science,N,Sankt Gallen
Senior Software Entwickler,Büchi Labortechnik AG,CH 9230 Flawil,Senior Software Developer,N,Sankt Gallen
Ausbildung zum/-r Java Software-Entwickler/-in,Abacus Research AG,CH 9300 Wittenbach,Training to / r Java Software Developer / -in,N,Sankt Gallen
Senior Software Engineer mit fachlicher Verantwortung (m/w),Abacus Research AG,CH 9300 Wittenbach,Senior Software Engineer with professional responsibility (m / f),N,Sankt Gallen
Software Application Engineer,Abacus Research AG,CH 9300 Wittenbach,Software Application Engineer,N,Sankt Gallen
Software Application Engineer Electronic Banking,Abacus Research AG,CH 9300 Wittenbach,Software Application Engineer Electronic Banking,N,Sankt Gallen
Software Application Engineer für das Programm Produktionsplanung und- steuerung,Abacus Research AG,CH 9300 Wittenbach,Software Application Engineer and- for the program production planning control,N,Sankt Gallen
Software Application Engineer Lohnbuchhaltung,Abacus Research AG,CH 9300 Wittenbach,Software Application Engineer payroll,N,Sankt Gallen
Software Berater/in für das Programm Leistungs-/Projektabrechnung,Abacus Research AG,CH 9300 Wittenbach,Software Consultant / in for the program service / project management,N,Sankt Gallen
Software Berater/in für das Programm Liegenschaftsbewirtschaftung (AbaImmo),Abacus Research AG,CH 9300 Wittenbach,Software Consultant / in the program property management (AbaImmo),N,Sankt Gallen
Software Berater/in für die Programme Finanz- und Anlagebuchhaltung,Abacus Research AG,CH 9300 Wittenbach,Software Consultant / in for the programs financial and asset accounting,N,Sankt Gallen
Software Berater/in Lohnbuchhaltung/HR,Abacus Research AG,CH 9300 Wittenbach,Software Consultant / in payroll / HR,N,Sankt Gallen
Software Engineer AbaNinja,Abacus Research AG,CH 9300 Wittenbach,Software Engineer AbaNinja,N,Sankt Gallen
Engineer Data Analytics (m/w),,CH 9320 Arbon,Engineer Data Analytics (m / f),N,Thurgau
Senior Engineer Data Analytics (m/w),,CH 9320 Arbon,Senior Engineer Data Analytics (m / f),N,Thurgau
Senior System Engineer Linux / Converged Technologien (m/w),,CH 9320 Arbon,Senior System Engineer Linux / Converged Technologies (m / f),N,Thurgau
2-Jahres Praktikum als Informatiker Fachrichtung Systemtechnik ab August 2020,Variosystems AG,CH 9323 Steinach,2-year internship as a computer scientist specializing in systems engineering from August 2020,N,Sankt Gallen
Lehrstelle als Informatiker/in EFZ Fachrichtung Systemtechnik,Variosystems AG,CH 9323 Steinach,Apprenticeship as / in EFZ specializing in systems engineering,N,Sankt Gallen
Mitarbeiter IT-Infrastructure (m/w),Hügli Nährmittel AG,CH 9323 Steinach,Staff IT Infrastructure (m / w),N,Sankt Gallen
Entwicklungsingenieur Membrantechnologie (m/w),Sefar AG,CH 9410 Heiden,Development engineer membrane technology (m / f),N,Appenzell Ausserrhoden
Software-Entwickler (m/w),,CH 9422 Staad SG,Software Developer (m / f),N,Sankt Gallen
WEB DEVELOPER (m/w),,CH 9424 Rheineck,WEB DEVELOPER (m / w),N,Sankt Gallen
Hardware/Software Engineer (m/w),,CH 9435 Heerbrugg,Hardware / Software Engineer (m / f),N,Sankt Gallen
Software Engineer C++ Embedded (m/w),,CH 9435 Heerbrugg,Software Engineer C ++ Embedded (m / f),N,Sankt Gallen
Software Engineer for Metrology Sensors (f/m),,CH 9435 Heerbrugg,Software Engineer for Metrology sensor (f / m),N,Sankt Gallen
Informatik-Netzwerktechniker,,CH 9443 Widnau,Computer science network technician,N,Sankt Gallen
Wirtschaftsinformatiker für strategisches Datenmanagement (m/w),Coltène/Whaledent AG,CH 9450 Altstätten,Business data for strategic data management (m / f),N,Sankt Gallen
Ferienpraktikant Stammdatenpflege (w/m) 80-100%,,CH 9451 Kriessern,Self Intern master data maintenance (w / w) 80-100%,N,Sankt Gallen
Software-Entwickler C#.NET (m/w),,CH 9451 Kriessern,Software Developer C # .NET (m / w),N,Sankt Gallen
"ECM-Softwareentwickler/in, Oberriet (Schweiz)",,CH 9463 Oberriet,"ECM software developer / in, Oberriet (Switzerland)",N,Sankt Gallen
Entwicklungsingenieur für Leistungselektronik in der E-Mobilität (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,A development engineer for power electronics in the e-Mobility (m / h / d),N,Sankt Gallen
Entwicklungsingenieur Mechanik (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Mechanical Engineer (m / w / d),N,Sankt Gallen
Functional Safety Engineer nach ISO 26262 (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Functional Safety Engineer according to ISO 26262 (w / m / d),N,Sankt Gallen
Functional Safety Engineer nach ISO 26262 (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Functional Safety Engineer according to ISO 26262 (w / m / d),N,Sankt Gallen
Senior Embedded Hardware Engineer (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Senior Embedded Hardware Engineer (m / w / d),N,Sankt Gallen
Senior Entwicklungsingenieur Leistungselektronik (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Senior Engineer power electronics (m / w / d),N,Sankt Gallen
Software Architekt (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Software architect (m / w / d),N,Sankt Gallen
Softwareingenieur für Technologieentwicklung im Bereich Embedded Systems (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Software engineer for development of technology in the field of embedded systems (f / m / d),N,Sankt Gallen
Testmanager im Bereich Automotive (m/w/d),BRUSA Elektronik AG,CH 9466 Sennwald,Test Manager in the automotive field (f / m / d),N,Sankt Gallen
Frontend Developer,2sic Internet Solutions GmbH,CH 9470 Buchs,frontend Developer,N,Sankt Gallen
Senior Software-Entwickler m/w (Teilzeit möglich),Solve GmbH,CH 9470 Buchs,Senior Software Developer m / w (Part-time possible),N,Sankt Gallen
"Senior Web / JavaScript Developer (m/w, 100%)",2sic Internet Solutions GmbH,CH 9470 Buchs,"Senior Web / Javascript Developer (m / w, 100%)",N,Sankt Gallen
Senior Webentwickler m/w,Solve GmbH,CH 9470 Buchs,Senior Web Developer m / f,N,Sankt Gallen
"Web Developer(m/w, 100%) gesucht",2sic Internet Solutions GmbH,CH 9470 Buchs,"Web Developer (m / w, 100%) wanted",N,Sankt Gallen
Junior Consultant (Business Intelligence),,CH 9470 Buchs SG,Junior Consultant (Business Intelligence),N,Sankt Gallen
Praktikum Interactive Media Designer 100% (m/w),,CH 9470 Buchs SG,Internship Interactive Media Designer 100% (w / w),N,Sankt Gallen
Senior Consultant (Business Intelligence),,CH 9470 Buchs SG,Senior Consultant (Business Intelligence),N,Sankt Gallen
Senior Consultant (IT Project Management),,CH 9470 Buchs SG,Senior Consultant (IT Project Management),N,Sankt Gallen
Web-Entwickler 100% (m/w),,CH 9470 Buchs SG,Web developers 100% (w / w),N,Sankt Gallen
System- und Netzwerkadministrator,,CH 9471 Buchs SG,System and Network Administrator,N,Sankt Gallen
Software - Entwickler (.net / Delphi / SQL) / 100%,,CH 9472 Grabs,Software - Developer (.NET / Delphi / SQL) / 100%,N,Sankt Gallen
Software Entwickler .NET (m/w),Online Consulting AG,CH 9500 Wil,Software Developer .NET (m / w),N,Sankt Gallen
