Description,Employer,Location,Translation,Multiple,State
Embedded Linux Software Engineer (C++),Scewo AG,CH 8406 Winterthur,Embedded Linux Software Engineer (C ++),N,Zurich
Fleet Management Developer,Scewo AG,CH 8406 Winterthur,Fleet Management Developer,N,Zurich
Full Stack Developer (60 - 100%),Init7 (Schweiz) AG,CH 8406 Winterthur,Full Stack Developer (60 - 100%),N,Zurich
Mediengestalter (m/w) gesucht,,CH 8406 Winterthur,Media Designer (m / f),N,Zurich
Praktikant/in System und Netzwerktechnik (80%),Init7 (Schweiz) AG,CH 8406 Winterthur,Intern / in system and network equipment (80%),N,Zurich
Software Engineer 80-100% (m/f),,CH 8406 Winterthur,Software Engineer 80-100% (m / f),N,Zurich
Senior Software Engineer (C++) - Core Game Engine,GIANTS Software GmbH,CH 8454 Buchberg,Senior Software Engineer (C ++) - Core Game Engine,N,Schaffhausen
Senior Software Engineer (C++) - R & D,GIANTS Software GmbH,CH 8454 Buchberg,Senior Software Engineer (C ++) - R & D,N,Schaffhausen
Web Developer - Frontend and Backend,GIANTS Software GmbH,CH 8454 Buchberg,Web Developer - frontend and backend,N,Schaffhausen
Senior MS-SQL und .Net Spezialist (m/w),Secon AG,Fehraltorf,Senior MS-SQL and .Net (m / w),N,Zurich
Mediamatiker/Systemtechniker m/w 100%,Root-Service AG,Frauenfeld/Thurgau,Mediamatiker / System technician m / w 100%,N,Thurgau
Full-Stack-CMS-Entwickler/in 80-100%,,Gächlingen / Home-Office,Full-stack CMS developer / in 80-100%,N,Schaffhausen
Customer Service Engineer / Techniker im Kundendienst,Interxion Schweiz AG,Glattbrugg,Customer Service Engineer / Technician in customer service,N,Zurich
Data Scientist - C#/C++/Python Software Engineer for Machine Learning Team,Imnoo AG,Glattbrugg,Data Scientist - C # / C ++ / Python Software Engineer for Machine Learning Team,N,Zurich
Information Security Manager,SwissSign Group AG,Glattbrugg,Information Security Manager,N,Zurich
Mitarbeiterin/ Mitarbeiter Cash Business Experts & Security (80 - 100%),Credit Suisse AG,Glattbrugg,Associate / Employee Cash Business Experts & Security (80 - 100%),N,Zurich
Java Tech Lead (f/m) 100%,Sunrise Communications AG,Glattpark (Opfikon - Zürich),Java Tech Lead (f / m) 100%,N,Zurich
"Lehrstelle Informatikerin/Informatiker EFZ, Fachrichtung Systemtechnik",Sunrise Communications AG,Glattpark (Opfikon - Zürich),"Apprenticeship computer scientist / computer EFZ, specializing in systems engineering",N,Zurich
Senior Network Engineer (w/m) 80-100%,Sunrise Communications AG,Glattpark (Opfikon - Zürich),Senior Network Engineer (m / w) 80-100%,N,Zurich
Senior-Softwareingenieur/in als Entwickler/in C#,Vitodata AG,Oberohringen,Senior Software Engineer / in as a developer / C #,N,Zurich
Softwareingenieur/in .NET als Schnittstellenentwickler/in,Vitodata AG,Oberohringen,Software Engineer / .NET as an interface developer / in,N,Zurich
Software Tester/Qualitätssicherung (m/w/d),STAR AG,Ramsen,Software testers / quality assurance (m / w / d),N,Schaffhausen
Softwareingenieur/in,STAR AG,Ramsen,Software Engineer / in,N,Schaffhausen
Hardware EntwicklerIn VHDL/FPGA 80-100%,Novotec Engineering AG,Region Zürich,Hardware EntwicklerIn VHDL / FPGA 80-100%,N,Zurich
Java Software Engineer 80-100%,Novotec Engineering AG,Region Zürich,Java Software Engineer 80-100%,N,Zurich
Linux Engineer,,Schaffhausen,Linux Engineer,N,Schaffhausen
Linux Engineer,,Schaffhausen,Linux Engineer,N,Schaffhausen
Linux Engineer 100%,MTF Thörishaus AG,Schaffhausen,Linux Engineer 100%,N,Schaffhausen
Software Developer,,Uhwiesen,software Developer,N,Zurich
(Senior-) .NET Softwareentwickler (m/w/d) 100%,,Winterthur,(Senior) .NET software developers (m / w / d) 100%,N,Zurich
(Senior-) .NET Softwareentwickler (m/w/d) 100%,Ambit Group AG,Winterthur,(Senior) .NET software developers (m / w / d) 100%,N,Zurich
Data Engineer mit Flair für Analytics,Noser Engineering AG,Winterthur,Data Engineer with a flair for Analytics,N,Zurich
Developer in Business Process Management (w/m/d),AXA,Winterthur,Developer in Business Process Management (w / m / d),N,Zurich
DWH Engineer 100%,ZHAW Zürcher Hochschule für Angewandte Wissenschaften,Winterthur,DWH Engineer 100%,N,Zurich
DWH Entwickler,Nordwand Group AG,Winterthur,DWH developers,N,Zurich
Einkäufer IT-Software,Harvey Nash AG,Winterthur,Purchasing IT software,N,Zurich
Informatiker/in - MS Dynamics NAV Spezialist/in 80-100%,,Winterthur,Computer / in - MS Dynamics NAV specialist / in 80-100%,N,Zurich
Junior IT Projektleiter (m/w),Consult & Pepper AG,Winterthur,Junior IT Project Manager (m / f),N,Zurich
Lead Software Engineer Backend (w/m),Mindlink AG,Winterthur,Lead Software Engineer Backend (w / m),N,Zurich
Professional Embedded C/C++ Entwickler/in,Noser Engineering AG,Winterthur,Professional Embedded C / C ++ Developer / in,N,Zurich
Professional Software Engineer C#/.NET,Noser Engineering AG,Winterthur,Professional NET Software Engineer C # /.,N,Zurich
Professional Software Engineer Mobile,Noser Engineering AG,Winterthur,Professional Software Engineer Mobile,N,Zurich
Senior Cyber Security Engineer,Netcloud AG,Winterthur,Senior Cyber ​​Security Engineer,N,Zurich
Senior Embedded C/C++ Entwickler/in,Noser Engineering AG,Winterthur,Senior Embedded C / C ++ Developer / in,N,Zurich
Senior Mobile Developer,Noser Engineering AG,Winterthur,Senior Mobile Developer,N,Zurich
Senior Network Engineer 100%,ZHAW Zürcher Hochschule für Angewandte Wissenschaften,Winterthur,Senior Network Engineer 100%,N,Zurich
Senior SCADA Web Frontend Entwickler/in,Noser Engineering AG,Winterthur,Senior SCADA Web Front End Developer / in,N,Zurich
Senior Software Architect C#/.NET und Requirements Engineer,Noser Engineering AG,Winterthur,Senior Application Developer C # /. NET and Requirements Engineer,N,Zurich
Senior Web Frontend Entwickler/in,Noser Engineering AG,Winterthur,Senior Web Front End Developer / in,N,Zurich
Software Architekt für Cloud & IoT (m/w),Noser Engineering AG,Winterthur,Software Architect for Cloud & IoT (m / f),N,Zurich
Software Engineer für Cloud (m/w),Noser Engineering AG,Winterthur,Software Engineer for Cloud (m / f),N,Zurich
Software Engineer I,Cimpress Technology,Winterthur,Software Engineer I,N,Zurich
Software Engineer II,Cimpress Technology,Winterthur,Software Engineer II,N,Zurich
Software Engineer mit Schwerpunkt Deep Learning (80 - 100 %),ZHAW Zürcher Hochschule für Angewandte Wissenschaften,Winterthur,Software Engineer with a focus on Deep Learning (80 - 100%),N,Zurich
Software Engineer mit Schwerpunkt Virtual Reality (80 - 100 %),ZHAW Zürcher Hochschule für Angewandte Wissenschaften,Winterthur,Software Engineer with a focus on virtual reality (80 - 100%),N,Zurich
Software Entwickler/in Applikationsintegration & Schnittstellen 100%,ZHAW Zürcher Hochschule für Angewandte Wissenschaften,Winterthur,Software Developer / in Application Integration & Interfaces 100%,N,Zurich
Software-Architekt/in ServiceNow,fenaco Informatik,Winterthur,Software architect / in ServiceNow,N,Zurich
Software-Entwickler/in ServiceNow,fenaco Informatik,Winterthur,Software Developer / in ServiceNow,N,Zurich
Agiler Software Engineer,SIX Payment Services AG,Zürich,Agile Software Engineer,N,Zurich
