Description,Employer,Location,Translation,Multiple,State
Java Softwareentwicklung Expert (m/w),Datalynx AG,Basel,Java Software Development Expert (m / f),N,Basel
Junior CSV Consultant,wega Informatik AG,Basel,Junior CSV Consultant,N,Basel
Junior Data Modeler MES (m/f),Datalynx AG,Basel,Junior Data Modeler MES (m/f),N,Basel
Junior Mediamatiker oder Webpublisher 20-50% m/w (Joomla & WordPress),Masterhomepage GmbH,Basel,Junior Mediamatiker or Webpublisher 20-50% w / w (Joomla & Wordpress),N,Basel
Junior Software Engineer (JAVA/.NET),ELCA Informatik AG,Basel,Junior Software Engineer (JAVA/.NET),N,Basel
Karrierestart im Digital Risk & Process Analytics - Trade Industries & Services Basel - Star,PwC,Basel,Karrierestart im Digital Risk & Process Analytics - Trade Industries & Services Basel - Star,N,Basel
Lead Developer (SpringCloud),wega Informatik AG,Basel,Lead Developer (SpringCloud),N,Basel
Lehrstelle Informatikerin / Informatiker EFZ 100%,Basler Kantonalbank,Basel,Apprenticeship computer scientist / computer EFZ 100%,N,Basel
LIMS Expert / Developer,wega Informatik AG,Basel,LIMS Expert / Developer,N,Basel
Medical Devices Development Specialist,,Basel,Medical Devices Development Specialist,N,Basel
Microsoft Software-Architekt (m/w),adesso Schweiz AG,Basel,Microsoft Software-Architect (m / w),N,Basel
Network Security Engineer,Bank J. Safra Sarasin AG,Basel,Network Security Engineer,N,Basel
Network Security Engineer,Bank J. Safra Sarasin AG,Basel,Network Security Engineer,N,Basel
Paramatrierer Avaloq (80%-100%),Basellandschaftliche Kantonalbank,Basel,Paramatrierer Avaloq (80%-100%),N,Basel
PHP Backend Developer (m/w),BackOffice AG,Basel,PHP Backend Developer (m/w),N,Basel
Projektleiter/-in ABACUS Modul CRM (Basel),ProSearch AG,Basel,Project / -in ABACUS module CRM (Basel),N,Basel
Projektleiter/in IT Infrastruktur 100%,WIR Bank Genossenschaft,Basel,Project Manager / IT infrastructure 100%,N,Basel
R Developer,,Basel,R Developer,N,Basel
R Programmer,,Basel,R Programs,N,Basel
Research Informatics Specialist / Database Developer,wega Informatik AG,Basel,Research Informatics Specialist / Database Developer,N,Basel
SAP MM - Modulverantwortlicher (w/m),Unicada AG,Basel,SAP MM - Modulverantwortlicher (w / w),N,Basel
SAP SCM Inhouse Consultant (m/f/x),Oettinger Davidoff AG,Basel,SAP SCM Inhouse Consultant (m/f/x),N,Basel
Senior CSV Consultant,wega Informatik AG,Basel,Senior CSV Consultant,N,Basel
Senior Frontend Engineer 80-100%,Basler Kantonalbank,Basel,Senior Frontend Engineer 80-100%,N,Basel
Senior IT-Tester (w/m),Unicada AG,Basel,Senior IT-Tester (w/m),N,Basel
Senior IT-Tester (w/m),Unicada AG,Basel,Senior IT-Tester (w/m),N,Basel
Senior Microsoft Software Engineer (m/w),adesso Schweiz AG,Basel,Senior Microsoft Software Engineer (m/w),N,Basel
Senior Software Engineer (m/w/d) Java,,Basel,Senior Software Engineer (m/w/d) Java,N,Basel
ServiceNow Architect / Transition Manager,TechMahindra,Basel,ServiceNow Architect / Transition Manager,N,Basel
Software Architect (m/w/d) Java Enterprise Solutions,,Basel,Software Architect (m/w/d) Java Enterprise Solutions,N,Basel
Software Engineer,,Basel,Software Engineer,N,Basel
Software Engineer (m/w/d) Java,,Basel,Software Engineer (m/w/d) Java,N,Basel
Software Engineer (m/w/d) Liferay,,Basel,Software Engineer (m/w/d) Liferay,N,Basel
Software Engineer Java (m/w),Prevo-System AG,Basel,Software Engineer Java (m/w),N,Basel
Software Entwickler/Engineer (m/w) 100% - professional/senior,evado gmbh,Basel,Software Developer / Engineer (m / w) 100% - professional / senior,N,Basel
Softwareentwickler/in,Bell Schweiz AG,Basel,Software Developer / in,N,Basel
System Engineer (m/w),Dexion Services AG,Basel,System Engineer (m/w),N,Basel
Testautomatisierungs-Engineer TOSCA (100 %),Bank CIC (Schweiz) AG,Basel,Testautomatisierungs-engineer TOSCA (100%),N,Basel
UX/UI Designer,,Basel,UX / UI Designer,N,Basel
Validation Lead (m/f),Datalynx AG,Basel,Validation Lead (m/f),N,Basel
Web/Frontend Developer (Angular),ELCA Informatik AG,Basel,Web/Frontend Developer (Angular),N,Basel
MDM SUPPORTER,execure ag,Basel BS,MDM SUPPORTER,N,Basel
PROGRAMMER,execure ag,Basel BS,PROGRAMMER,N,Basel
IT Consultant - IT Performance Management,Altersis Performance AG,"Basel, BS",IT Consultant - IT Performance Management,N,Basel
UX Designer / Applikation Engineer mit Projektleitungserfahrung (m/w) 80-100 % [Ref: 1321],Freestar-Informatik AG,Baselland,UX designer / engineer with project management application experience (m / w) 80-100% [Ref 1321],N,Basel
Administrator,,CH 4051 Basel,Administrator,N,Basel
Frontend Engineer,bluesky IT-Solutions AG,CH 4051 Basel,Frontend Engineer,N,Basel
Full Stack Software Engineer Java (m/w),bluesky IT-Solutions AG,CH 4051 Basel,Full Stack Software Engineer Java (m/w),N,Basel
"Full Stack Software Engineers for Java, Web and Mobile (m/f)",,CH 4051 Basel,"Full Stack Software Engineers for Java, Web and Mobile (m/f)",N,Basel
IT-Allrounder 100% (m/w),,CH 4051 Basel,IT-Allrounder 100% (m/w),N,Basel
Karrierestart als Junior Software Engineer Java / Web (m/w/d),nag informatik ag,CH 4051 Basel,Start your career as a Junior Software Engineer Java / Web (m / w / d),N,Basel
Senior Java Software Engineer (m/w/d),nag informatik ag,CH 4051 Basel,Senior Java Software Engineer (m/w/d),N,Basel
IT specialist with background in economy - focus on data migration,nag informatik ag,CH 4051 Basel,IT specialist with background in economy - focus on data migration,N,Basel
(Junior) DevOps / Quality & Security Engineer,Jacando AG,CH 4052 Basel,(Junior) DevOps / Quality & Security Engineer,N,Basel
(Junior) NodeJS Back-End Developer,Jacando AG,CH 4052 Basel,(Junior) NodeJS Back-End Developer,N,Basel
(Junior) React / NodeJS Full-Stack Developer,Jacando AG,CH 4052 Basel,(Junior) React / NodeJS Full-Stack Developer,N,Basel
(Junior) React Front-End Developer,Jacando AG,CH 4052 Basel,(Junior) React Front-End Developer,N,Basel
Elixir Developer,,CH 4052 Basel,Elixir Developer,N,Basel
Full Stack Developer,,CH 4052 Basel,Full Stack Developer,N,Basel
"IT-Techniker/Systembetreuer (80-100%, m/w)",,CH 4052 Basel,"IT technician / Managers (80-100%, m / f)",N,Basel
Praktikum / Praxis Semester Software Engineering (6-12 Monate),Jacando AG,CH 4052 Basel,Internship / Internship Software Engineering (6-12 months),N,Basel
Python Developer,,CH 4052 Basel,Python Developer,N,Basel
Ruby on Rails Developer,,CH 4052 Basel,Ruby on Rails Developer,N,Basel
UI/UX Designer,Jacando AG,CH 4052 Basel,UI / UX Designer,N,Basel
Web/Frontend Developer,YOO AG,CH 4052 Basel,Web/Frontend Developer,N,Basel
Full-Stack-Developer mit Schwerpunkt Java oder .NET,,CH 4053 Basel,Full-stack developer focusing on Java or .NET,N,Basel
"Java Full-Stack Software Developer, Genedata Biologics",Genedata AG,CH 4053 Basel,"Java Full-Stack Software Developer, Genedata Biologics",N,Basel
"Java Full-Stack Software Developer, Genedata Screener",Genedata AG,CH 4053 Basel,"Java Full-Stack Software Developer, Genedata Screener",N,Basel
Web Developer,,CH 4053 Basel,Web Developer,N,Basel
IT Applikationsmanager Fokus Banking (w/m) 100%,WIR Bank Genossenschaft,CH 4054 Basel,IT Applikationsmanager Fokus Banking (w/m) 100%,N,Basel
Electronics Technician / PCB-Layout specialist,,CH 4057 Basel,Electronics Technician / PCB-Layout specialist,N,Basel
Software Engineer (Microsoft .NET/C#),Concevis AG,CH 4058 Basel,Software Engineer (Microsoft .NET/C#),N,Basel
Software Entwickler - Office 365 / SharePoint (80-100%),Innobit AG,CH 4058 Basel,Software Developer - Office 365 / SharePoint (80-100%),N,Basel
Softwareentwickler C# .NET (m/w),vi:sit - Vetter IT solutions Schweiz GmbH,CH 4058 Basel,Software Developer C # (m / w),N,Basel
Java Developer 100%,Optravis LLC,CH 4102 Binningen,Java Developer 100%,N,Basel
Kotlin Developer 100%,Optravis LLC,CH 4102 Binningen,Kotlin Developer 100%,N,Basel
IT specialist with background in economy 100% (w/m),Optravis LLC,CH 4102 Binningen,IT specialist with background in economy 100% (w/m),N,Basel
.NET Entwickler Fullstack (w/m),Kallysoft Informatik AG,CH 4123 Allschwil,.NET developers full stack (w / m),N,Basel
JAVA Programmierer (w/m),Kallysoft Informatik AG,CH 4123 Allschwil,JAVA Programmer (m / f),N,Basel
Software Engineer (80-100%),brix cross media ag,CH 4123 Allschwil,Software Engineer (80-100%),N,Basel
"Datawarehouse und BI Consultant (80 - 100%, w/m)",,CH 4132 Muttenz,Data Warehouse and BI Consultant (80 - 100% w / w),N,Basel
MICROSOFT DATAWAREHOUSE AND BI CONSULTANT (M/F),,CH 4132 Muttenz,MICROSOFT DATAWAREHOUSE AND BI CONSULTANT (M/F),N,Basel
Praktikant/in Applikationsentwicklung (Web),Klixa AG,CH 4132 Muttenz,Intern / in application development (web),N,Basel
"SENIOR BUSINESS INTELLIGENCE CONSULTANT (QLIK,80-100%, W/M)",,CH 4132 Muttenz,"SENIOR BUSINESS INTELLIGENCE CONSULTANT (QLIK, 80-100%, W / M)",N,Basel
Techniker/in Multimedia,EOTEC AG,CH 4132 Muttenz,Engineer / in Multimedia,N,Basel
Applikationsentwickler (100%; m/w),,CH 4133 Pratteln,"Applikationsentwickler (100%, m / w)",N,Basel
C Entwickler / -in,,CH 4153 Reinach,C Developer / -in,N,Basel
Java Entwickler / -in,,CH 4153 Reinach,Java Developer / -in,N,Basel
Application Engineer (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Application Engineer (m/w),N,Basel
Enterprise Architect (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Enterprise Architect (m/w),N,Basel
Entwicklungsingenieur Hardware (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Hardware Development Engineer (m / f),N,Basel
IT Service Manager (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,IT Service Manager (m/w),N,Basel
Network Engineer,,CH 4153 Reinach BL,Network Engineer,N,Basel
Praktikant Softwareentwicklung (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,Intern Software Development (m / w),N,Basel
Software Engineer (m/w),Joe Security GmbH,CH 4153 Reinach BL,Software Engineer (m/w),N,Basel
Lernende/r Informatiker/in EFZ (Ausrichtung Systemtechnik) ab August 2021,Ricola AG,CH 4242 Laufen,Learners / r m / f EFZ (alignment system technology) from August 2021,N,Basel
CMS / Frontend Entwickler/in,IWF AG,CH 4410 Liestal,CMS / Front End Developer / in,N,Basel
Full Stack PHP Entwickler/in,IWF AG,CH 4410 Liestal,Full Stack PHP Developer / in,N,Basel
IT/OT Solution Engineer,ControlTech Engineering AG,CH 4410 Liestal,IT / OT Solution Engineer,N,Basel
Senior Software Engineer Java 80-100% w/m,Inside Solutions AG,CH 4410 Liestal,Senior Software Engineer Java 80-100% w/m,N,Basel
Software Engineer Frontend 80-100% w/m,Inside Solutions AG,CH 4410 Liestal,Software Engineer Frontend 80-100% w/m,N,Basel
"Front-End Entwickler (local only, full time) Full-Time",Parashift AG,CH 4450 Sissach,"Front-End Entwickler (local only, full time) Full-Time",N,Basel
JavaScript-Entwickler/In,Asseco BERIT AG,CH 4450 Sissach,JavaScript developers / In,N,Basel
Senior Python Developer Full-Time,Parashift AG,CH 4450 Sissach,Senior Python Developer Full-Time,N,Basel
"Software Engineer / Backend Entwickler (local only, full time) Full-Time",Parashift AG,CH 4450 Sissach,"Software Engineer / Backend Entwickler (local only, full time) Full-Time",N,Basel
"(Senior) Citrix System Engineer, 80-100%",Netree AG,Däniken,"(Senior) Citrix System Engineer, 80-100%",N,Solothurn
Senior Software Engineer (80%-100%),Basellandschaftliche Kantonalbank,Hauptsitz Liestal,Senior Software Engineer (80%-100%),N,Basel
Senior Software Engineer / Solution Architect (80%-100%),Basellandschaftliche Kantonalbank,Hauptsitz Liestal,Senior Software Engineer / Solution Architect (80%-100%),N,Basel
Warehouse Management Business Team Lead (m/f),Datalynx AG,Kaiseraugst,Warehouse Management Business Team Lead (m/f),N,Aargau
Senior Software Engineer (80%-100%),Basellandschaftliche Kantonalbank,Liestal,Senior Software Engineer (80%-100%),N,Basel
Senior Software Engineer / Solution Architect (80%-100%),Basellandschaftliche Kantonalbank,Liestal,Senior Software Engineer / Solution Architect (80%-100%),N,Basel
Chef de project Technique,Abraxas Epsilon SA,Münchenstein,Head of Technical Project,N,Basel
Software Engineer .net core & Angular (m/w) ab 80%,Abraxas Informatik AG,Münchenstein,Software Engineer .net core & Angular (m/w) ab 80%,N,Basel
Software/Application Engineer (m/w) Digitales Bauen (VDC/BIM-Methode) Wissenschaftliche/r Mitarbeit,Fachhochschule Nordwestschweiz FHNW,Muttenz,Software / Application Engineer (m / f) Digital Construction (VDC / BIM method) Scientific / r employees,N,Basel
Angular Frontend Developer/-in 80-100%,,Region Basel,Angular Frontend Developer/-in 80-100%,N,Basel
Data Analyst (w/m/d),BROMsolutions AG Binningen BL,Region Basel,Data Analyst (w/m/d),N,Basel
Product Owner / ProjektleiterIn 80-100%,IWF AG,Region Basel,Product Owner / Project Manager 80-100%,N,Basel
Senior Web Entwickler/in 80-100%,IWF AG,Region Basel,Senior Web Developer / in 80-100%,N,Basel
"Applikationsingenieur (m/w/d) Maschinenbau & Engineering, Reinach BL",,Reinach,"Application Engineer (m / w / d) Machine & Engineering, Reinach BL",N,Basel
